"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
6429,"OPTX","Syntec Optics Holdings Inc.","-","Technology","Electronic Components","USA",51.37,,,,,4.23,61.89,,0.33,0.02,,,0.00%,-0.06,,,,,,2.88%,,118.60%,0.00,0.14,,,36.69,3.06,8.34%,91.67%,0.00%,0.91%,3.09%,0.92%,0.59,0.03,0.17%,0.17%,0.91%,1.35,0.65,0.23,0.79,,0.00%,,0.00%,0.00%,0.00%,-0.02%,-0.02%,-0.02%,0.00%,0.62%,-0.70%,-5.40%,7.70%,8.28%,-25.13%,-58.45%,-86.79%,-72.17%,-0.49,0.10,6.51%,7.51%,11.50%,6.25%,-54.91%,-30.68%,47.38%,-92.82%,47.38%,-92.82%,47.38%,56.46,,1/26/2022,No,Yes,148,-5.40%,1.38%,,48.24,0.16,3804,48,,1.46,1.48,1.46,1.38,1.40,-4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6430,"OPTZ","Optimize Strategy Index ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.17%,0.17%,2.51%,5.24%,6.19%,,,15.41%,,0.26,0.22%,0.42%,2.63%,5.68%,8.14%,0.09%,14.48%,0.09%,16.77%,0.09%,16.77%,67.00,,4/23/2024,No,Yes,,0.17%,-0.08%,,10.15,1.14,5891,10,,29.22,29.20,29.25,29.20,29.25,0.09%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Passive",0.50%,331,157778820,29.22,0.00,-120224.00,-0.08,2603560.00,1.68,140669308.68,822.17,140669308.68,822.17,,,,,34.82,"U.S. equity fundamental value"
6431,"OPXS","Optex Systems Holdings Inc","-","Industrials","Aerospace & Defense","USA",57.27,13.51,,,1.76,3.23,116.88,34.71,2.58,0.07,,,0.00%,0.62,,,,26.33%,,3.35%,26.32%,112.41%,32.63,4.18,,,6.76,5.12,75.74%,25.48%,0.00%,32.29%,9.91%,0.19%,0.40,0.01,18.26%,26.96%,21.32%,3.72,0.83,0.11,0.20,29.91%,16.01%,12.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,-0.87%,0.20%,2.29%,4.60%,1.91%,17.25%,121.13%,27.19%,0.28,0.29,3.37%,3.60%,5.17%,5.30%,14.23%,-1.69%,18.37%,-7.27%,121.71%,-98.33%,1325.04%,60.37,,10/26/2007,No,Yes,106,0.20%,0.12%,,24.59,0.21,2619,39,,8.31,8.32,8.38,8.31,8.34,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,"OPY","Oppenheimer Holdings Inc","-","Financial","Capital Markets","USA",496.98,8.77,,0.58,0.38,0.61,14.96,,78.63,3.21,0.63,1.31%,23.15%,5.49,,,,4.75%,15.00%,6.45%,7.97%,208.27%,1304.68,61.28,,,10.19,5.82,57.11%,43.65%,-0.24%,33.33%,1.67%,1.89%,2.87,0.11,1.92%,7.66%,5.70%,,,0.32,1.66,95.16%,13.28%,4.70%,0.00%,-0.25%,-0.25%,-0.25%,0.00%,-0.25%,0.13%,-0.27%,-0.58%,-3.61%,-0.37%,-4.24%,-9.40%,28.74%,33.05%,16.43%,1.15,0.95,1.48%,1.82%,-2.74%,-4.16%,7.95%,-9.96%,1.52%,-17.54%,46.57%,-17.54%,4411.46%,37.86,,10/6/1982,Yes,Yes,2942,-0.89%,0.64%,1.00,38.25,0.38,7428,176,37.00,48.23,48.54,48.72,47.89,48.11,-0.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,"OR","Osisko Gold Royalties Ltd","-","Basic Materials","Gold","Canada",3652.90,,33.80,,19.58,3.00,62.34,41.54,6.53,0.31,0.17,0.87%,,-0.37,0.10,1.30%,20.94%,17.95%,,-10.51%,2.41%,-3.11%,186.56,-68.47,9.80%,-4.01%,185.35,184.85,99.73%,0.74%,0.00%,79.35%,2.31%,1.82%,5.47,3.37,-4.51%,-5.40%,-5.27%,4.92,4.92,0.07,0.07,74.03%,45.35%,-36.70%,0.13%,0.01%,0.08%,-0.02%,0.08%,-0.14%,0.18%,0.13%,0.28%,1.37%,4.73%,8.79%,7.77%,24.07%,63.73%,37.36%,1.05,0.42,2.17%,2.31%,4.80%,10.30%,20.66%,0.36%,24.30%,0.36%,66.09%,0.36%,321.83%,71.78,8/6/2024 4:30:00 PM,6/26/2014,Yes,Yes,25,1.42%,-0.05%,1.43,615.75,0.52,162510,1084,21.38,19.35,19.34,19.74,19.34,19.61,1.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,"ORA","Ormat Technologies Inc","RUT","Utilities","Utilities - Renewable","USA",4663.72,35.40,32.19,3.54,5.26,1.97,28.48,,39.22,2.71,0.47,0.61%,23.06%,2.18,0.36,-8.48%,25.91%,1.61%,10.00%,3.19%,9.33%,-8.25%,886.52,132.01,-4.32%,-0.50%,60.36,60.30,99.90%,0.25%,-3.38%,95.46%,2.58%,5.02%,8.77,3.03,2.51%,5.71%,2.99%,0.97,0.89,0.86,1.00,31.43%,20.93%,14.89%,0.03%,0.01%,0.03%,0.16%,0.09%,0.12%,0.25%,0.58%,0.76%,0.39%,2.50%,2.78%,2.31%,28.71%,14.77%,1.79%,0.53,1.32,1.79%,1.66%,1.39%,3.47%,9.39%,-1.43%,9.36%,-1.73%,31.36%,-40.13%,455.84%,59.26,11/6/2024 4:30:00 PM,11/11/2004,Yes,Yes,1576,-0.26%,0.59%,2.38,345.42,0.64,111731,2665,81.57,76.90,77.35,77.61,76.44,77.15,0.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6435,"ORAN","Orange. ADR","-","Communication Services","Telecom Services","France",29155.76,12.20,8.53,0.88,0.64,1.03,2.35,7.32,10.67,4.66,0.82,7.48%,65.72%,0.90,0.44,26.90%,10.78%,4.54%,13.80%,-0.32%,-7.90%,-5.98%,45863.34,2391.94,,,2658.16,2657.91,99.99%,0.01%,0.00%,1.09%,1.56%,0.06%,3.71,1.52,1.86%,7.61%,3.32%,0.93,0.90,1.54,1.88,18.91%,12.06%,5.22%,0.03%,0.03%,0.03%,-0.10%,-0.06%,-0.11%,-0.12%,-0.24%,-0.34%,-0.11%,-0.92%,-9.95%,-0.01%,-0.65%,-5.28%,-4.04%,0.21,0.15,0.77%,0.91%,-3.99%,-4.66%,-3.47%,-10.24%,3.18%,-11.62%,11.69%,-94.06%,82.18%,34.89,10/24/2024 8:30:00 AM,10/20/1997,Yes,Yes,137094,0.03%,-0.23%,1.59,408.30,1.40,289538,766,14.24,10.99,10.97,11.05,10.94,10.97,-0.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,"ORC","Orchid Island Capital Inc","RUT","Real Estate","REIT - Mortgage","USA",568.94,,95.70,,3.18,0.93,1.60,9.65,8.58,4.98,1.44,18.06%,,-0.86,-0.07,81.57%,145.66%,27.05%,,248.35%,32.96%,-133.82%,178.94,-38.21,-24.14%,,71.34,71.13,99.71%,0.30%,0.00%,28.28%,25.42%,7.05%,2.44,5.01,-0.79%,-7.31%,-6.87%,,,0.00,7.82,94.25%,99.44%,-21.35%,0.00%,0.00%,0.06%,0.00%,0.03%,0.13%,0.23%,0.30%,1.01%,1.85%,1.85%,-4.26%,-8.96%,-1.54%,7.19%,-5.40%,1.83,0.13,1.30%,1.77%,-0.64%,-1.63%,-4.88%,-5.62%,6.87%,-12.17%,35.17%,-87.87%,35.17%,47.58,10/24/2024 4:30:00 PM,2/14/2013,Yes,Yes,,1.59%,-0.13%,2.50,2058.56,0.88,920746,3196,9.50,7.86,7.85,8.00,7.85,7.97,1.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,"ORCL","Oracle Corp.","S&P 500","Technology","Software - Infrastructure","USA",484104.17,45.07,24.45,3.55,9.00,44.76,44.37,42.95,3.90,3.94,1.61,0.92%,43.15%,3.88,1.48,13.02%,13.71%,4.54%,12.69%,6.21%,6.86%,19.86%,53815.00,10976.00,4.38%,0.56%,2755.00,1618.95,58.76%,41.59%,-0.27%,44.09%,1.93%,1.05%,2.04,16.96,7.82%,166.48%,12.74%,0.72,0.72,6.96,7.81,65.98%,31.04%,20.40%,-0.01%,-0.01%,-0.03%,-0.11%,0.06%,-0.08%,0.01%,0.19%,0.04%,-1.08%,0.19%,2.57%,25.45%,44.84%,61.39%,65.70%,1.01,3.75,2.01%,2.02%,2.69%,13.98%,33.98%,-2.19%,38.93%,-2.19%,76.00%,-2.19%,435306.16%,66.09,9/9/2024 4:30:00 PM,3/12/1986,Yes,Yes,159000,-0.95%,0.15%,1.94,8327.04,0.60,2541459,31564,180.88,176.12,176.38,178.22,174.07,174.70,-0.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6438,"ORGN","Origin Materials Inc","-","Basic Materials","Chemicals","USA",201.13,,,,5.91,0.52,1.52,,2.65,0.91,,,0.00%,-0.09,-0.11,-38.56%,22.22%,,,0.00%,1.96%,-193.97%,34.06,-12.92,-3.42%,-9.62%,145.71,126.87,87.07%,12.96%,0.15%,17.07%,-23.56%,2.69%,2.52,3.42,-2.85%,-3.30%,-3.24%,13.57,13.48,0.02,0.03,-9.16%,-189.61%,-37.93%,-0.36%,-0.36%,-0.36%,0.00%,-0.72%,-0.70%,0.00%,-0.36%,0.04%,-4.13%,-3.50%,-11.54%,36.63%,132.64%,33.98%,65.03%,0.99,0.10,4.52%,7.39%,-10.30%,-2.23%,48.85%,-27.37%,86.36%,-27.37%,212.08%,-90.15%,212.08%,43.04,8/14/2024 4:30:00 PM,9/4/2020,Yes,Yes,112,-4.83%,0.69%,1.00,1354.91,0.76,526230,937,4.00,1.44,1.45,1.45,1.37,1.38,-4.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6439,"ORGO","Organogenesis Holdings Inc","RUT","Healthcare","Drug Manufacturers - Specialty & Generic","USA",426.21,,,,0.95,1.62,4.71,50.02,1.99,0.68,,,0.00%,-0.13,-0.02,-283.23%,53.70%,,2.41%,19.04%,11.01%,-421.50%,448.39,-16.54,-2700.00%,7.37%,131.32,77.76,59.21%,41.34%,0.00%,47.55%,-4.18%,13.42%,16.87,10.44,-3.70%,-6.19%,-4.64%,2.73,2.42,0.35,0.42,71.32%,3.07%,-3.69%,-0.16%,0.00%,-0.16%,-0.16%,0.00%,0.00%,0.31%,-0.47%,3.04%,3.38%,7.53%,12.41%,5.76%,12.41%,36.23%,-21.39%,1.60,0.14,4.41%,4.69%,9.79%,15.23%,8.47%,2.88%,41.01%,-31.67%,64.03%,-98.97%,79.11%,64.71,8/8/2024 4:30:00 PM,1/5/2017,Yes,Yes,862,3.38%,0.65%,1.50,618.66,0.67,210507,1091,4.38,3.09,3.11,3.23,3.10,3.21,4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6440,"ORGS","Orgenesis Inc","-","Healthcare","Biotechnology","USA",13.48,,,,20.42,,11.62,,-3.30,0.24,,,,-8.57,,,,-5.89%,,56.81%,117.70%,74.34%,0.66,-29.02,,,4.77,4.23,88.68%,11.24%,0.00%,4.55%,,1.33%,2.45,0.06,-119.30%,-1794.83%,,0.07,0.07,,,-267.07%,-3094.41%,-4383.23%,0.00%,0.00%,0.00%,0.00%,-0.88%,-1.57%,-2.08%,-3.91%,-4.56%,-13.08%,-29.02%,-52.52%,-60.65%,-43.50%,-66.52%,-43.58%,1.21,0.56,8.91%,14.27%,-33.57%,-53.00%,-50.04%,-73.84%,-6.77%,-73.84%,13.00%,-98.58%,649.06%,28.32,8/8/2024 4:30:00 PM,7/28/2010,No,Yes,146,-10.32%,-1.87%,1.00,22.99,1.63,18982,127,60.00,3.21,3.15,3.20,2.83,2.83,-11.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6441,"ORI","Old Republic International Corp.","-","Financial","Insurance - Property & Casualty","USA",9393.53,15.33,11.87,1.53,1.24,1.56,,9.12,23.31,,1.04,2.86%,46.74%,2.37,0.73,9.77%,6.08%,11.06%,10.00%,5.33%,4.08%,-36.01%,7588.30,651.70,18.81%,-2.45%,278.39,238.27,85.59%,7.82%,-0.01%,71.97%,-3.92%,1.04%,2.17,2.48,3.19%,10.73%,8.13%,0.65,,0.33,0.33,,11.66%,8.59%,0.04%,0.06%,0.00%,-0.03%,-0.07%,-0.01%,0.17%,0.44%,0.69%,1.48%,4.16%,2.45%,12.26%,25.44%,35.04%,23.61%,0.85,0.50,1.12%,1.26%,2.64%,3.70%,15.61%,0.69%,9.52%,0.69%,37.65%,0.69%,3755.20%,64.44,10/24/2024 8:30:00 AM,11/1/1982,Yes,Yes,9200,1.82%,0.14%,2.60,1141.00,0.38,219259,2982,37.00,35.64,35.69,36.37,35.66,36.34,1.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6442,"ORIC","ORIC Pharmaceuticals Inc","RUT","Healthcare","Biotechnology","USA",677.18,,,,,2.15,2.36,,4.47,4.06,,,,-1.76,-0.49,4.56%,-11.71%,-22.33%,,0.00%,,9.59%,0.00,-110.78,-9.12%,,54.87,46.01,83.85%,34.77%,0.00%,65.92%,9.60%,26.65%,26.22,12.26,-35.69%,-38.79%,-36.63%,15.08,15.08,0.00,0.01,,0.00%,,-0.03%,0.00%,0.00%,-0.10%,-0.02%,0.10%,0.42%,0.63%,1.59%,0.89%,1.16%,-3.90%,-6.07%,1.59%,72.51%,4.35%,1.11,0.57,4.90%,6.30%,-4.39%,-1.95%,-5.67%,-25.18%,18.37%,-42.34%,79.78%,-76.48%,306.78%,46.51,8/12/2024 4:30:00 PM,4/24/2020,Yes,Yes,100,0.63%,0.00%,1.10,467.74,0.30,72276,1259,18.78,9.54,9.54,9.67,9.44,9.60,0.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6443,"ORKA","Oruka Therapeutics Inc.","-","Healthcare","Biotechnology","USA",953.92,,,,,1.01,28.66,,26.94,0.95,,,,-5.96,-0.40,,,48.59%,,0.00%,,-79.73%,0.00,-7.20,,,35.00,29.99,85.69%,14.31%,14.51%,4.39%,,1.87%,13.08,0.56,-19.22%,-20.05%,-22.10%,26.61,26.61,0.00,0.00,,0.00%,,0.00%,0.00%,0.02%,-1.14%,-3.66%,-2.64%,0.46%,0.76%,2.81%,-3.79%,-0.93%,5.23%,21.00%,29.15%,107.52%,148.41%,0.89,2.32,9.00%,8.46%,7.28%,11.77%,44.81%,-17.41%,62.42%,-17.41%,170.71%,-100.00%,170.71%,56.28,8/1/2024 4:30:00 PM,8/8/1997,No,Yes,5,-3.39%,1.69%,1.00,42.82,1.23,26798,425,43.17,27.74,28.21,28.34,26.33,27.25,-1.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6444,"ORKT","Orangekloud Technology Inc","-","Technology","Software - Application","Singapore",160.49,,,,34.89,86.62,200.61,,0.08,0.03,,,0.00%,-0.05,,-167.60%,,,,,-20.00%,-127.60%,4.60,-1.00,,,23.16,7.59,32.76%,68.40%,0.00%,,,4.10%,0.51,0.31,-24.10%,-48.40%,,1.40,1.30,0.25,0.44,47.20%,-22.20%,-21.50%,0.00%,0.00%,0.00%,0.00%,-0.00%,-1.00%,0.00%,-0.72%,5.00%,-6.22%,35.35%,52.98%,,,,21.58%,,0.67,16.40%,11.50%,29.86%,33.61%,32.93%,-10.58%,95.76%,-10.58%,95.76%,-10.58%,95.76%,68.83,,7/25/2024,No,Yes,58,-7.35%,1.63%,,615.14,0.29,90996,463,,7.36,7.48,7.50,6.60,6.93,-5.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6445,"ORLA","Orla Mining Ltd","-","Basic Materials","Gold","Canada",1506.78,,,,5.48,3.30,9.77,17.70,1.43,0.48,,,,-0.04,,,,7.87%,,921.28%,42.68%,87.40%,275.09,-11.32,,,315.07,209.37,66.45%,34.62%,0.00%,46.83%,-2.91%,2.28%,16.47,4.77,-1.85%,-2.50%,-2.11%,5.89,5.02,0.18,0.18,47.14%,41.28%,-4.12%,0.00%,0.00%,0.32%,0.21%,0.49%,0.43%,0.75%,1.29%,2.17%,1.88%,13.37%,13.65%,14.48%,19.42%,45.22%,44.77%,1.45,0.18,4.38%,3.97%,11.79%,14.74%,22.73%,1.40%,45.22%,1.40%,80.96%,-22.10%,,69.66,8/12/2024 8:30:00 AM,2/17/2017,Yes,Yes,327,2.84%,0.55%,,289.68,1.91,280624,774,,4.55,4.57,4.70,4.50,4.70,3.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,"ORLY","O'Reilly Automotive, Inc.","NDX, S&P 500","Consumer Cyclical","Specialty Retail","USA",69776.17,30.27,26.35,2.91,4.28,,481.08,34.61,-27.19,2.50,,,0.00%,39.74,11.58,6.99%,10.91%,19.03%,10.41%,10.69%,4.99%,3.18%,16283.84,2372.42,-2.85%,-0.86%,59.07,57.51,97.36%,0.86%,-16.70%,87.60%,0.53%,2.29%,3.87,1.32,17.15%,,41.43%,0.70,0.11,,,51.16%,19.85%,14.57%,-0.00%,-0.00%,-0.13%,-0.04%,-0.07%,0.02%,-0.27%,-0.35%,-1.41%,-0.10%,3.02%,6.38%,15.25%,10.40%,29.83%,26.60%,0.92,20.28,1.75%,1.76%,4.19%,5.81%,12.58%,-0.09%,9.69%,-0.09%,39.85%,-0.09%,52626.79%,70.72,10/23/2024 4:30:00 PM,4/23/1993,Yes,Yes,90302,-0.05%,0.07%,1.90,340.42,0.72,124703,5917,1209.50,1202.59,1203.42,1221.05,1200.71,1202.83,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6447,"ORMP","Oramed Pharmaceuticals, Inc","-","Healthcare","Biotechnology","USA",92.75,4.47,,,,0.52,0.61,,4.36,3.75,,,0.00%,0.51,0.01,77.78%,-208.33%,,,-50.43%,-100.00%,845.79%,0.00,20.86,2100.00%,-100.00%,40.34,34.77,86.19%,14.72%,0.00%,16.81%,20.36%,0.98%,3.41,0.34,12.25%,12.70%,11.77%,41.06,41.06,0.00,0.00,68.10%,0.00%,,0.19%,0.19%,0.00%,-0.22%,-0.44%,-0.44%,-1.07%,-1.09%,-1.08%,-4.38%,-2.36%,-8.27%,-11.48%,-5.21%,4.36%,-1.52%,1.76,0.09,2.80%,3.47%,-4.58%,-4.64%,-9.85%,-17.27%,8.33%,-38.01%,36.23%,-92.83%,2402.50%,40.79,08/07/2024,3/19/2004,Yes,Yes,15,-4.41%,0.00%,3.00,99.81,2.62,133078,317,3.25,2.38,2.38,2.38,2.27,2.28,-4.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6448,"ORN","Orion Group Holdings Inc","RUT","Industrials","Engineering & Construction","USA",214.47,,15.43,,0.30,1.65,44.31,,3.33,0.12,,,,-0.54,0.07,105.45%,1088.89%,30.10%,-10.00%,8.09%,5.28%,-2424.05%,722.91,-17.68,-3300.00%,-3.42%,38.96,36.22,92.97%,7.04%,0.09%,64.40%,3.91%,5.01%,3.81,1.82,-4.52%,-14.91%,-9.15%,1.33,1.32,0.74,1.04,10.48%,0.18%,-2.45%,0.07%,0.09%,-0.06%,0.09%,0.09%,0.00%,0.64%,0.70%,1.01%,-0.99%,-10.63%,-13.58%,-50.27%,-30.84%,-3.59%,11.44%,0.81,0.34,5.08%,6.01%,-6.63%,-15.72%,-27.32%,-32.70%,5.26%,-54.58%,34.60%,-77.96%,259.80%,38.08,10/30/2024 4:30:00 PM,12/20/2007,Yes,Yes,1796,-1.96%,-0.27%,1.00,477.03,0.53,128759,947,10.67,5.63,5.61,5.62,5.43,5.51,-2.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,"ORRF","Orrstown Financial Services, Inc.","RUT","Financial","Banks - Regional","USA",721.48,11.83,9.26,,3.78,1.43,,16.09,25.97,,0.84,2.26%,23.41%,3.15,0.92,2.47%,11.86%,17.90%,,16.22%,14.47%,-22.34%,190.88,32.94,13.19%,2.86%,19.37,18.39,94.94%,5.07%,-0.63%,30.69%,21.61%,1.04%,2.20,0.19,1.06%,12.57%,7.55%,0.33,,0.57,0.62,,23.42%,17.26%,0.26%,0.26%,0.26%,0.03%,0.18%,0.34%,0.40%,0.59%,0.67%,2.55%,7.03%,6.36%,18.28%,48.46%,77.71%,26.26%,0.90,0.82,2.24%,2.17%,5.00%,7.38%,27.73%,1.64%,19.38%,1.64%,86.24%,-17.87%,399.97%,70.17,7/23/2024 4:30:00 PM,8/25/1998,Yes,Yes,425,2.84%,0.22%,1.00,87.07,0.65,28746,777,39.33,36.14,36.22,37.26,36.20,37.25,3.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,"OS","OneStream Inc.","-","Technology","Software - Infrastructure","USA",7150.42,,,,16.35,,50.89,,-0.48,0.60,,,,-0.01,0.00,,,,45.45%,34.22%,35.83%,49.70%,437.39,-3.29,17.65%,0.40%,24.50,24.27,99.06%,89.65%,-6.10%,3.38%,,8.62%,2.55,2.09,-8.49%,-24.76%,-2.90%,1.04,1.04,0.17,0.20,70.40%,-2.23%,-0.75%,-0.13%,-0.08%,-0.13%,-0.13%,-0.07%,-0.03%,0.03%,-0.85%,0.66%,-0.66%,3.11%,0.30%,,,,13.59%,,1.42,4.43%,5.02%,-3.96%,1.34%,2.68%,-13.28%,17.31%,-13.28%,24.49%,-13.28%,24.49%,48.38,11/7/2024 4:30:00 PM,7/24/2024,Yes,Yes,1300,0.26%,0.07%,1.38,820.71,0.38,158424,1536,34.69,30.40,30.42,30.85,30.19,30.50,0.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,"OSBC","Old Second Bancorporation Inc.","RUT","Financial","Banks - Regional","USA",725.75,8.59,8.93,1.23,2.17,1.17,,4.70,13.81,,0.20,1.24%,9.90%,1.88,0.47,-6.60%,-3.98%,12.48%,7.00%,21.87%,2.92%,-14.84%,334.73,85.76,1.76%,1.11%,44.70,41.15,92.06%,8.24%,-2.42%,64.40%,2.63%,2.23%,3.12,0.92,1.49%,15.14%,12.17%,0.05,,0.14,0.75,,34.42%,25.62%,0.00%,0.02%,0.07%,0.10%,0.04%,0.26%,0.57%,0.79%,1.59%,3.27%,8.02%,-3.22%,-3.51%,21.58%,21.03%,4.80%,1.07,0.43,2.09%,2.53%,4.01%,1.36%,9.65%,-5.70%,9.56%,-7.32%,24.47%,-54.17%,2245.17%,59.33,7/17/2024 4:30:00 PM,11/16/1993,Yes,Yes,834,3.80%,0.13%,1.50,293.66,0.45,66602,1429,19.00,15.57,15.59,16.18,15.42,16.18,3.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,"OSCR","Oscar Health Inc","RUT","Healthcare","Healthcare Plans","USA",4228.59,,29.45,,0.58,3.71,,16.71,4.71,,,,,-0.13,-0.17,105.05%,863.96%,-2.85%,71.00%,113.90%,45.86%,388.28%,7233.30,18.15,23.69%,1.46%,193.87,173.22,89.35%,28.39%,-0.83%,59.70%,13.24%,6.94%,4.09,12.02,0.40%,1.74%,1.26%,0.96,,0.26,0.26,,0.69%,0.25%,0.00%,0.23%,0.21%,0.40%,0.51%,0.22%,0.46%,0.06%,0.00%,-0.70%,-4.38%,-20.26%,12.12%,11.48%,254.56%,91.04%,1.61,1.10,5.05%,5.50%,-13.18%,-8.15%,4.02%,-26.52%,18.11%,-26.52%,270.34%,-52.76%,752.68%,38.22,11/7/2024 8:30:00 AM,3/3/2021,Yes,Yes,2400,1.85%,-2.37%,1.86,2938.26,0.59,878711,5105,26.86,17.58,17.16,17.84,17.14,17.48,-0.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6453,"OSCV","Opus Small Cap Value Plus ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.51,1.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.48%,1.38%,2.93%,3.24%,3.59%,12.82%,27.85%,14.21%,1.00,0.40,0.95%,0.90%,2.36%,4.01%,9.12%,0.90%,10.91%,0.27%,32.67%,0.27%,150.63%,66.24,,7/18/2018,No,Yes,,1.38%,-0.29%,,36.84,0.27,5042,33,,37.93,37.82,38.30,37.98,38.34,1.09%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities",,"US","Active",0.79%,71,409892400,37.95,0.01,19556727.50,5.01,43364737.50,11.83,142046832.50,53.03,143893267.50,54.10,27.95,6.04,9.81,,8.44,"U.S. equity REITs real-estate small-cap Russell-2000"
6454,"OSEA","Harbor International Compounders ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.17,0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25%,-0.25%,-0.25%,-0.25%,-0.25%,-0.25%,0.28%,-0.47%,-0.32%,-1.50%,-0.42%,-0.14%,0.18%,7.18%,21.49%,7.60%,0.98,0.34,0.73%,0.83%,-1.38%,0.12%,3.02%,-4.32%,9.32%,-4.32%,27.42%,-4.32%,55.07%,46.50,,9/8/2022,No,Yes,,-1.50%,-0.35%,,49.31,0.64,15958,34,,28.69,28.59,28.60,28.08,28.16,-1.85%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities","Corporate Governance",,"Active",0.55%,37,228000000,28.50,-0.01,3550000.00,1.58,41687250.00,22.37,188038743.50,470.55,193464993.50,560.20,23.69,,,,17.53,"International equity growth"
