"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
3341,"FTAG","First Trust Indxx Global Agriculture ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.96,3.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04%,-0.04%,-0.04%,-0.04%,-0.04%,-0.04%,-0.04%,-0.08%,-0.04%,-1.10%,-3.42%,2.07%,2.41%,-1.53%,-14.47%,-1.90%,1.02,0.23,0.65%,0.54%,-1.37%,1.49%,-1.96%,-4.04%,6.72%,-14.95%,6.72%,-87.55%,80.38%,45.81,,3/12/2010,Yes,Yes,,-1.10%,1.24%,,2.48,0.69,963,13,,25.06,25.37,25.12,25.06,25.09,0.12%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Agri-business",,"Passive",0.70%,56,9826185,25.20,-0.00,0.00,0.00,0.00,0.00,-2524000.00,-20.44,-6691000.00,-40.51,-10.72,-3.96,3.25,-7.02,-10.59,"Global equity agriculture"
3342,"FTAI","FTAI Aviation Ltd","RUT","Industrials","Rental & Leasing Services","USA",7116.33,33.72,23.17,,6.00,40.62,78.28,,1.75,0.91,1.20,1.69%,56.84%,2.10,0.38,3.87%,39.82%,97.48%,,40.07%,13.89%,446.27%,1186.02,212.02,166.90%,0.87%,100.25,99.03,98.78%,1.21%,0.00%,89.77%,-1.59%,4.21%,4.82,4.17,8.99%,251.06%,7.87%,4.63,1.83,14.36,14.36,33.34%,30.10%,17.88%,0.06%,-0.20%,-0.19%,-0.28%,-0.15%,-0.05%,-0.27%,-0.92%,-0.69%,-1.19%,-0.13%,23.63%,47.06%,101.32%,156.92%,52.99%,1.91,2.24,3.76%,3.54%,5.71%,17.67%,60.92%,-3.47%,36.46%,-3.47%,167.06%,-3.47%,2152.83%,70.09,4/25/2024 4:30:00 PM,5/15/2015,Yes,Yes,170,-1.74%,1.63%,1.36,865.52,0.34,164900,2960,71.91,71.08,72.24,72.99,70.97,70.99,-0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,"FTBD","Fidelity Tactical Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.43,5.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,-0.02%,-0.12%,-0.29%,-1.40%,-2.07%,-3.44%,2.91%,-4.29%,-3.51%,0.45,0.25,0.31%,0.34%,-1.80%,-2.15%,-1.05%,-3.92%,-0.35%,-4.61%,4.62%,-5.85%,4.62%,30.99,,1/26/2023,No,Yes,,-0.29%,-0.31%,,5.66,0.36,1136,15,,48.06,47.91,47.78,47.73,47.77,-0.60%,,,"Bonds - Broad Market","Bonds","Global Bonds",,,"Active",0.55%,582,14407608,48.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,,,,1.44,"U.S. debt bonds currencies tactical"
3344,"FTC","First Trust Large Capital Growth AlphaDEX Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.48,0.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.03%,0.03%,0.00%,0.03%,-0.07%,-0.09%,-0.45%,-0.41%,-1.36%,-2.96%,-2.31%,8.50%,20.03%,25.97%,7.90%,1.06,1.66,1.24%,1.09%,-2.86%,-1.39%,10.96%,-4.64%,5.63%,-4.64%,30.16%,-4.92%,885.08%,39.77,,5/11/2007,Yes,Yes,,-1.17%,0.68%,,32.25,0.47,8539,144,,118.80,119.61,119.99,118.41,118.21,-0.50%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Passive",0.60%,188,1072787237,118.54,-0.00,-27788500.00,-2.52,-35427726.45,-3.20,-46063726.45,-4.12,-93828226.45,-8.04,28.35,5.66,12.29,11.93,9.17,"U.S. equity growth large-cap"
3345,"FTCB","First Trust Core Investment Grade ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.30,1.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,-1.50%,-2.44%,-3.09%,,,-3.73%,,0.11,0.26%,0.21%,-1.72%,-2.10%,-2.11%,-7.69%,0.00%,-7.69%,2.31%,-7.69%,2.31%,31.17,,11/8/2023,No,No,,0.15%,-0.73%,,10.44,0.13,739,2,,20.52,20.37,20.37,20.37,20.40,-0.58%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Active",0.55%,222,15367540,20.49,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,8.40,"U.S. fixed-income bonds investment-grade"
3346,"FTCI","FTC Solar Inc","RUT","Technology","Solar","USA",57.52,,,,0.45,0.92,2.28,,0.50,0.20,,,,-0.43,-0.09,33.18%,93.98%,-27.59%,,61.44%,-11.51%,54.76%,127.00,-50.29,-2.04%,1.93%,125.45,55.46,44.21%,55.63%,1.32%,26.87%,12.23%,15.57%,11.65,8.64,-39.07%,-78.02%,-79.08%,1.98,1.80,0.02,0.03,6.54%,-39.98%,-39.60%,-0.20%,-0.41%,-0.41%,-0.41%,-0.41%,-1.08%,-1.10%,-1.69%,-1.27%,-5.13%,-12.78%,3.42%,-19.00%,-64.88%,-83.68%,-33.59%,1.62,0.06,10.04%,14.42%,-10.96%,-11.77%,-64.15%,-37.28%,17.97%,-88.11%,63.10%,-97.02%,63.10%,42.69,3/13/2024 4:30:00 PM,4/28/2021,Yes,Yes,213,-6.98%,4.13%,2.14,741.62,0.42,174880,215,0.99,0.47,0.49,0.50,0.46,0.46,-3.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,"FTCS","First Trust Capital Strength ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.11,1.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01%,-0.08%,-0.06%,-0.05%,-0.06%,-0.05%,-0.08%,-0.40%,-0.16%,-0.94%,-2.00%,-2.73%,2.37%,10.86%,11.01%,2.91%,0.85,0.72,0.79%,0.72%,-2.51%,-1.55%,5.23%,-4.10%,2.12%,-4.10%,16.16%,-4.10%,723.67%,34.59,,7/11/2006,Yes,Yes,,-0.85%,0.87%,,340.53,0.72,138294,1322,,82.36,83.08,83.18,82.38,82.37,0.01%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Passive",0.55%,51,8679690164,82.35,0.00,-46420500.00,-0.53,-257495054.80,-2.88,-321353554.80,-3.57,-974121931.00,-10.09,13.56,5.60,9.88,10.85,9.89,"U.S. multi-asset fundamental quality"
3348,"FTDR","Frontdoor Inc.","RUT","Consumer Cyclical","Personal Services","USA",2381.18,14.42,11.66,1.08,1.34,17.51,7.33,14.01,1.74,4.15,,,0.00%,2.11,0.19,2.17%,10.88%,7.45%,13.30%,7.20%,7.65%,-7.35%,1780.00,171.00,523.05%,1.78%,78.38,78.08,99.62%,0.55%,-0.98%,107.50%,0.92%,3.78%,3.82,2.95,15.75%,173.60%,23.49%,1.10,1.10,4.35,4.49,47.70%,15.06%,9.61%,0.08%,0.03%,-0.06%,-0.20%,-0.20%,-0.13%,-0.02%,-0.20%,-0.02%,-0.23%,-1.78%,-0.16%,-7.52%,-0.59%,10.63%,-13.74%,0.89,0.65,1.62%,2.11%,-2.73%,-4.45%,-7.42%,-10.33%,2.39%,-22.04%,16.44%,-48.46%,59.39%,39.72,5/2/2024 8:30:00 AM,9/13/2018,Yes,Yes,1716,-0.23%,0.43%,2.43,772.46,0.52,228275,3008,40.20,30.32,30.45,30.56,30.26,30.38,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,"FTDS","First Trust Dividend Strength ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.98,1.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06%,-0.06%,-0.06%,0.13%,-0.12%,-0.12%,-0.06%,-0.06%,-0.06%,-0.06%,-1.67%,2.11%,6.97%,19.40%,16.50%,6.10%,1.12,0.43,0.41%,0.30%,-0.47%,2.97%,10.70%,-2.38%,8.72%,-2.38%,26.11%,-5.01%,398.08%,52.97,,4/28/2004,No,Yes,,-0.04%,1.39%,,1.12,2.21,1388,16,,48.60,49.28,49.28,49.19,49.26,1.35%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Passive",0.70%,51,21879097,48.62,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-4220000.00,-16.17,18.54,3.18,9.03,8.07,5.73,"U.S. equity dividend"
3350,"FTEC","Fidelity MSCI Information Technology Index ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.11,0.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02%,-0.07%,-0.02%,-0.02%,-0.02%,0.06%,-0.02%,-0.62%,-0.40%,-1.42%,-1.10%,-2.02%,6.35%,19.31%,34.75%,5.92%,1.16,2.49,1.38%,1.36%,-1.73%,-1.06%,10.40%,-4.57%,3.81%,-4.57%,39.76%,-4.57%,509.07%,44.46,,10/24/2013,Yes,Yes,,-1.28%,0.67%,,261.59,0.71,105368,2913,,153.09,154.11,154.18,151.99,152.15,-0.62%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Technology","US","Passive",0.08%,305,9672260862,155.88,-0.02,311465927.70,3.33,631826914.10,6.99,666797429.10,7.40,1230002474.65,14.57,39.39,11.71,21.23,20.15,20.12,"U.S. equity technology I.T."
3351,"FTEK","Fuel Tech Inc","-","Industrials","Pollution & Treatment Controls","USA",34.95,,,,1.29,0.80,1.18,124.82,1.44,0.98,,,,-0.05,-0.01,40.00%,100.00%,-111.43%,12.10%,-10.59%,-9.63%,-33.08%,27.08,-1.54,33.33%,-8.00%,30.39,23.59,77.62%,22.37%,0.00%,20.79%,6.39%,1.76%,5.46,0.42,-3.06%,-3.48%,-3.48%,6.74,6.66,0.01,0.02,41.78%,-9.81%,-5.68%,0.88%,0.88%,0.88%,0.88%,0.88%,0.88%,0.88%,0.88%,0.88%,-1.71%,-6.12%,5.02%,11.65%,2.68%,-5.84%,9.52%,4.26,0.05,3.34%,4.68%,-2.65%,0.21%,2.41%,-10.85%,10.58%,-37.16%,20.18%,-96.99%,283.33%,45.95,3/11/2024 4:30:00 PM,9/7/1993,Yes,Yes,72,0.88%,0.00%,1.00,75.98,0.08,3215,55,4.00,1.14,1.14,1.16,1.14,1.15,0.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,"FTEL","Fitell Corp","-","Consumer Cyclical","Specialty Retail","Australia",73.06,,,,18.88,7.33,16.87,,0.90,0.39,,,,-0.38,,,,,,-2.53%,-30.48%,-4416.98%,3.87,-4.20,,,11.12,4.68,42.09%,57.91%,0.00%,0.10%,,1.73%,0.22,0.08,-42.39%,-57.69%,-40.38%,4.83,3.81,0.04,0.07,8.95%,-88.34%,-108.47%,0.00%,0.00%,0.00%,0.00%,-0.30%,0.77%,-0.45%,-1.20%,-3.38%,-1.94%,-16.20%,-5.06%,646.59%,461.54%,,329.41%,,1.09,12.10%,17.84%,-10.89%,18.88%,113.83%,-28.59%,160.71%,-28.59%,646.59%,-28.59%,646.59%,47.88,,8/8/2023,No,Yes,14,-4.09%,0.44%,,364.87,3.97,817436,581,,6.82,6.85,7.38,6.42,6.57,-3.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,"FTF","Franklin Limited Duration Income Trust","-","Financial","Closed-End Fund - Debt","USA",248.09,7.40,,,6.55,0.85,,,7.18,,0.59,9.67%,85.46%,0.83,,,,,,,,,37.86,,,,40.41,40.41,100.00%,,,45.12%,,0.08%,0.20,0.03,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.01%,0.08%,-0.16%,-1.05%,-1.92%,-2.38%,-3.61%,2.16%,-0.65%,-1.29%,0.53,0.05,0.79%,0.72%,-1.85%,-2.29%,-1.04%,-3.61%,-0.65%,-6.42%,6.60%,-60.22%,23.55%,33.94,,8/27/2003,No,Yes,,-0.81%,0.16%,,171.08,1.95,188297,344,,6.18,6.19,6.23,6.12,6.14,-0.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,"FTFT","Future FinTech Group Inc","-","Technology","Software - Application","USA",12.55,,,,0.39,0.21,0.37,,4.09,2.30,,,,-2.29,,,,46.20%,15.00%,,98.63%,33.92%,31.99,-11.62,,,14.94,10.34,69.21%,30.82%,0.00%,0.19%,156.25%,3.48%,3.31,0.36,-14.81%,-17.63%,-19.22%,4.40,4.40,0.01,0.03,13.33%,-31.83%,-36.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.16%,-4.44%,-3.45%,-10.63%,-24.32%,-17.65%,-16.84%,-42.07%,-54.10%,0.93,0.08,6.98%,9.08%,-13.49%,-19.65%,-25.45%,-39.13%,1.20%,-67.69%,23.53%,-100.00%,23.53%,35.59,,4/15/2003,Yes,Yes,,-3.45%,1.16%,2.00,108.50,0.21,12867,68,14.30,0.86,0.87,0.88,0.84,0.84,-2.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355,"FTGC","First Trust Global Tactical Commodity Strategy Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.75,3.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02%,-0.02%,-0.02%,-0.08%,-0.02%,0.06%,0.25%,0.13%,0.23%,-0.18%,-0.06%,3.41%,8.94%,4.02%,1.86%,8.85%,0.46,0.24,0.96%,0.87%,1.79%,4.18%,3.81%,-1.47%,8.03%,-2.53%,12.09%,-34.57%,87.16%,68.09,,10/23/2013,Yes,Yes,,-0.37%,0.55%,,564.95,0.56,178239,641,,24.38,24.51,24.50,24.27,24.42,0.18%,,,"Commodities & Metals - Diversified Commodities","Commodities & Metals","Global Commodities & Metals",,,"Active",0.95%,39,2409153082,24.47,-0.00,59844500.00,2.55,-157512126.80,-6.14,-188866126.80,-7.27,-592162158.80,-19.73,5.25,12.65,9.61,-1.02,0.32,"Global futures commodity tactical"
3356,"FTGS","First Trust Growth Strength ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.13,0.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.02%,0.02%,-0.05%,-0.28%,-0.75%,-0.38%,-1.60%,-2.79%,-0.22%,10.04%,23.49%,32.83%,9.27%,1.12,0.43,1.31%,1.18%,-2.21%,0.10%,14.05%,-4.91%,7.38%,-4.91%,41.02%,-4.91%,49.49%,43.10,,10/26/2022,No,Yes,,-1.33%,0.72%,,106.79,3.16,190398,516,,29.94,30.16,30.24,29.73,29.75,-0.62%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Passive",0.60%,51,219544559,29.87,-0.00,66914000.00,43.84,140417368.10,177.46,144437368.10,192.31,197431368.10,892.82,36.21,,,,31.15,"U.S. equity REITs growth"
3357,"FTHF","First Trust Emerging Markets Human Flourishing ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.17,0.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.88%,-1.25%,6.66%,,,-0.67%,,0.23,0.33%,0.28%,-1.71%,0.70%,2.47%,-3.70%,7.44%,-3.70%,12.22%,-3.70%,12.22%,45.60,,11/2/2023,No,No,,0.00%,0.00%,,20.45,0.00,0,0,,23.45,23.45,23.45,23.45,23.45,0.00%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities","Corporate Governance",,"Passive",0.75%,105,42138046,23.41,0.00,5857500.00,16.15,21455645.50,103.74,39452645.50,1469.15,39452645.50,1469.15,,,,,44.35,"Emerging equity social"
3358,"FTHI","First Trust BuyWrite Income ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.86,8.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.02%,0.02%,0.02%,-0.20%,-0.34%,-0.25%,-0.29%,-1.00%,-0.69%,2.81%,7.65%,9.03%,3.72%,0.70,0.16,0.69%,0.69%,-0.94%,-0.15%,4.18%,-1.92%,2.48%,-1.92%,13.27%,-7.69%,108.42%,43.82,,1/7/2014,Yes,Yes,,-0.29%,0.27%,,209.34,0.81,95800,363,,22.16,22.22,22.31,22.15,22.16,-0.02%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Active",0.75%,173,567063568,22.13,0.00,52393500.00,10.18,164168679.90,40.75,171642179.90,43.41,374728405.20,194.83,19.85,9.39,6.81,6.70,6.52,"U.S. options SP500 covered-call"
3359,"FTHM","Fathom Holdings Inc","-","Real Estate","Real Estate Services","USA",31.59,,12.32,,0.09,0.57,4.19,,2.67,0.36,,,,-1.47,-0.07,87.66%,248.00%,-64.63%,,39.65%,-11.22%,20.68%,345.23,-23.98,-87.67%,-8.52%,20.67,12.56,60.76%,39.57%,-7.65%,25.93%,-11.61%,1.96%,4.63,0.25,-30.08%,-40.90%,-38.35%,1.42,1.42,0.13,0.32,6.86%,-6.68%,-6.95%,0.00%,0.00%,0.00%,0.00%,0.66%,0.66%,-1.43%,-5.59%,-7.15%,-11.63%,-20.00%,-38.21%,-54.35%,-57.06%,-72.36%,-57.66%,1.96,0.15,4.51%,8.40%,-22.01%,-36.27%,-62.72%,-48.82%,-12.64%,-81.46%,-12.64%,-97.32%,-12.64%,21.80,3/14/2024 4:30:00 PM,7/31/2020,Yes,Yes,241,-9.52%,-6.67%,1.00,53.18,1.40,42093,190,6.25,1.80,1.68,1.76,1.51,1.52,-15.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,"FTHY","First Trust High Yield Opportunities 2027 Term Fund","-","Financial","Closed-End Fund - Debt","USA",515.30,,,,,,,,,,1.51,10.77%,,-0.53,,,,,,,,,,,,,36.77,34.64,94.20%,5.71%,4.64%,48.76%,,0.03%,0.06,0.01,,,,,,,,,,,0.00%,0.00%,-0.01%,-0.01%,-0.01%,-0.01%,-0.05%,-0.12%,0.19%,-0.23%,-1.80%,-2.01%,0.74%,7.30%,-0.39%,0.60%,0.67,0.15,1.18%,0.96%,-2.01%,-2.09%,1.96%,-4.93%,1.03%,-4.93%,10.69%,-35.48%,10.69%,37.12,,6/26/2020,No,Yes,,-0.23%,-0.04%,,170.92,0.60,57990,138,,14.05,14.05,14.04,13.97,14.01,-0.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,"FTI","TechnipFMC plc","-","Energy","Oil & Gas Equipment & Services","USA",11058.06,211.48,14.06,,1.42,3.53,11.49,24.56,7.25,2.22,0.25,0.97%,80.52%,0.12,0.16,153.58%,59.22%,,-2.90%,-5.14%,22.31%,240.76%,7813.30,56.20,14.94%,9.51%,432.90,428.17,98.91%,1.08%,-31.75%,99.81%,-1.19%,2.15%,1.88,9.20,0.59%,1.76%,1.17%,1.16,0.90,0.53,0.63,15.73%,6.19%,0.72%,0.00%,-0.04%,-0.15%,-0.17%,-0.09%,-0.12%,-0.35%,-1.25%,-0.98%,-2.02%,-4.03%,6.27%,35.31%,27.61%,88.54%,26.85%,1.66,0.71,2.99%,2.70%,-0.71%,12.10%,25.35%,-6.28%,37.83%,-6.28%,102.11%,-10.38%,621.37%,55.18,4/25/2024 8:30:00 AM,1/17/2017,Yes,Yes,25027,-1.40%,0.15%,1.74,4903.59,0.28,787112,4757,27.21,25.87,25.91,26.21,25.54,25.55,-1.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,"FTIF","First Trust Bloomberg Inflation Sensitive Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.41,1.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-2.10%,2.91%,11.45%,19.20%,,9.31%,0.86,0.18,0.16%,0.20%,0.08%,6.00%,14.68%,-2.40%,16.80%,-2.40%,31.21%,-2.40%,31.21%,57.72,,3/14/2023,No,No,,0.00%,0.76%,,0.26,0.71,105,1,,24.11,24.29,24.29,24.29,24.29,0.76%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Passive",0.60%,51,1205048,24.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00,2500.00,0.21,20.39,,,,22.12,"U.S. equity inflation dividend"
3363,"FTII","FutureTech II Acquisition Corp","-","Financial","Shell Companies","USA",93.74,47.08,,,,,4687.08,,-0.37,0.00,,,0.00%,0.24,,,,,,0.00%,,98.52%,0.00,2.91,,,6.19,5.04,81.42%,40.27%,0.00%,59.75%,46.95%,0.06%,0.08,0.00,3.20%,3.38%,5.09%,0.44,0.44,0.00,0.00,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.82%,1.69%,4.02%,11.42%,2.39%,0.00,0.19,0.31%,0.89%,-0.75%,0.58%,3.40%,-6.85%,2.68%,-8.25%,6.01%,-8.25%,11.76%,48.23,,4/8/2022,No,Yes,1,0.00%,0.00%,,37.68,0.00,0,0,,11.12,11.12,11.12,11.12,11.12,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,"FTK","Flotek Industries Inc","-","Energy","Oil & Gas Equipment & Services","USA",103.81,,6.43,,0.55,1.02,17.45,,3.44,0.20,,,,-0.12,0.06,-6.55%,90.07%,57.18%,10.00%,29.16%,-12.50%,104.56%,188.06,24.71,16.31%,-12.34%,29.66,28.39,95.72%,4.30%,7.89%,11.20%,-0.69%,1.49%,7.98,0.42,14.91%,47.27%,22.53%,1.60,1.33,0.08,0.18,12.38%,-3.77%,13.14%,0.00%,0.00%,0.00%,0.00%,1.74%,1.74%,1.45%,1.38%,-0.57%,-2.91%,-4.89%,-3.85%,4.79%,-17.06%,-16.67%,-10.71%,1.05,0.17,3.66%,4.78%,-4.85%,6.70%,-11.39%,-12.28%,32.48%,-38.60%,32.48%,-98.94%,191.67%,47.67,5/7/2024 4:30:00 PM,9/10/1996,Yes,Yes,146,-2.91%,0.14%,3.00,53.00,0.98,29269,62,5.00,3.60,3.61,3.54,3.36,3.50,-2.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,"FTLF","FitLife Brands Inc","-","Consumer Defensive","Packaged Foods","USA",134.14,26.97,,,2.55,4.96,70.60,32.64,5.88,0.41,,,0.00%,1.08,,,,3.19%,,28.00%,147.65%,214.30%,52.70,5.30,,,4.60,3.97,86.30%,13.62%,-0.63%,47.24%,,0.11%,0.71,0.00,13.07%,21.87%,12.43%,1.42,0.54,0.58,0.75,40.49%,17.41%,10.05%,0.00%,0.00%,0.00%,-1.05%,0.90%,2.03%,3.62%,3.85%,3.59%,5.08%,2.35%,33.15%,50.70%,50.93%,53.47%,52.67%,0.79,1.10,5.01%,4.27%,17.83%,25.87%,44.71%,0.90%,39.72%,0.90%,93.75%,-64.11%,6038.95%,77.30,11/13/2023 8:30:00 AM,11/2/2007,No,Yes,37,3.04%,0.33%,,5.89,2.30,7632,69,,28.21,28.30,29.47,28.08,29.16,3.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,"FTLS","First Trust Long/Short Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.84,1.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.10%,-0.10%,0.00%,0.00%,0.15%,-0.20%,-0.30%,-0.41%,-0.53%,-1.61%,-1.15%,4.18%,13.18%,16.73%,7.27%,0.51,0.57,0.80%,0.84%,-1.35%,-0.06%,7.82%,-2.43%,4.20%,-2.43%,18.94%,-2.43%,110.05%,44.17,,9/9/2014,Yes,Yes,,-0.53%,0.05%,,128.67,0.56,40354,162,,60.64,60.67,61.00,60.27,60.35,-0.48%,,,"Global or ExUS Equities - Quant Strat","Equities (Stocks)","Global Equities",,,"Active",1.46%,546,1119250121,60.50,-0.00,103883500.00,10.23,171865718.20,18.14,188721718.20,20.28,352507870.25,45.97,20.08,10.35,9.69,,8.47,"U.S. equity tactical long-short"
3367,"FTNT","Fortinet Inc","NDX, S&P 500","Technology","Software - Infrastructure","USA",50081.48,45.03,34.04,3.08,9.44,,20.52,28.93,-0.61,3.20,,,0.00%,1.46,0.38,4.55%,13.15%,30.73%,14.62%,24.22%,10.30%,1.59%,5304.80,1147.80,18.11%,0.42%,761.00,629.20,82.68%,17.54%,-0.37%,66.67%,-4.28%,2.10%,2.17,13.19,17.02%,843.82%,199.76%,1.19,1.06,,,76.40%,23.31%,21.64%,-0.02%,0.02%,-0.07%,-0.05%,-0.17%,-0.14%,-0.26%,-0.78%,-0.65%,-2.07%,-4.03%,-3.53%,5.12%,13.16%,-4.03%,12.14%,1.07,1.98,2.37%,2.69%,-3.85%,-4.65%,3.97%,-11.20%,7.60%,-19.21%,48.76%,-19.21%,4358.90%,40.08,5/2/2024 4:30:00 PM,11/18/2009,Yes,Yes,13568,-1.88%,0.66%,2.45,6082.87,0.39,1350847,17547,77.03,66.45,66.89,67.00,65.62,65.64,-1.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,
