"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
5885,"NEOV","NeoVolta Inc","-","Industrials","Electrical Equipment & Parts","USA",54.18,,,,17.31,9.57,36.12,,0.17,0.05,,,,-0.06,-0.02,25.00%,0.00%,19.89%,,27.44%,79.48%,44.52%,3.13,-1.94,,,33.16,28.30,85.34%,14.84%,0.00%,5.11%,,0.30%,2.36,0.09,-30.00%,-30.13%,-34.23%,482.22,313.83,0.00,0.00,21.55%,-62.45%,-61.88%,0.00%,0.00%,0.00%,0.00%,1.24%,3.16%,5.16%,0.31%,0.61%,-0.61%,0.62%,4.49%,-18.91%,-43.01%,-35.57%,1.87%,-0.18,0.13,5.96%,9.48%,3.33%,-0.74%,-30.74%,-18.50%,32.52%,-62.95%,46.85%,-78.12%,46.85%,52.66,,5/20/2020,No,Yes,7,0.62%,0.00%,1.00,36.16,1.39,50227,184,3.50,1.62,1.62,1.66,1.55,1.63,0.62%,1.63,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
5886,"NEP","NextEra Energy Partners LP","-","Utilities","Utilities - Renewable","USA",2667.43,13.36,18.95,,2.13,0.75,9.74,,38.21,2.93,3.60,12.62%,154.64%,2.14,0.13,-43.49%,22.32%,-5.58%,-5.90%,7.51%,-12.78%,196.37%,1254.00,200.00,192.75%,-51.20%,93.40,92.39,98.92%,1.11%,0.00%,67.57%,0.10%,3.34%,2.01,3.09,-0.67%,-4.44%,2.35%,1.33,1.28,1.38,1.76,13.00%,7.34%,15.95%,0.00%,0.00%,-0.18%,-0.18%,-0.18%,-0.18%,-0.18%,-0.18%,-0.45%,-0.84%,1.64%,7.25%,20.62%,-36.48%,-60.92%,-6.12%,1.00,1.21,3.07%,3.98%,-0.25%,-0.94%,-30.65%,-9.54%,18.42%,-60.79%,41.55%,-67.85%,47.62%,49.48,1/25/2024 8:30:00 AM,6/27/2014,Yes,Yes,,0.32%,-1.52%,2.31,1532.54,0.70,1073580,6180,33.39,28.90,28.46,28.83,28.28,28.55,-1.21%,28.50,-0.18%,,,,,,,,,,,,,,,,,,,,,,,,,
5887,"NEPH","Nephros Inc","-","Healthcare","Medical Instruments & Supplies","USA",36.81,,,,2.72,4.27,7.97,30.94,0.82,0.44,,,,-0.18,-0.03,72.62%,65.22%,-39.13%,,20.38%,55.33%,94.45%,13.54,-1.84,69.23%,11.20%,10.30,9.21,89.42%,12.12%,1.44%,41.17%,1.04%,0.07%,0.22,0.01,-15.37%,-22.92%,-20.23%,4.65,3.41,0.05,0.09,56.42%,-12.09%,-13.58%,-0.36%,-0.36%,-2.23%,-2.23%,-0.90%,-0.90%,-0.90%,-0.85%,0.29%,0.29%,-1.61%,-0.21%,69.70%,129.59%,200.23%,1.52%,1.38,0.20,2.86%,5.25%,-1.37%,6.21%,73.18%,-13.13%,71.35%,-13.13%,269.76%,-99.69%,290.30%,51.75,11/8/2023 4:30:00 PM,9/21/2004,No,Yes,27,2.41%,-2.28%,2.00,31.22,0.16,4876,69,4.50,3.51,3.43,3.59,3.50,3.51,0.08%,3.50,-0.36%,,,,,,,,,,,,,,,,,,,,,,,,,
5888,"NEPT","Neptune Wellness Solutions Inc","-","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",3.01,,,,0.08,,2.41,,-6.89,0.16,,,,-8.25,,,,,,22.15%,-37.75%,-3667.61%,39.11,-53.52,,,12.00,3.54,29.50%,55.66%,-14.26%,2.98%,-58.59%,0.15%,0.02,0.01,-123.04%,-518.43%,,0.23,0.10,,,-1.94%,-81.86%,-136.83%,0.00%,0.00%,0.00%,0.00%,1.59%,1.59%,1.59%,1.59%,0.03%,-0.87%,-5.87%,-24.70%,-44.62%,-93.17%,-98.57%,-29.27%,2.17,0.05,19.73%,11.61%,-16.16%,-21.85%,-90.80%,-48.07%,29.78%,-98.66%,29.78%,-100.00%,29.78%,38.04,2/16/2024 4:30:00 PM,8/13/2007,No,Yes,50,7.57%,0.00%,3.00,324.85,0.09,29328,184,877.67,0.35,0.35,0.39,0.35,0.38,7.57%,0.38,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
5889,"NERD","Roundhill Video Games ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.17,1.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.24%,-0.24%,-0.31%,-0.41%,-0.41%,-0.68%,1.08%,5.34%,6.26%,11.03%,7.80%,2.24%,0.95,0.21,1.08%,0.97%,2.34%,3.13%,6.28%,-1.05%,7.10%,-2.56%,20.88%,-59.42%,35.16%,58.90,,6/4/2019,Yes,Yes,,0.44%,-1.30%,,3.46,0.55,1911,41,,16.12,15.91,16.07,15.91,15.98,-0.87%,15.98,-0.25%,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Equities","Communication Services",,"Passive",0.50%,37,21305867,16.08,-0.01,0.00,0.00,-1536530.00,-6.73,0.00,0.00,-7080575.00,-24.94,8.97,-25.17,,,1.93,"Global equity software gaming"
5890,"NERV","Minerva Neurosciences Inc","-","Healthcare","Biotechnology","USA",58.65,,,,,,1.25,,-2.87,6.72,,,,-4.72,-0.88,29.12%,18.78%,1.97%,,-25.00%,,20.04%,0.00,-27.71,-33.77%,,5.34,4.83,90.45%,30.91%,0.00%,54.51%,-8.22%,0.39%,0.48,0.02,-45.10%,,-46.35%,14.40,14.40,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.50%,-1.16%,-18.78%,19.69%,61.66%,-3.78%,255.51%,36.42%,0.40,1.10,10.82%,12.44%,-8.23%,10.36%,14.15%,-37.81%,43.03%,-37.81%,459.33%,-93.38%,565.87%,47.43,11/7/2023 8:30:00 AM,7/1/2014,No,Yes,9,-10.65%,-0.11%,3.00,39.20,1.52,59612,660,11.00,9.40,9.39,9.84,8.18,8.39,-10.74%,8.50,1.31%,,,,,,,,,,,,,,,,,,,,,,,,,
5891,"NET","Cloudflare Inc","-","Technology","Software - Infrastructure","USA",33037.70,,132.70,,25.48,43.58,19.71,207.12,2.26,5.00,,,,-0.55,0.13,19.16%,27.15%,-13.56%,,46.59%,31.95%,40.77%,1296.74,-183.95,23.86%,2.65%,298.09,289.13,96.99%,13.78%,-4.22%,75.25%,-0.16%,5.26%,3.81,15.20,-6.88%,-26.52%,-8.52%,3.50,3.89,1.83,1.88,76.28%,-14.30%,-14.19%,-0.10%,-0.10%,-0.10%,-0.10%,-0.10%,-0.10%,-0.14%,0.05%,0.05%,-1.05%,-8.71%,26.37%,39.13%,68.96%,36.08%,18.33%,1.13,5.27,5.02%,4.89%,12.08%,17.87%,44.42%,-15.07%,32.47%,-15.07%,146.92%,-55.55%,579.45%,60.74,2/8/2024 4:30:00 PM,9/13/2019,Yes,Yes,3217,-2.76%,0.10%,2.50,3987.69,1.14,4565323,34331,103.27,101.22,101.32,101.80,97.72,98.52,-2.67%,98.36,-0.16%,,,,,,,,,,,,,,,,,,,,,,,,,
5892,"NETD","Nabors Energy Transition Corp. II","-","Financial","Shell Companies","USA",,,,,,1.33,,,7.86,,,,,,,,,,,,,,,,,,,30.50,,,,,,0.11%,0.42,0.03,,,,14.75,14.75,0.01,0.01,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.09%,0.00%,0.00%,0.34%,2.25%,,,0.58%,,0.04,0.11%,0.26%,0.07%,0.56%,1.48%,-3.86%,1.75%,-4.91%,3.36%,-4.91%,3.36%,58.89,,9/5/2023,No,Yes,,-0.04%,0.05%,,81.03,0.45,36427,18,,10.46,10.47,10.47,10.46,10.46,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5893,"NETL","NETLease Corporate Real Estate ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.14,4.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.19%,-0.18%,-0.18%,-0.41%,0.05%,0.11%,-2.73%,2.57%,-0.52%,-14.21%,-7.42%,1.03,0.36,1.03%,1.24%,-1.56%,-4.17%,-1.54%,-8.87%,3.13%,-14.71%,14.86%,-28.19%,78.85%,43.28,,3/22/2019,Yes,Yes,,0.66%,-0.89%,,12.03,0.21,2468,26,,23.18,22.97,23.19,22.97,23.12,-0.23%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Real Estate","US","Passive",0.60%,22,61221360,23.10,0.00,-1173000.00,-1.88,-3520000.00,-5.44,71500.00,0.12,-27765005.00,-31.20,-9.97,-0.70,,,2.51,"U.S. equity real-estate"
5894,"NETZ","TCW Transform Systems ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.44,0.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.01%,0.01%,0.01%,-0.05%,-0.05%,-0.05%,-0.61%,-0.54%,2.26%,9.14%,15.97%,20.18%,21.60%,9.05%,1.13,0.51,0.57%,0.59%,4.63%,8.15%,16.66%,0.27%,14.71%,0.27%,31.58%,0.27%,47.55%,77.09,,2/3/2022,Yes,Yes,,-0.22%,0.50%,,13.65,0.21,2891,24,,61.71,62.02,62.26,61.82,61.88,0.27%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Green Investing","US","Active",0.75%,26,115917764,61.66,0.00,-31010400.00,-21.11,-34246478.00,-22.81,-31006830.00,-21.10,-4577963.40,-3.80,22.63,,,,13.03,"U.S. equity climate-change environmental"
5895,"NEU","NewMarket Corp.","-","Basic Materials","Specialty Chemicals","USA",5735.30,14.80,,1.92,2.13,5.33,51.24,10.85,112.31,11.67,8.85,1.48%,21.88%,40.41,,,,14.73%,7.70%,3.92%,-5.74%,-9.77%,2698.42,387.52,,,9.59,6.81,71.01%,28.96%,0.00%,61.68%,1.94%,1.36%,1.92,0.09,16.44%,42.13%,21.58%,2.85,1.60,0.67,0.68,28.63%,17.90%,14.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,-1.07%,-1.64%,-1.28%,1.02%,0.38%,17.12%,30.08%,74.08%,9.57%,0.44,11.66,1.47%,2.00%,2.68%,5.46%,25.50%,-0.30%,12.51%,-0.30%,78.86%,-0.30%,24272.11%,61.02,1/31/2024 4:30:00 PM,10/14/1965,Yes,Yes,2000,-0.03%,0.01%,5.00,48.31,1.15,55570,1719,380.00,598.17,598.25,608.45,594.69,598.05,-0.02%,598.05,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
5896,"NEUE","NeueHealth Inc.","-","Healthcare","Healthcare Plans","USA",65.52,,,,0.03,,,,-131.93,,,,,-208.13,-3.77,49.78%,69.78%,-120.71%,44.80%,132.44%,-83.50%,-102.00%,1875.15,-1649.44,-1559.50%,-5.68%,7.88,2.86,36.29%,64.20%,-0.49%,6.37%,,1.96%,1.14,0.06,-27.64%,-187.31%,,1.04,,,,,-17.31%,-87.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.22%,1.92%,12.93%,-21.66%,10.95%,-23.34%,-88.93%,7.60%,0.94,1.26,10.25%,18.05%,-16.52%,-5.21%,-14.59%,-50.51%,66.19%,-88.97%,66.19%,-99.43%,66.19%,46.55,11/7/2023 8:30:00 AM,6/24/2021,No,Yes,2804,0.98%,-2.98%,2.00,49.04,0.06,2940,98,29.50,8.38,8.13,8.35,7.94,8.21,-2.03%,8.51,3.65%,,,,,,,,,,,,,,,,,,,,,,,,,
5897,"NEWP","New Pacific Metals Corp","-","Basic Materials","Other Precious Metals & Mining","Canada",186.28,,,,,1.34,7.15,,0.81,0.15,,,,-0.05,0.00,70.11%,,-16.94%,,0.00%,,25.21%,0.00,-7.41,,,157.49,90.33,57.36%,47.13%,0.00%,13.42%,,0.88%,3.64,0.80,-5.67%,-5.78%,-5.32%,23.22,23.22,0.00,0.00,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.25%,1.36%,-0.91%,-0.91%,-9.17%,-29.22%,-29.68%,-53.22%,-59.78%,-42.93%,1.34,0.09,8.32%,6.93%,-14.41%,-31.19%,-45.49%,-48.10%,6.86%,-64.14%,6.86%,-85.07%,928.30%,31.24,2/13/2024 4:30:00 PM,2/4/2004,Yes,Yes,,-1.80%,-2.63%,1.33,219.42,0.71,155660,141,4.15,1.14,1.11,1.13,1.06,1.09,-4.39%,1.10,1.36%,,,,,,,,,,,,,,,,,,,,,,,,,
5898,"NEWT","NewtekOne Inc","RUT","Financial","Banks - Regional","USA",287.91,11.63,6.34,3.88,1.37,1.39,1.29,,8.41,9.07,0.72,6.16%,205.95%,1.00,0.58,-21.65%,9.94%,-9.91%,3.00%,14.34%,81.59%,,210.35,25.27,4.97%,-4.99%,24.61,22.98,93.38%,6.76%,0.80%,38.10%,-10.81%,7.97%,12.01,1.83,2.21%,8.51%,1.98%,,,4.62,4.80,81.22%,35.56%,12.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.43%,-0.13%,4.57%,-5.27%,-14.43%,-33.14%,-43.33%,-15.36%,1.32,0.44,3.86%,3.53%,-2.67%,-10.55%,-20.26%,-23.41%,7.35%,-43.93%,8.65%,-77.58%,28199.95%,43.77,3/5/2024 4:30:00 PM,3/17/1980,Yes,Yes,104,0.09%,-0.77%,2.67,152.42,0.60,91795,1169,15.75,11.76,11.67,11.76,11.52,11.68,-0.68%,11.68,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
5899,"NEXA","Nexa Resources S.A.","-","Basic Materials","Other Industrial Metals & Mining","Luxembourg",896.62,,119.74,,0.33,0.71,2.12,,9.57,3.19,0.24,3.58%,89.36%,-2.10,-0.13,-248.36%,108.11%,-19.39%,,6.85%,-9.59%,-78.92%,2725.22,-277.65,-90.60%,15.41%,132.44,44.76,33.80%,66.20%,0.00%,6.24%,-0.29%,0.36%,3.12,0.16,-5.78%,-20.17%,-9.63%,1.15,0.78,1.27,1.32,5.23%,-0.13%,-10.19%,0.00%,0.00%,-0.22%,-0.15%,-0.15%,-0.59%,-0.37%,-0.47%,-0.44%,-0.59%,-1.46%,-0.29%,17.13%,32.23%,4.95%,-5.18%,1.58,0.18,2.03%,2.46%,-2.42%,0.60%,16.43%,-8.51%,19.15%,-8.51%,63.72%,-67.54%,173.44%,45.03,2/21/2024 4:30:00 PM,10/27/2017,Yes,Yes,5625,1.04%,-1.33%,3.71,51.02,0.65,33364,122,6.21,6.79,6.70,6.85,6.70,6.77,-0.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,"NEXI","Neximmune Inc","-","Healthcare","Biotechnology","USA",9.18,,,,,0.04,1.01,,195.02,7.68,,,,-267.72,,,,-40.76%,,0.00%,,-1458.48%,0.00,-43.88,0.00%,,1.04,0.74,71.15%,37.79%,-1.72%,8.74%,-54.09%,19.10%,0.06,0.14,-121.49%,-156.79%,-525.05%,1.66,1.66,0.01,0.07,,0.00%,,2.78%,2.78%,2.78%,2.78%,2.78%,2.78%,2.78%,-3.79%,2.53%,4.09%,-11.99%,-7.05%,218.85%,23.00%,-24.10%,250.45%,2.08,2.51,11.62%,35.45%,-15.85%,15.60%,26.73%,-72.89%,275.48%,-72.89%,522.35%,-98.89%,522.35%,46.05,8/10/2023 4:30:00 PM,2/12/2021,No,Yes,50,-5.01%,-2.96%,1.00,2477.90,0.03,76408,573,125.00,8.44,8.19,8.30,7.69,7.78,-7.82%,8.12,4.37%,,,,,,,,,,,,,,,,,,,,,,,,,
5901,"NEXN","Nexxen International Ltd. ADR","-","Communication Services","Advertising Agencies","Israel",354.56,,10.76,,1.03,0.67,1.78,10.84,7.44,2.79,,,0.00%,-0.27,0.15,-76.46%,63.54%,-7.58%,,10.53%,13.05%,-25.95%,343.77,-19.65,33.53%,0.08%,71.34,70.99,99.51%,0.50%,0.00%,8.96%,,0.23%,1.85,0.16,-2.14%,-3.63%,-2.97%,2.05,2.05,0.23,0.25,60.42%,-3.92%,-5.72%,0.00%,0.61%,0.40%,0.73%,0.87%,-0.17%,1.84%,0.81%,0.20%,0.29%,2.47%,-4.42%,32.89%,14.25%,-38.03%,-1.78%,1.91,0.21,4.20%,3.89%,-1.19%,2.03%,-2.62%,-7.10%,30.04%,-39.32%,57.53%,-79.08%,57.53%,51.29,11/22/2023 8:30:00 AM,6/18/2021,Yes,Yes,,-0.20%,0.00%,1.67,87.67,0.27,23532,188,10.15,4.98,4.98,5.00,4.86,4.97,-0.20%,4.97,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
5902,"NEXT","NextDecade Corporation","RUT","Energy","Oil & Gas E&P","USA",1382.97,,,,,2.87,3.10,,1.88,1.74,,,,-0.78,-0.19,11.18%,-65.43%,-13.12%,0.60%,0.00%,,345.68%,0.00,-78.91,,,256.58,162.56,63.36%,36.64%,-2.90%,58.84%,3.62%,6.14%,8.82,9.98,-3.23%,-13.86%,-12.66%,0.85,0.85,0.31,0.31,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-2.60%,-0.28%,-0.28%,5.07%,20.58%,12.29%,-9.72%,-25.03%,13.00%,1.37,0.24,4.99%,4.60%,9.08%,12.04%,-2.08%,0.75%,26.67%,-38.32%,37.32%,-73.05%,383.41%,65.00,,6/4/2015,Yes,Yes,102,2.28%,-0.57%,1.50,1131.08,1.11,1255089,5918,8.50,5.30,5.27,5.44,5.15,5.39,1.70%,5.25,-2.60%,,,,,,,,,,,,,,,,,,,,,,,,,
5903,"NFBK","Northfield Bancorp Inc","RUT","Financial","Banks - Regional","USA",479.72,12.43,10.54,1.55,2.17,0.68,,8.26,15.71,,0.52,4.87%,60.47%,0.86,0.15,-20.73%,48.50%,0.22%,8.00%,6.91%,11.75%,-38.47%,220.69,37.67,16.35%,3.69%,44.52,39.41,88.52%,12.33%,0.18%,57.70%,-1.72%,1.25%,2.07,0.49,0.67%,5.38%,2.31%,0.69,,1.33,1.37,,21.93%,17.07%,0.00%,0.00%,0.00%,-0.16%,-0.51%,-0.36%,-0.33%,-0.61%,-0.47%,-0.84%,-2.91%,-12.33%,8.32%,-4.39%,-26.97%,-15.18%,0.71,0.42,4.55%,3.72%,-9.62%,-10.66%,-0.61%,-20.85%,2.89%,-28.20%,27.18%,-48.18%,82.99%,37.96,1/25/2024 8:30:00 AM,11/8/2007,Yes,Yes,400,-1.02%,-1.19%,3.00,237.81,3.58,850268,2334,12.67,10.91,10.78,10.88,10.47,10.67,-2.20%,10.67,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
5904,"NFE","New Fortress Energy Inc","-","Utilities","Utilities - Regulated Gas","USA",6675.78,17.12,7.55,0.22,3.03,4.65,28.11,,7.01,1.16,2.78,8.54%,43.16%,1.90,0.78,168.00%,73.04%,,78.81%,119.78%,-29.71%,1.29%,2201.31,394.80,59.24%,2.98%,208.80,105.35,50.45%,48.98%,0.00%,52.27%,-0.93%,11.12%,10.52,11.71,4.58%,24.05%,5.16%,0.45,0.40,4.33,4.62,48.19%,37.77%,17.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.35%,2.17%,-2.40%,-9.43%,12.01%,-18.58%,-13.70%,1.51,1.10,3.13%,3.48%,0.02%,-7.46%,3.24%,-18.01%,7.89%,-19.03%,29.93%,-50.59%,364.48%,45.63,2/29/2024 8:30:00 AM,1/31/2019,Yes,Yes,577,1.78%,0.00%,1.67,1113.13,0.71,785690,7465,47.25,31.99,31.99,32.70,31.64,32.56,1.78%,32.92,1.11%,,,,,,,,,,,,,,,,,,,,,,,,,
5905,"NFG","National Fuel Gas Co.","-","Energy","Oil & Gas Integrated","USA",4422.24,10.05,7.52,1.24,2.27,1.39,106.07,28.10,34.46,0.45,1.96,4.08%,37.54%,4.77,1.59,-4.50%,29.23%,2.67%,8.10%,11.92%,-38.20%,-21.76%,1949.88,440.20,9.72%,-20.95%,91.82,90.82,98.91%,1.42%,0.00%,75.09%,-1.23%,2.68%,4.98,2.43,5.26%,15.42%,7.92%,0.56,0.47,0.75,0.85,36.23%,31.67%,22.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.31%,0.50%,0.13%,-0.04%,0.67%,0.59%,-7.83%,-10.33%,-18.34%,-4.33%,0.63,1.16,2.60%,2.25%,1.47%,-2.30%,-6.69%,-8.47%,5.91%,-19.03%,5.91%,-39.08%,1556.47%,50.19,2/8/2024 8:30:00 AM,7/25/1955,Yes,Yes,2240,0.90%,-0.59%,2.50,487.82,1.97,960938,6665,58.25,47.85,47.57,48.23,47.17,48.00,0.31%,48.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
5906,"NFGC","New Found Gold Corp","-","Basic Materials","Gold","Canada",608.97,,,,,17.19,27.79,,0.20,0.12,,,,-0.35,-0.04,21.91%,38.20%,-105.57%,,0.00%,,-14.94%,0.00,-62.27,-158.08%,-100.00%,175.38,93.34,53.22%,45.90%,0.00%,3.77%,,0.46%,1.85,0.43,-120.35%,-149.15%,-175.50%,3.39,3.39,0.00,0.00,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,-0.19%,-0.92%,5.59%,8.97%,-3.13%,-23.60%,-4.23%,-2.86%,0.93,0.13,4.28%,3.72%,5.59%,1.12%,-17.43%,-8.85%,12.58%,-40.35%,12.58%,-71.67%,142.86%,55.93,11/13/2023 8:30:00 AM,9/14/2020,Yes,Yes,93,0.89%,0.00%,1.00,231.83,1.34,311443,638,7.05,3.37,3.37,3.47,3.36,3.40,0.89%,3.40,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
5907,"NFJ","Virtus Dividend, Interest & Premium Strategy Fund","-","Financial","Closed-End Fund - Equity","USA",1166.06,,,,46.73,0.83,,,14.90,,0.48,3.90%,,-1.14,,,,,,,41.80%,,24.95,,,,94.80,94.80,100.00%,,,43.74%,,0.24%,1.00,0.23,,,,,,,,,,,-0.12%,-0.12%,-0.12%,-0.24%,-0.12%,-0.40%,-0.16%,-0.20%,-0.69%,-0.69%,0.16%,-1.60%,7.71%,2.79%,1.99%,-2.38%,1.12,0.15,1.15%,1.12%,-0.27%,-0.10%,4.36%,-2.92%,5.31%,-2.92%,17.70%,-51.59%,70.38%,49.35,,2/24/2005,No,Yes,,-0.65%,-0.16%,,232.79,0.90,209094,553,,12.40,12.38,12.40,12.30,12.30,-0.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,"NFLP","Kurv Yield Premium Strategy Netflix (NFLX) ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.32,4.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.55%,2.01%,3.03%,13.31%,14.67%,,,13.13%,,0.30,0.72%,0.47%,4.27%,10.34%,12.40%,-0.79%,21.03%,-0.79%,24.84%,-0.79%,24.84%,71.81,,10/27/2023,No,No,,-1.47%,0.69%,,0.71,0.63,444,8,,31.47,31.69,31.39,31.22,31.22,-0.79%,32.02,2.55%,"US Equities - Industry Sector","Equities (Stocks)","US Equity Income","Communication Services","US","Active",0.99%,6,624766,31.24,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,140.76,"U.S. single-asset options NFLX covered-call"
5909,"NFLT","Virtus Newfleet Multi-Sector Unconstrained Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.35,6.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.26%,0.26%,0.26%,0.21%,0.28%,0.23%,0.19%,0.56%,0.13%,-0.02%,3.09%,2.44%,0.69%,-0.20%,0.30,0.16,0.55%,0.70%,-0.10%,0.06%,1.87%,-1.57%,1.93%,-1.57%,6.29%,-15.16%,34.66%,50.51,,8/11/2015,No,Yes,,0.46%,-0.29%,,15.49,0.97,14992,43,,22.33,22.27,22.38,22.24,22.37,0.17%,,,"Bonds - Broad Market","Bonds","Global Bonds",,,"Active",0.50%,527,56944161,22.33,0.00,4469885.00,8.52,7798230.00,15.87,5592185.00,10.89,8137105.00,16.67,7.09,0.21,3.01,,3.27,"U.S. fixed-income bonds multi-sector sector-rotation"
5910,"NFLX","Netflix Inc.","NDX, S&P 500","Communication Services","Entertainment","USA",252710.21,48.59,27.62,1.97,7.49,12.27,35.40,36.49,47.57,16.50,,,0.00%,12.02,4.48,42.44%,23.37%,35.03%,24.68%,16.71%,12.49%,1624.59%,33723.30,5407.99,-4.80%,1.26%,432.76,428.44,99.00%,1.00%,-8.73%,82.41%,3.03%,2.32%,2.05,9.93,11.00%,26.15%,14.70%,1.12,1.12,0.79,0.82,41.54%,20.62%,16.04%,0.00%,0.12%,0.12%,0.00%,-0.14%,0.12%,0.38%,0.37%,-0.21%,-1.47%,4.03%,20.33%,26.41%,44.90%,61.57%,19.94%,1.22,14.68,2.52%,2.44%,5.64%,15.04%,33.94%,-1.65%,31.01%,-1.65%,104.66%,-16.70%,168463.06%,69.18,1/23/2024 4:30:00 PM,5/23/2002,Yes,Yes,13000,-2.18%,0.59%,2.04,4840.28,0.89,4323924,86698,575.50,593.46,596.95,597.00,577.46,583.95,-1.60%,581.17,-0.48%,,,,,,,,,,,,,,,,,,,,,,,,,
