"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
3491,"GDEF","Goldman Sachs Defensive Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.49,1.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.36%,4.36%,6.69%,9.64%,,9.95%,0.44,0.22,0.20%,0.05%,2.09%,2.72%,8.11%,0.00%,4.67%,0.00%,13.86%,0.00%,17.14%,69.08,,1/23/2023,Yes,No,,0.00%,0.00%,,0.16,0.00,0,0,,48.55,48.55,48.55,48.55,48.55,0.00%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Active",0.55%,274,7407686,48.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2717.00,0.04,10.91,,,,11.03,"U.S. equity volatility SP500"
3492,"GDEN","Golden Entertainment Inc","RUT","Consumer Cyclical","Resorts & Casinos","USA",854.31,3.18,19.98,0.21,0.90,1.50,2.11,63.80,19.68,13.97,0.75,2.54%,0.00%,9.27,0.21,-74.14%,-31.28%,,15.00%,7.95%,-37.40%,263.49%,949.14,286.09,1068.94%,3.29%,28.67,21.67,75.58%,25.15%,-0.61%,70.22%,-3.98%,1.67%,1.42,0.36,19.06%,62.05%,21.82%,2.36,2.33,1.30,1.34,35.80%,10.03%,30.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.05%,-0.61%,-0.03%,-1.11%,-5.57%,-13.41%,-27.72%,-29.49%,-26.10%,2.22,0.84,2.58%,2.80%,-0.81%,-7.32%,-16.24%,-19.60%,4.65%,-34.70%,4.65%,-48.27%,1324.00%,40.96,5/8/2024 4:30:00 PM,1/4/1999,Yes,Yes,5800,0.61%,-1.44%,1.29,254.71,1.02,260189,3083,41.86,29.76,29.33,29.76,28.74,29.51,-0.84%,29.51,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
3493,"GDEV","GDEV Inc","-","Communication Services","Electronic Gaming & Multimedia","Cyprus",452.65,9.26,16.13,0.59,1.00,,6.30,26.33,-0.51,0.40,,,0.00%,0.27,0.06,-40.00%,29.17%,,15.60%,24.58%,-10.29%,87.74%,452.27,53.29,,4.73%,197.64,21.76,11.01%,87.98%,0.00%,0.04%,-2.89%,0.24%,11.14,0.05,14.35%,,,0.71,0.71,,,64.84%,11.72%,11.78%,0.00%,0.00%,0.00%,0.00%,1.63%,1.63%,0.00%,4.17%,4.17%,13.64%,13.64%,13.12%,8.70%,2.88%,-63.79%,13.12%,,0.16,6.36%,8.79%,13.75%,12.74%,-6.58%,0.00%,30.89%,-66.22%,31.58%,-81.13%,31.58%,61.46,5/28/2024 4:30:00 PM,10/5/2020,No,Yes,726,0.00%,0.00%,2.00,4.65,0.34,1562,18,4.40,2.50,2.50,2.50,2.49,2.50,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,"GDHG","Golden Heaven Group Holdings Ltd","-","Consumer Cyclical","Leisure","China",7.52,1.37,,,0.24,0.15,30.06,,1.18,0.01,,,0.00%,0.13,,,,,,7.66%,-44.25%,-113.24%,31.79,6.55,,,51.75,17.62,34.05%,57.79%,0.00%,0.37%,,4.99%,0.17,0.88,8.43%,11.84%,9.80%,0.99,0.99,0.10,0.10,60.76%,33.74%,20.60%,0.00%,0.00%,0.00%,0.00%,0.00%,2.56%,0.00%,0.76%,1.93%,-2.12%,-2.44%,-23.66%,-59.09%,-86.76%,-96.24%,-75.33%,-4.87,0.04,18.23%,17.05%,-21.20%,-31.06%,-96.13%,-58.43%,5.88%,-99.28%,5.88%,-99.28%,5.88%,34.89,,4/12/2023,No,Yes,650,-6.35%,-5.78%,,5259.90,0.66,3465396,1625,,0.20,0.19,0.19,0.18,0.18,-11.76%,0.18,2.56%,,,,,,,,,,,,,,,,,,,,,,,,,
3495,"GDIV","Harbor Dividend Growth Leaders ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.31,2.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.07%,0.10%,0.21%,0.36%,1.48%,-0.82%,1.56%,7.08%,15.93%,6.77%,0.90,0.12,0.62%,0.71%,0.75%,1.73%,7.26%,-0.90%,5.67%,-1.51%,21.80%,-1.80%,32.22%,57.56,,5/23/2022,No,Yes,,0.00%,-0.35%,,51.84,0.28,14550,58,,14.41,14.36,14.36,14.28,14.36,-0.35%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Active",0.50%,43,266939173,14.35,0.00,-3588500.00,-1.33,3514750.00,1.33,15380466.50,6.11,47485216.50,21.64,17.76,,,,10.08,"U.S. equity dividend dividend-growth large-cap"
3496,"GDL","GDL Fund","-","Financial","Closed-End Fund - Equity","USA",92.72,14.46,,,,,,,,,0.48,6.15%,93.70%,0.54,,,,,,,,,,,,,11.87,9.07,76.35%,22.33%,0.00%,43.95%,,0.13%,1.26,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.64%,-1.14%,-0.70%,-1.00%,-2.26%,0.38%,-2.87%,0.32,0.05,0.63%,0.54%,-1.24%,-0.66%,-0.71%,-2.26%,0.52%,-3.94%,2.09%,-62.81%,58.09%,39.22,,4/23/2007,No,Yes,,-0.64%,0.90%,,9.36,0.46,4323,8,,7.79,7.86,7.86,7.79,7.81,0.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,"GDMA","Gadsden Dynamic Multi-Asset ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.25,3.98%,,,,,,,,,,,,,,,,,,,,,,,0.36,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.31%,2.21%,0.98%,6.90%,4.04%,0.24,0.21,0.34%,0.35%,0.20%,1.48%,2.63%,-2.07%,3.77%,-2.07%,7.36%,-9.25%,54.88%,54.15,,11/15/2018,No,Yes,,0.00%,-0.11%,,9.44,0.00,4,4,,31.35,31.32,31.32,31.32,31.32,-0.11%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Tactical / Active","Global Diversified",,,"Active",0.80%,13,149253132,31.36,-0.00,-625246.00,-0.42,-3986671.00,-2.60,-4476872.00,-2.91,-16873948.00,-10.16,11.31,0.59,6.73,,6.31,"Global equity REITs bonds tactical"
3498,"GDMN","WisdomTree Efficient Gold Plus Gold Miners Strategy Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.84,6.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.54%,0.88%,-8.99%,15.34%,18.27%,7.96%,14.19%,0.86,0.98,1.95%,2.24%,-5.47%,-4.16%,14.14%,-13.33%,6.73%,-13.33%,39.87%,-25.20%,65.21%,44.69,,12/16/2021,No,Yes,,0.76%,0.89%,,4.63,0.18,827,6,,26.90,27.14,27.35,27.05,27.35,1.66%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Tactical / Active","Global Diversified",,,"Active",0.45%,60,8183245,27.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.96,,,,6.04,"Global equity futures gold miners"
3499,"GDO","Western Asset Global Corporate Defined Opportunity Fund Inc","-","Financial","Closed-End Fund - Debt","USA",185.52,24.82,,,,,,,,,1.22,9.84%,,0.50,,,,,,,,,,,,,14.95,14.95,100.00%,,,41.35%,,0.02%,0.06,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.08%,-0.08%,-0.08%,0.04%,0.03%,0.00%,0.16%,0.98%,-0.56%,1.06%,0.00%,-2.82%,0.85,0.11,0.97%,0.89%,0.67%,1.88%,1.85%,-0.72%,4.55%,-4.83%,10.70%,-47.63%,12.05%,61.67,,11/24/2009,No,Yes,,0.81%,-0.73%,,46.10,0.74,33981,49,,12.40,12.31,12.45,12.31,12.41,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,"GDOC","Goldman Sachs Future Health Care Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.18,0.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.35%,2.26%,8.80%,4.30%,6.35%,0.88,0.23,0.23%,0.32%,1.14%,2.71%,7.49%,-0.72%,7.20%,-0.72%,25.75%,-11.47%,28.96%,58.89,,11/11/2021,Yes,Yes,,0.09%,-0.44%,,0.73,0.22,162,5,,34.90,34.75,34.78,34.75,34.78,-0.35%,,,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Equities","Healthcare",,"Active",0.75%,44,26131078,34.84,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-74465715.50,-74.02,4.88,,,,-4.13,"Global equity technology healthcare genomics innovation"
3501,"GDOT","Green Dot Corp.","RUT","Financial","Credit Services","USA",481.02,,5.17,,0.31,0.55,0.41,31.52,16.38,22.16,,,0.00%,-0.47,0.26,-6.79%,15.76%,-43.27%,12.90%,7.23%,8.55%,-87.12%,1536.94,-24.54,-15.34%,6.97%,52.82,50.97,96.50%,4.20%,-18.83%,99.46%,-4.79%,3.31%,3.05,1.69,-0.49%,-2.83%,-2.81%,0.50,0.50,0.00,0.06,34.15%,0.24%,-1.60%,0.00%,0.00%,0.00%,0.00%,-0.23%,-0.28%,-0.11%,-0.17%,0.39%,0.10%,-7.76%,-10.94%,-1.31%,-3.93%,-53.18%,-8.69%,0.97,0.35,4.45%,3.04%,-8.71%,-2.79%,-10.05%,-12.95%,15.31%,-57.70%,23.84%,-90.28%,23.84%,38.11,5/9/2024 4:30:00 PM,7/22/2010,Yes,Yes,1200,-5.64%,-1.34%,3.00,552.98,0.86,478311,2907,12.00,9.71,9.58,9.66,8.94,9.04,-6.90%,9.04,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
3502,"GDRX","GoodRx Holdings Inc","-","Healthcare","Health Information Services","USA",3192.95,,18.74,,4.18,5.06,5.99,21.68,1.68,1.42,,,,-0.02,0.08,29.74%,25.02%,,29.80%,26.70%,7.55%,67.50%,764.16,-6.59,10.96%,0.90%,92.36,77.35,83.75%,79.38%,0.00%,14.93%,-5.59%,9.81%,5.87,7.59,-0.43%,-0.90%,-0.50%,6.29,6.29,1.11,1.13,80.45%,3.74%,-0.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.06%,1.51%,-0.47%,17.06%,23.15%,39.97%,49.82%,27.01%,1.42,0.37,2.91%,5.25%,7.20%,16.05%,32.62%,-6.10%,32.14%,-9.18%,105.80%,-86.75%,122.77%,60.71,5/9/2024 8:30:00 AM,9/23/2020,Yes,Yes,694,-2.74%,-0.34%,2.00,1293.13,0.68,876719,7060,9.51,8.78,8.75,8.76,8.44,8.51,-3.08%,8.60,1.06%,,,,,,,,,,,,,,,,,,,,,,,,,
3503,"GDS","GDS Holdings Limited ADR","-","Technology","Information Technology Services","China",1692.99,,,,1.19,0.66,1.60,,13.62,5.60,,,,-3.18,-0.25,-175.27%,26.09%,-44.77%,0.51%,28.45%,3.81%,30.24%,1418.91,-584.04,12.30%,-1.34%,185.11,176.10,95.13%,6.80%,0.00%,25.49%,-11.74%,5.15%,5.68,9.06,-5.28%,-18.70%,-6.68%,1.13,1.13,2.22,2.53,14.89%,6.12%,-41.16%,0.00%,0.00%,-1.79%,-1.79%,-1.84%,-1.73%,-1.24%,-1.23%,-1.51%,-1.51%,1.59%,4.31%,18.36%,2.99%,-33.48%,-1.75%,0.19,0.43,3.15%,5.45%,4.31%,13.06%,3.90%,-8.66%,52.90%,-37.08%,78.84%,-92.33%,78.84%,58.06,5/22/2024 8:30:00 AM,11/2/2016,Yes,Yes,2345,-0.44%,-1.53%,1.39,1596.35,0.29,463565,4432,14.86,9.14,9.00,9.09,8.85,8.96,-1.97%,8.80,-1.79%,,,,,,,,,,,,,,,,,,,,,,,,,
3504,"GDST","Goldenstone Acquisition Ltd","-","Financial","Shell Companies","USA",77.91,49.93,,,,1.53,2596.92,,7.43,0.00,,,0.00%,0.23,,,,,,0.00%,,265.34%,0.00,1.60,,,6.84,4.41,64.47%,35.49%,0.00%,71.85%,24.04%,0.02%,0.06,0.00,2.75%,2.95%,3.14%,0.03,0.03,0.00,0.04,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.79%,1.79%,2.34%,2.98%,6.35%,6.64%,14.70%,5.95%,0.02,0.12,0.53%,0.38%,2.55%,3.26%,6.27%,-8.51%,5.03%,-8.51%,18.28%,-8.51%,18.28%,85.20,,4/14/2022,No,Yes,,1.79%,-0.89%,,17.27,0.00,9,3,,11.29,11.19,11.19,11.19,11.39,0.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,"GDTC","CytoMed Therapeutics Ltd","-","Healthcare","Biotechnology","Singapore",21.93,,,,,2.57,3.21,,0.74,0.59,,,,-0.27,,,,,,0.00%,,9.49%,0.00,-3.08,,,11.53,4.73,41.02%,59.01%,0.00%,0.00%,,0.75%,5.61,0.04,-46.37%,-68.68%,-34.84%,14.08,14.08,0.04,0.04,,0.00%,,0.00%,0.00%,0.00%,0.00%,-5.00%,-5.00%,-5.00%,-0.16%,-0.16%,-7.32%,-2.56%,-10.38%,-8.21%,-45.56%,-38.31%,-61.22%,0.64,0.12,5.66%,4.40%,-8.11%,-9.11%,-37.83%,-23.39%,-2.56%,-79.46%,-1.04%,-79.46%,-1.04%,40.47,05/29/2024,4/14/2023,No,Yes,34,-7.32%,-0.49%,1.00,6.28,0.34,2134,13,5.00,2.06,2.05,2.08,1.90,1.90,-7.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,"GDV","Gabelli Dividend & Income Trust","-","Financial","Closed-End Fund - Equity","USA",2021.96,7.72,,,37.10,0.88,,,25.59,,1.32,5.87%,,2.91,,,,,,,7.60%,-20.30%,54.51,,,,89.98,89.82,99.82%,0.18%,0.13%,29.74%,,0.01%,0.05,0.01,,,,,,,,,,,-0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,0.09%,0.09%,0.18%,-1.75%,-1.75%,1.31%,6.44%,8.29%,3.84%,1.18,0.23,0.86%,0.93%,-0.86%,0.53%,5.98%,-2.52%,4.80%,-2.52%,24.56%,-18.07%,304.40%,46.74,,11/25/2003,No,Yes,,-0.53%,-0.40%,,146.17,1.07,156818,662,,22.68,22.59,22.59,22.40,22.47,-0.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,"GDVD","Copper Place Global Dividend Growth ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.60,2.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.02%,-0.02%,-1.04%,-2.13%,2.35%,8.43%,10.07%,4.99%,0.82,0.16,0.26%,0.26%,-0.90%,1.21%,6.68%,-2.20%,6.41%,-2.20%,21.23%,-8.37%,26.25%,48.22,,3/31/2022,Yes,No,,-0.02%,-0.72%,,3.77,0.51,1911,8,,24.82,24.64,24.64,24.60,24.63,-0.74%,,,"Global or ExUS Equities - Dividend & Fundamental","Equities (Stocks)","Global Equities",,,"Active",0.88%,48,22714800,24.69,-0.00,-2228700.00,-8.93,-2952900.00,-11.50,-8153600.00,-26.41,12151300.00,115.03,11.97,,,,1.85,"U.S. equity dividend growth value"
3508,"GDX","VanEck Gold Miners ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.50,1.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.12%,0.00%,0.00%,-0.12%,0.00%,-0.03%,0.39%,-0.39%,-6.96%,11.78%,8.83%,8.23%,7.74%,0.94,0.98,2.24%,2.33%,-4.99%,-3.03%,10.32%,-10.84%,3.76%,-10.84%,30.41%,-50.12%,169.44%,43.78,,5/22/2006,Yes,Yes,,-0.36%,1.15%,,26245.67,0.66,17439638,32719,,33.15,33.53,33.54,32.96,33.41,0.78%,33.41,0.00%,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Equities","Materials",,"Passive",0.51%,59,12911609725,33.29,0.00,-46050500.00,-0.36,-1301869000.00,-9.16,-1177334500.00,-8.36,-791048000.00,-5.77,10.01,-2.60,8.89,4.60,0.20,"Global equity gold-miners gold silver"
3509,"GDXD","MicroSectors Gold Miners -3X Inverse Leveraged ETNs","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.40%,-1.10%,1.16%,14.31%,-39.48%,-44.68%,-56.10%,-39.78%,-2.30,1.97,6.87%,7.02%,12.56%,0.63%,-47.74%,-19.84%,33.03%,-71.93%,33.03%,-92.21%,33.03%,53.20,,12/3/2020,No,Yes,,0.70%,-3.00%,,608.91,1.09,663162,874,,25.03,24.28,25.48,24.21,24.45,-2.32%,24.55,0.40%,"Equity - Leveraged / Inverse","Equities (Stocks)","Global Equities","Materials",,"Passive",0.95%,,48882699,24.44,0.00,9710000.00,24.79,23349017.36,91.44,23349017.36,91.44,23349017.36,91.44,-56.10,-44.35,,,-48.69,"U.S. equity gold-miners leverage inverse"
3510,"GDXJ","VanEck Junior Gold Miners ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.27,0.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,-0.12%,-0.12%,-0.12%,-0.12%,-0.12%,-0.12%,0.10%,0.41%,-0.26%,-5.74%,13.91%,11.21%,14.25%,10.39%,1.27,1.32,2.40%,2.50%,-5.66%,-2.44%,13.28%,-11.43%,4.94%,-11.43%,37.39%,-76.33%,148.07%,43.93,,11/11/2009,Yes,Yes,,-0.21%,1.33%,,6936.79,0.52,3585280,9546,,41.39,41.94,41.94,41.23,41.85,1.11%,41.85,0.00%,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Equities","Materials",,"Passive",0.52%,94,4839447374,41.67,0.00,-18520000.00,-0.38,-65696000.00,-1.34,1301500.00,0.03,332129000.00,7.37,15.09,-6.60,6.93,2.36,-3.95,"Global equity gold-miners gold silver"
3511,"GDXU","MicroSectors Gold Miners 3X Leveraged ETN","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,0.34%,-0.00%,1.18%,-2.61%,-24.11%,21.26%,2.33%,-20.25%,-2.79%,2.37,3.29,6.96%,7.29%,-18.31%,-15.15%,8.52%,-33.62%,3.81%,-33.62%,88.61%,-89.93%,88.61%,41.49,,12/3/2020,No,No,,-1.61%,3.61%,,1050.32,1.12,1173792,3028,,31.84,32.99,32.99,31.25,32.46,1.95%,32.61,0.46%,"Equity - Leveraged / Inverse","Equities (Stocks)","Global Equities","Materials",,"Passive",0.95%,,276994894,32.59,-0.00,0.00,0.00,0.00,0.00,73934378.49,36.41,153602440.45,124.48,-20.25,-48.05,,,-43.39,"U.S. equity gold-miners leverage"
3512,"GDXY","YieldMax Gold Miners Option Income Strategy ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.38%,0.41%,,,,,-7.65%,,0.46,1.63%,,-3.03%,-3.03%,-3.03%,-8.24%,1.30%,-8.24%,1.30%,-8.24%,1.30%,,,5/21/2024,No,Yes,,-0.19%,0.85%,,36.88,0.35,13066,189,,18.22,18.37,18.37,18.15,18.33,0.66%,18.35,0.08%,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Equities","Materials",,"Active",0.99%,9,5961442,18.34,-0.00,3322855.00,125.93,3322855.00,125.93,3322855.00,125.93,3322855.00,125.93,,,,,-70.18,
3513,"GDYN","Grid Dynamics Holdings Inc","RUT","Technology","Information Technology Services","USA",723.11,333.92,22.43,,2.31,1.89,2.90,31.20,5.00,3.26,,,,0.03,0.07,3.83%,26.77%,,,26.33%,-0.33%,51.59%,312.65,2.26,-0.71%,2.57%,75.89,55.35,72.93%,27.66%,-0.94%,74.14%,15.91%,5.18%,8.17,2.87,0.53%,0.61%,0.58%,7.48,7.48,0.02,0.03,35.90%,-0.96%,0.72%,-0.32%,-1.88%,-1.88%,-1.36%,-0.32%,-0.16%,-0.42%,-0.48%,-0.42%,-0.74%,-0.84%,-9.66%,-24.82%,-29.27%,-3.87%,-29.11%,1.04,0.39,4.56%,3.64%,-3.79%,-7.97%,-20.79%,-23.54%,4.19%,-35.71%,7.94%,-77.93%,104.99%,39.01,5/2/2024 4:30:00 PM,10/30/2018,Yes,Yes,3920,1.61%,-1.38%,1.25,351.07,0.53,185382,1863,14.79,9.43,9.30,9.54,9.21,9.45,0.21%,9.41,-0.42%,,,,,,,,,,,,,,,,,,,,,,,,,
3514,"GE","GE Aerospace","S&P 500","Industrials","Aerospace & Defense","USA",170627.81,51.17,30.79,1.85,2.45,5.72,7.69,36.36,27.27,20.27,0.89,0.57%,3.83%,3.05,0.98,80.76%,24.99%,,27.63%,-6.11%,10.83%,-79.24%,69523.00,3355.00,15.40%,-0.50%,1094.61,1090.09,99.59%,0.41%,-2.00%,76.70%,-3.25%,1.23%,1.81,13.38,2.64%,14.12%,6.55%,1.17,0.82,0.72,0.75,26.56%,6.94%,4.83%,0.00%,0.00%,0.00%,-0.02%,0.21%,0.11%,0.21%,0.06%,0.30%,0.53%,-3.73%,-4.64%,15.73%,61.29%,86.68%,53.14%,1.23,4.04,2.37%,2.32%,-3.90%,-2.85%,32.43%,-8.74%,6.61%,-8.74%,90.43%,-46.16%,2494.88%,40.65,4/23/2024 8:30:00 AM,6/23/1892,Yes,Yes,125000,1.08%,-0.94%,1.37,7388.57,0.85,6246644,52384,186.40,155.69,154.22,156.60,153.21,155.88,0.12%,155.97,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,
3515,"GECC","Great Elm Capital Corp","-","Financial","Asset Management","USA",96.70,4.63,6.56,,2.66,0.81,,,12.57,,1.39,13.59%,45.01%,2.21,0.35,-8.50%,3.30%,-26.96%,,,5.90%,,36.32,,-11.21%,-3.45%,9.45,5.92,62.61%,37.39%,0.00%,22.07%,,0.21%,0.64,0.01,,,,,,,,,,,0.00%,0.00%,0.29%,0.20%,0.00%,0.00%,0.29%,0.29%,0.10%,0.49%,-0.20%,-0.97%,-3.13%,-5.96%,35.33%,-3.90%,1.62,0.22,2.06%,1.45%,-0.83%,-0.98%,0.33%,-7.42%,2.30%,-12.64%,37.50%,-84.36%,37.50%,46.46,5/2/2024 4:30:00 PM,11/4/2016,No,Yes,,0.59%,-4.95%,3.00,19.12,1.02,19530,216,11.00,10.70,10.17,10.26,10.15,10.23,-4.39%,10.23,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
3516,"GEF","Greif Inc","RUT","Consumer Cyclical","Packaging & Containers","USA",3510.19,13.03,11.77,1.30,0.67,1.75,17.91,12.59,34.76,3.39,2.08,3.42%,32.73%,4.66,1.14,-28.22%,17.03%,11.64%,10.00%,7.28%,4.74%,-59.72%,5215.50,269.70,-3.53%,5.47%,25.47,24.86,97.61%,56.99%,-0.11%,38.24%,-0.36%,2.45%,3.52,0.61,4.23%,13.87%,5.28%,1.57,1.17,1.54,1.64,20.60%,9.37%,5.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.14%,-0.91%,-5.18%,-4.60%,-7.55%,-13.51%,-7.41%,0.94,1.25,1.59%,1.85%,-4.07%,-4.04%,-6.51%,-12.64%,1.08%,-20.09%,1.17%,-20.09%,1699.41%,36.45,6/5/2024 4:30:00 PM,2/28/1996,Yes,Yes,12000,0.40%,-1.08%,2.20,172.64,0.81,139609,2200,77.00,61.15,60.49,60.77,60.14,60.73,-0.69%,61.18,0.74%,,,,,,,,,,,,,,,,,,,,,,,,,
3517,"GEG","Great Elm Group Inc","-","Financial","Asset Management","USA",58.02,,,,4.86,0.84,0.48,,2.15,3.80,,,0.00%,-0.21,,,,,20.00%,156.00%,46.84%,-125.44%,11.94,-5.64,,,29.55,27.68,93.67%,13.17%,7.57%,53.62%,1.38%,0.01%,0.11,0.00,-4.16%,-8.91%,-4.37%,12.44,12.44,0.99,0.99,-6.82%,-80.50%,-47.27%,0.00%,0.00%,0.28%,0.28%,-0.55%,0.00%,-0.55%,-0.55%,0.00%,0.55%,3.41%,0.55%,-14.15%,-6.67%,-14.15%,-6.19%,1.01,0.05,3.20%,2.65%,2.34%,-1.21%,-5.66%,-6.19%,6.43%,-17.27%,14.47%,-99.97%,38.93%,52.81,5/8/2024 4:30:00 PM,6/11/1999,No,Yes,24,1.11%,-1.10%,1.00,30.54,0.35,10725,107,20.00,1.82,1.80,1.83,1.79,1.82,0.00%,1.82,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
