"No.","Ticker","Company","Index","Sector","Industry","Country","Exchange","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
5988,"NBHC","National Bank Holdings Corp","RUT","Financial","Banks - Regional","USA","NYSE",1652.45,13.49,13.01,,2.73,1.28,,15.89,34.01,,1.12,2.57%,27.95%,3.22,0.79,-13.91%,4.35%,13.76%,,16.80%,9.02%,-9.19%,604.91,123.45,15.59%,1.39%,37.99,37.24,98.03%,2.04%,-15.42%,99.33%,2.23%,1.67%,2.92,0.62,1.24%,10.05%,9.17%,0.05,,0.04,0.06,,24.70%,20.41%,0.00%,-0.01%,-0.04%,-0.05%,-0.02%,-0.06%,-0.06%,-0.10%,-0.74%,-2.66%,1.61%,-6.01%,2.31%,-2.80%,23.92%,0.95%,0.85,1.24,2.62%,2.69%,0.56%,-5.36%,6.32%,-16.01%,6.15%,-16.01%,35.29%,-16.01%,145.73%,46.71,1/22/2025 4:30:00 PM,9/20/2012,Yes,Yes,1274,-1.54%,1.96%,2.60,213.85,0.30,36259,1095,51.80,43.30,44.15,44.92,43.43,43.47,0.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989,"NBIS","Nebius Group N.V","-","Technology","Software - Infrastructure","Netherlands","NASD",8556.41,54.99,,,3.09,2.52,3.74,,14.42,9.72,,,0.00%,0.66,-0.39,-266.33%,27.27%,-22.51%,,37.79%,-98.00%,-316.29%,2765.43,117.11,,,235.46,191.96,81.53%,18.47%,0.00%,23.21%,4.35%,2.89%,0.77,5.55,-4.64%,-8.01%,4.04%,22.24,22.24,0.01,0.01,47.62%,-9.41%,4.23%,-0.01%,-0.40%,-0.49%,0.03%,0.75%,0.87%,0.61%,-2.13%,-0.01%,-3.99%,15.22%,15.99%,-18.79%,-55.62%,-44.00%,31.19%,,3.07,11.84%,9.49%,19.58%,36.36%,-33.69%,-6.07%,109.03%,-6.07%,157.91%,-58.28%,265.59%,66.28,10/31/2024 8:30:00 AM,5/24/2011,Yes,No,26361,-3.22%,1.79%,2.00,7213.35,1.90,7611832,39878,51.00,36.89,37.55,39.38,35.58,36.34,-1.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5990,"NBIX","Neurocrine Biosciences, Inc","-","Healthcare","Drug Manufacturers - Specialty & Generic","USA","NASD",14329.37,37.91,21.41,0.64,6.39,5.27,11.67,32.56,26.87,12.13,,,0.00%,3.73,1.62,70.88%,56.59%,62.04%,59.00%,24.80%,24.72%,51.40%,2242.80,385.90,-17.62%,3.57%,101.20,98.54,97.37%,2.68%,-2.96%,91.84%,-0.02%,3.40%,3.39,3.35,12.09%,16.35%,12.99%,4.37,4.26,0.09,0.11,97.53%,26.23%,17.21%,0.01%,0.10%,0.06%,0.25%,0.05%,0.08%,0.42%,0.71%,0.36%,0.70%,2.89%,11.62%,21.55%,-4.02%,7.19%,3.68%,0.32,3.40,2.97%,2.58%,2.74%,8.75%,6.48%,-1.88%,22.78%,-10.41%,27.56%,-10.41%,7195.30%,64.34,10/30/2024 8:30:00 AM,5/23/1996,Yes,Yes,1400,0.75%,0.70%,1.44,987.60,0.50,275411,4445,168.56,139.51,140.48,141.58,138.65,141.53,1.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5991,"NBJP","Neuberger Berman Japan Equity ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.18,0.78%,,,,,,,,,,,,,,,,,,,,,,,0.01,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-3.19%,-3.12%,,,,-3.55%,,0.24,0.10%,0.06%,-4.66%,-5.79%,-5.79%,-10.52%,0.16%,-10.52%,0.16%,-10.52%,0.16%,33.28,,9/12/2024,No,No,,0.00%,0.00%,,8.32,0.00,0,0,,23.31,23.31,23.31,23.31,23.31,0.00%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities",,"Japan","Active",0.50%,69,17941273,23.15,0.01,24.27,0.00,4323846.77,31.75,0.00,0.00,12973466.77,261.15,,,,,-20.40,"Japan equity"
5992,"NBN","Northeast Bank","RUT","Financial","Banks - Regional","USA","NASD",792.67,12.90,9.09,,2.89,2.08,,94.36,47.80,,0.04,0.04%,0.53%,7.70,2.57,20.32%,19.90%,37.98%,,29.25%,15.95%,5.04%,273.92,60.16,19.21%,,8.21,7.02,85.51%,12.06%,0.00%,64.27%,-0.74%,0.96%,1.06,0.07,1.77%,17.09%,8.01%,0.41,,0.91,0.91,,33.15%,21.96%,0.00%,0.00%,0.13%,0.16%,0.16%,0.12%,0.45%,0.51%,0.16%,1.98%,6.93%,1.11%,18.82%,44.15%,92.19%,8.32%,1.08,2.73,2.97%,2.82%,6.28%,2.65%,36.56%,-5.77%,15.20%,-5.77%,102.49%,-5.77%,3122.49%,63.36,10/29/2024 4:30:00 PM,8/19/1987,No,Yes,194,0.21%,2.79%,2.00,63.10,0.87,30648,932,104.50,96.46,99.15,99.15,98.36,99.36,3.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5993,"NBOS","Neuberger Berman Option Strategy ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,1.74,6.50%,,,,,,,,,,,,,,,,,,,,,,,0.06,0.00,,,,,,,,,,,0.00%,0.00%,0.72%,0.72%,0.72%,0.72%,0.72%,0.66%,0.59%,0.73%,1.05%,0.19%,2.14%,1.80%,,1.48%,0.42,0.27,1.26%,1.10%,1.05%,1.03%,2.91%,-1.58%,3.54%,-1.58%,9.08%,-1.58%,9.08%,57.89,,1/29/2024,No,Yes,,0.73%,0.89%,,39.40,0.29,6349,38,,26.31,26.55,26.61,26.55,26.74,1.63%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Active",0.56%,29,469714949,26.28,0.02,2074000.00,0.44,24596000.00,5.53,0.00,0.00,-26254918.34,-5.29,,,,,10.50,"U.S. equity ETFs options SP500"
5994,"NBR","Nabors Industries Ltd","RUT","Energy","Oil & Gas Drilling","Bermuda","NYSE",516.16,,,,0.18,3.29,1.12,4.29,20.04,58.66,,,,-17.57,-1.55,-29.47%,83.29%,44.00%,,2.37%,-0.30%,-9.58%,2926.11,-161.50,-241.44%,-2.11%,9.55,8.47,88.69%,11.20%,0.00%,77.62%,-2.47%,16.62%,4.15,1.41,-3.47%,-59.69%,-5.99%,1.88,1.63,13.08,13.11,18.93%,8.63%,-5.52%,0.03%,0.05%,0.27%,0.30%,0.25%,0.29%,0.87%,-0.42%,0.50%,3.42%,2.84%,-1.79%,-14.96%,-22.86%,-13.88%,15.31%,2.02,3.25,4.51%,5.38%,12.51%,-2.69%,-10.58%,-23.44%,31.45%,-37.79%,31.45%,-97.39%,603.15%,58.26,10/22/2024 4:30:00 PM,7/2/1962,Yes,Yes,12000,4.22%,-0.74%,3.00,339.46,0.63,119167,1978,86.38,63.72,63.25,66.78,64.03,65.92,3.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5995,"NBSD","Neuberger Berman Short Duration Income ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,1.50,2.95%,,,,,,,,,,,,,,,,,,,,,,,0.50,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.20%,0.00%,0.00%,0.00%,-0.25%,0.04%,0.04%,0.33%,0.16%,-0.07%,0.79%,,0.44%,,0.11,0.27%,0.17%,0.47%,0.38%,0.30%,-0.18%,0.89%,-1.43%,1.94%,-1.43%,1.94%,62.29,,6/24/2024,No,No,,0.20%,0.16%,,9.59,0.85,4512,16,,50.75,50.84,50.84,50.84,50.94,0.37%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Active",0.35%,379,161989929,50.60,0.01,2530000.00,1.59,8878250.00,5.80,2530000.00,1.59,13944000.00,9.42,,,,,6.54,"U.S. fixed-income debt-securities bonds"
5996,"NBSM","Neuberger Berman Small-Mid Cap ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.06,0.23%,,,,,,,,,,,,,,,,,,,,,,,0.69,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.06%,0.06%,0.06%,0.14%,-0.37%,-0.80%,1.69%,-5.68%,-5.16%,-4.24%,,0.77%,,0.35,1.24%,1.31%,0.31%,-3.85%,-0.95%,-9.99%,3.84%,-9.99%,6.97%,-9.99%,6.97%,45.34,,3/21/2024,No,Yes,,-0.80%,1.66%,,15.40,5.36,45958,65,,25.33,25.75,25.75,25.50,25.55,0.85%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Active",0.74%,57,205000025,25.00,0.02,7062500.00,3.57,17216000.00,9.17,632000.00,0.31,208747252.50,,,,,,-0.85,"U.S. equity small-mid-cap Russell-2000"
5997,"NBTB","NBT Bancorp. Inc","RUT","Financial","Banks - Regional","USA","NASD",2230.32,16.59,13.77,,2.87,1.47,,13.69,32.26,,1.32,2.78%,46.74%,2.85,0.77,-9.07%,16.90%,0.74%,,7.20%,13.92%,48.06%,777.76,135.08,3.56%,1.52%,47.18,46.16,97.84%,2.15%,-18.70%,63.95%,2.85%,3.83%,7.79,1.77,0.98%,9.37%,7.62%,0.14,,0.17,0.30,,23.05%,17.37%,-0.12%,-0.02%,-0.16%,-0.00%,-0.04%,-0.02%,-0.03%,-0.05%,-0.62%,-3.11%,1.13%,-8.51%,4.21%,5.77%,18.97%,-1.01%,0.52,1.33,2.52%,2.77%,-1.64%,-3.35%,9.55%,-9.84%,8.69%,-9.84%,44.19%,-9.84%,746.72%,45.58,1/27/2025 4:30:00 PM,3/17/1992,Yes,Yes,2034,-2.46%,3.04%,2.20,226.88,0.38,47487,1126,55.50,47.04,48.47,48.49,47.23,47.28,0.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5998,"NBTR","Neuberger Berman Total Return Bond ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.99%,,,,,-1.15%,,0.17,0.03%,,-0.90%,-0.90%,-0.90%,-1.99%,0.00%,-1.99%,0.00%,-1.99%,0.00%,,,12/18/2024,No,No,,0.00%,0.00%,,90.11,0.00,0,0,,49.12,49.12,49.12,49.12,49.12,0.00%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Active",0.37%,326,49060049,49.06,0.00,49.46,0.00,49.46,0.00,0.00,0.00,49.46,0.00,,,,,-15.67,
5999,"NBTX","Nanobiotix ADR","-","Healthcare","Biotechnology","France","NASD",141.09,,,,3.60,,1.98,,-0.49,1.51,,,,-0.80,,5.24%,15.75%,8.62%,,-51.09%,,42.11%,39.17,-36.19,2.29%,-2.29%,47.40,37.25,78.59%,20.92%,0.00%,7.77%,9.68%,0.06%,0.69,0.02,-52.84%,,-150.80%,1.42,1.42,,,,-78.29%,-92.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.66%,2.22%,1.53%,-8.69%,-39.00%,-47.27%,-60.85%,4.36%,0.24,0.23,6.00%,7.50%,-1.78%,-12.13%,-39.98%,-34.18%,8.51%,-66.58%,8.51%,-86.10%,71.14%,44.33,9/18/2024 4:30:00 PM,12/11/2020,No,Yes,102,2.22%,2.09%,1.00,32.48,0.12,2146,8,11.60,2.87,2.93,3.00,2.94,2.99,4.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,"NBXG","Neuberger Berman Next Generation Connectivity Fund Inc","-","Financial","Closed-End Fund - Equity","USA","NYSE",1025.47,3.45,,,,,,,,,1.20,9.22%,31.85%,3.77,,,,,,,,,,,,,78.76,78.76,100.00%,0.08%,0.00%,33.94%,,0.00%,0.02,0.00,,,,,,,,,,,-0.31%,-0.17%,-0.17%,-0.15%,0.08%,-0.12%,0.04%,0.23%,-0.27%,0.57%,-0.46%,-1.21%,-0.53%,-1.21%,17.62%,2.20%,1.09,0.22,1.64%,1.60%,0.57%,-0.52%,4.07%,-4.68%,4.33%,-4.68%,21.68%,-37.28%,49.48%,50.60,,5/26/2021,No,Yes,,0.31%,1.17%,,224.20,0.81,101130,272,,12.83,12.98,13.08,12.92,13.02,1.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,"NBY","Novabay Pharmaceuticals Inc","-","Healthcare","Biotechnology","USA","AMEX",3.42,,,,0.31,3.21,4.38,,0.22,0.16,,,,-35.47,-0.24,97.65%,73.62%,24.47%,,24.16%,-25.24%,95.44%,11.20,-16.44,-96.72%,-6.12%,4.89,4.89,100.00%,0.01%,0.00%,10.32%,0.11%,1.29%,0.11,0.06,-119.49%,-246.52%,-868.52%,1.15,0.91,0.77,1.18,60.67%,-40.03%,-146.81%,0.00%,0.00%,0.00%,0.49%,0.49%,1.51%,0.01%,-0.01%,-1.35%,-2.67%,6.12%,25.61%,13.89%,-67.27%,-88.53%,16.54%,0.62,0.06,16.81%,9.47%,16.09%,10.27%,-54.97%,-14.59%,42.94%,-92.29%,93.96%,-100.00%,93.96%,60.93,11/7/2024 4:30:00 PM,10/26/2007,No,Yes,26,1.51%,-2.95%,1.00,562.55,0.07,20703,49,0.85,0.71,0.69,0.71,0.69,0.70,-1.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002,"NC","Nacco Industries Inc","RUT","Energy","Thermal Coal","USA","NYSE",226.58,,,,1.01,0.57,3.31,,54.45,9.37,0.90,2.90%,,-2.32,,,,,,13.83%,32.46%,519.44%,224.05,-17.79,,,5.73,2.75,47.99%,62.31%,0.00%,28.34%,-6.51%,0.50%,1.10,0.01,-3.02%,-4.31%,-3.78%,3.76,2.39,0.19,0.20,12.14%,-18.89%,-7.94%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.96%,0.00%,-0.48%,-0.62%,-0.54%,-0.80%,2.00%,14.15%,-5.10%,-16.10%,4.12%,0.96,0.91,2.02%,3.19%,3.67%,1.01%,5.30%,-9.97%,13.03%,-17.64%,23.26%,-53.24%,5092.88%,56.61,10/30/2024 4:30:00 PM,9/13/1961,No,Yes,1700,-2.66%,1.92%,,12.40,0.13,921,35,,31.30,31.90,31.90,31.90,31.05,-0.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6003,"NCA","Nuveen California Municipal Value Fund","-","Financial","Closed-End Fund - Debt","USA","NYSE",278.44,15.87,,,21.13,0.89,,,9.40,,0.35,4.14%,65.71%,0.53,,,,,,,1.60%,,13.18,,,,33.11,33.11,100.00%,,,21.41%,,0.04%,0.12,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,-0.36%,-0.36%,-0.36%,-0.36%,-0.18%,-0.36%,-0.59%,-1.29%,-4.32%,-8.09%,-3.88%,-5.40%,-0.47%,0.33,0.09,1.07%,1.19%,-0.60%,-2.81%,-4.61%,-7.29%,1.33%,-8.88%,1.33%,-25.71%,41.33%,35.32,,10/7/1987,No,Yes,,-0.59%,0.59%,,121.51,0.56,37661,62,,8.41,8.46,8.48,8.41,8.41,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6004,"NCDL","Nuveen Churchill Direct Lending Corp","-","Financial","Asset Management","USA","NYSE",889.98,7.09,8.02,,4.18,0.90,12.83,7.83,18.15,1.27,2.08,12.73%,,2.31,0.59,-0.43%,-9.86%,25.83%,,91.39%,114.27%,15.76%,212.85,115.64,14.51%,2.46%,54.57,33.66,61.68%,38.22%,0.22%,22.16%,,0.10%,0.13,0.03,6.29%,14.19%,5.55%,,,1.10,1.10,94.06%,90.49%,54.33%,0.03%,0.03%,0.03%,-0.10%,0.03%,-0.03%,-0.03%,-0.03%,-0.10%,0.03%,-0.46%,-4.98%,-5.68%,-6.05%,,-2.66%,0.57,0.24,1.82%,1.47%,-2.43%,-3.71%,-5.18%,-6.61%,0.83%,-8.72%,3.88%,-8.72%,3.88%,33.29,11/7/2024 8:30:00 AM,1/25/2024,No,Yes,,-0.46%,0.67%,2.00,252.98,0.85,119117,720,18.17,16.30,16.41,16.43,16.26,16.33,0.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,"NCEW","New Century Logistics (BVI) Ltd","-","Industrials","Integrated Freight & Logistics","Hong Kong","NASD",44.29,,,,,,,,,,,,,,,,,,,,,,,,,,21.50,,,,,,,,0.24,0.04,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-2.37%,-2.83%,-0.48%,-0.96%,-8.04%,,,,,-17.60%,,0.48,14.71%,,-8.55%,-8.55%,-8.55%,-50.36%,12.48%,-50.36%,12.48%,-50.36%,12.48%,,,12/18/2024,No,Yes,,4.04%,2.06%,,178.54,0.67,66564,1278,,1.94,1.98,2.10,1.88,2.06,6.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006,"NCI","Neo Concept International Group Holdings Ltd","-","Consumer Cyclical","Apparel Manufacturing","Hong Kong","NASD",12.35,,,,,1.94,20.59,,0.31,0.03,,,,,,,,,,-3.23%,,,,,,,20.32,20.32,100.00%,0.00%,,0.08%,-80.76%,0.50%,0.07,0.10,,,,1.44,1.35,0.46,1.52,,,,0.00%,0.00%,0.00%,0.00%,1.08%,1.03%,2.08%,1.59%,1.16%,-0.13%,-9.51%,14.93%,-10.63%,-7.60%,,-7.88%,,0.13,18.66%,22.71%,2.71%,0.87%,-17.11%,-62.70%,34.66%,-94.66%,73.66%,-94.66%,73.66%,49.89,,4/23/2024,No,Yes,24,-3.43%,-0.46%,,1457.30,0.14,116831,142,,0.63,0.63,0.63,0.58,0.61,-3.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007,"NCL","Northann Corp","-","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA","AMEX",16.78,,,,1.08,5.23,186.46,,0.06,0.00,,,,-0.19,,,,,,-36.32%,18.39%,114.80%,15.58,-4.14,,,24.37,19.70,80.84%,42.67%,0.00%,13.53%,125.18%,0.42%,0.01,0.08,-27.75%,-526.66%,-133.82%,0.53,0.19,1.19,5.18,34.37%,-23.73%,-26.58%,0.00%,0.00%,0.00%,2.51%,2.54%,2.54%,0.80%,2.20%,0.23%,-2.17%,0.83%,0.83%,77.42%,16.75%,-75.00%,10.97%,-1.55,0.04,11.60%,13.56%,6.77%,10.86%,5.96%,-56.15%,68.06%,-81.55%,98.36%,-98.65%,98.36%,55.26,,10/19/2023,No,Yes,73,1.99%,-6.93%,,6798.05,0.07,266687,171,,0.32,0.30,0.31,0.28,0.30,-5.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,"NCLH","Norwegian Cruise Line Holdings Ltd","S&P 500","Consumer Cyclical","Travel Services","USA","NYSE",11518.16,25.42,12.44,,1.23,10.15,34.64,39.13,2.58,0.76,,,0.00%,1.03,0.11,136.03%,27.42%,-38.02%,,148.61%,10.67%,36.43%,9356.74,549.24,5.11%,1.42%,439.70,435.06,98.94%,1.06%,-5.60%,74.19%,10.78%,5.65%,2.51,24.57,2.81%,69.79%,4.06%,0.20,0.17,10.93,12.41,30.29%,15.30%,5.87%,-0.04%,-0.02%,-0.04%,-0.10%,-0.17%,-0.17%,-0.44%,-0.49%,-0.32%,-1.27%,2.69%,-2.29%,12.18%,28.60%,56.39%,1.81%,2.64,0.94,3.72%,3.59%,1.03%,-1.16%,27.23%,-8.54%,7.62%,-8.54%,78.32%,-59.24%,272.62%,51.72,10/31/2024 8:30:00 AM,1/18/2013,Yes,Yes,41000,-0.85%,1.62%,2.05,9805.59,0.75,4082001,19357,30.44,26.00,26.42,26.72,26.05,26.19,0.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009,"NCLO","Nuveen AA-BBB CLO ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.09,0.35%,,,,,,,,,,,,,,,,,,,,,,,0.17,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.08%,,,,0.12%,,0.03,0.11%,0.09%,0.14%,0.14%,0.14%,-0.28%,0.44%,-0.28%,0.44%,-0.28%,0.44%,,,12/11/2024,No,Yes,,0.00%,0.02%,,65.73,0.02,849,2,,25.08,25.08,25.08,25.08,25.08,0.02%,,,"Bonds - Non Government Asset Backed Securities","Bonds","US Bonds",,"US","Active",0.25%,36,70156165,25.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,1.07,
6010,"NCMI","National Cinemedia Inc","RUT","Communication Services","Advertising Agencies","USA","NASD",581.83,,27.45,,2.37,1.51,11.08,14.40,4.05,0.55,,,0.00%,-0.24,0.11,-102.62%,159.56%,31.55%,,7.71%,152.63%,-101.31%,245.40,-23.30,-49.81%,7.31%,95.08,63.19,66.46%,33.42%,-0.99%,53.10%,-7.67%,6.59%,7.30,4.16,-4.38%,-5.86%,-5.71%,2.46,2.46,0.06,0.06,32.56%,-7.74%,-9.49%,-0.12%,-0.12%,-0.08%,-0.16%,-0.24%,-0.34%,-0.30%,-1.21%,-1.09%,-0.49%,-4.52%,-16.82%,-9.85%,21.39%,43.22%,-7.68%,2.06,0.24,4.62%,3.71%,-6.27%,-9.69%,2.88%,-19.34%,3.37%,-19.34%,67.72%,-97.88%,508.13%,35.56,11/5/2024 4:30:00 PM,2/8/2007,Yes,Yes,292,-0.81%,2.15%,1.50,570.39,0.45,142762,1510,8.06,6.05,6.18,6.25,6.13,6.13,1.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,"NCNA","NuCana plc ADR","-","Healthcare","Biotechnology","United Kingdom","NASD",4.25,,,,,0.73,0.28,,1.49,3.88,,,,-14.90,-0.09,-206.10%,25.64%,-2.51%,,0.00%,,39.66%,0.00,-32.86,91.23%,,3.93,3.69,93.89%,5.88%,0.00%,3.88%,-18.51%,3.91%,0.86,0.14,-97.12%,-202.77%,-546.29%,1.12,1.12,0.03,0.05,,,,0.00%,0.00%,0.00%,0.00%,-0.41%,-0.41%,0.03%,0.03%,2.43%,4.91%,-12.15%,-13.55%,-44.01%,-64.80%,-85.54%,-9.19%,0.98,0.12,11.30%,10.67%,-11.61%,-17.88%,-64.25%,-38.25%,12.55%,-94.43%,12.55%,-99.86%,12.55%,37.99,11/25/2024 8:30:00 AM,9/28/2017,No,Yes,28,0.99%,2.88%,3.00,167.73,0.30,28245,76,23.75,1.04,1.07,1.09,1.04,1.08,3.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,"NCNO","Ncino Inc","-","Technology","Software - Application","USA","NASD",3875.62,,38.04,,7.41,3.56,15.03,54.57,9.41,2.23,,,,-0.16,0.19,44.26%,21.99%,-8.60%,,39.73%,13.82%,68.69%,522.98,-18.11,31.50%,1.05%,115.65,101.48,87.75%,12.36%,-71.26%,86.07%,-0.14%,5.67%,4.30,5.75,-1.30%,-1.71%,-1.37%,1.88,1.88,0.21,0.22,57.34%,-1.06%,-3.46%,0.06%,0.08%,0.00%,0.10%,0.00%,-0.04%,0.12%,0.60%,0.39%,-0.39%,-0.27%,-8.43%,-4.56%,2.48%,-4.59%,-0.33%,0.65,1.05,2.36%,2.99%,-2.02%,-10.94%,0.23%,-22.52%,4.33%,-22.52%,19.15%,-67.80%,70.94%,38.53,12/4/2024 4:30:00 PM,7/14/2020,Yes,Yes,1653,-1.01%,2.52%,1.90,1338.95,0.87,645125,4443,41.88,32.98,33.81,33.81,33.21,33.47,1.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,"NCPB","Nuveen Core Plus Bond ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,0.93,3.76%,,,,,,,,,,,,,,,,,,,,,,,0.08,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,-0.04%,-0.04%,0.18%,-2.22%,-2.74%,-1.47%,,-0.30%,,0.07,0.05%,0.08%,-0.33%,-1.14%,-1.75%,-2.63%,0.78%,-4.92%,1.61%,-4.92%,1.61%,41.39,,3/6/2024,No,No,,-0.04%,0.72%,,2.21,22.90,28122,8,,24.47,24.64,24.65,24.64,24.63,0.67%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Active",0.30%,368,50687247,24.43,0.01,0.00,0.00,1890017.50,3.87,0.00,0.00,22145767.50,77.59,,,,,2.07,"U.S. fixed-income bonds investment-grade"
6014,"NCPL","Netcapital Inc","-","Financial","Capital Markets","USA","NASD",3.28,,,,1.93,0.09,2.43,,20.31,0.73,,,,-29.02,,102.72%,,,,54.32%,-91.65%,-193.03%,1.70,-9.58,-81.40%,-83.76%,1.84,1.77,96.20%,3.97%,0.00%,3.38%,-71.49%,7.80%,0.27,0.14,-22.12%,-25.04%,-25.28%,0.35,0.35,0.01,0.06,-122.69%,-441.13%,-562.74%,0.00%,0.00%,0.00%,0.00%,-0.54%,-0.54%,-1.62%,-1.09%,1.15%,1.73%,-17.58%,-7.28%,14.12%,-72.53%,-87.56%,-14.41%,0.65,0.20,9.28%,9.44%,-8.96%,-6.26%,-62.85%,-29.91%,25.37%,-92.21%,26.26%,-100.00%,26.26%,43.03,12/16/2024 4:30:00 PM,6/5/2006,No,Yes,21,1.73%,1.74%,1.00,511.71,0.16,46416,108,2.25,1.72,1.75,1.83,1.75,1.78,3.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,
