"No.","Ticker","Company","Index","Sector","Industry","Country","Exchange","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
6257,"NVBT","AllianzIM U.S. Large Cap Buffer10 Nov ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.34%,0.79%,5.08%,7.91%,19.87%,13.42%,0.62,0.15,0.39%,0.41%,0.45%,2.12%,6.59%,-0.53%,4.39%,-0.53%,14.57%,-0.53%,36.54%,64.54,,11/1/2022,No,Yes,,0.00%,0.00%,,22.01,0.00,0,0,,33.11,33.11,33.11,33.11,33.11,0.00%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.74%,5,37291514,33.15,-0.00,3290250.00,9.68,26521750.00,246.26,22769416.25,156.79,21315820.25,133.43,14.35,,,,14.17,"U.S. options buffer upside-cap fixed-period large-cap SP500"
6258,"NVBU","AllianzIM U.S. Equity Buffer15 Uncapped Nov ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.50%,0.84%,,,,4.28%,,0.13,0.18%,0.37%,0.59%,1.02%,1.02%,-0.69%,4.79%,-0.69%,4.79%,-0.69%,4.79%,66.54,,11/1/2024,No,Yes,,0.00%,0.00%,,32.04,0.00,0,0,,26.20,26.20,26.20,26.20,26.20,0.00%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.74%,4,20309347,26.21,-0.00,650250.00,3.31,14840500.00,271.36,14840500.00,271.36,14840500.00,271.36,,,,,43.88,"U.S. options buffer upside-cap fixed-period large-cap SP500"
6259,"NVBW","AllianzIM U.S. Large Cap Buffer20 Nov ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.68%,3.50%,5.25%,14.11%,9.88%,0.40,0.10,0.25%,0.30%,0.40%,1.50%,4.44%,-0.13%,3.12%,-0.13%,10.63%,-0.13%,27.65%,65.68,,11/1/2022,No,Yes,,0.00%,0.21%,,31.45,0.01,123,1,,31.15,31.21,31.21,31.21,31.21,0.21%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.74%,5,67022391,31.17,0.00,6198250.00,10.19,34414500.00,105.54,28588228.75,74.38,28588228.75,74.38,10.26,,,,10.79,"U.S. options buffer upside-cap fixed-period large-cap SP500"
6260,"NVCR","NovoCure Ltd","RUT","Healthcare","Medical Devices","United Kingdom","NASD",3997.44,,,,6.92,9.96,4.15,,3.34,8.01,,,,-1.39,-0.36,32.60%,-23.80%,-22.97%,,17.16%,21.81%,39.07%,577.74,-149.78,16.12%,7.74%,108.10,97.35,90.06%,10.03%,-0.02%,85.90%,-0.02%,5.79%,4.44,5.63,-12.65%,-39.70%,-31.27%,1.49,1.44,0.33,1.87,76.55%,-26.00%,-25.93%,-0.15%,-0.37%,-0.40%,-0.30%,-0.15%,0.03%,-0.15%,0.09%,1.81%,-0.51%,16.02%,100.60%,84.46%,71.34%,144.95%,122.64%,0.72,2.13,7.37%,8.31%,35.50%,68.29%,84.76%,-2.24%,134.58%,-2.24%,184.10%,-85.72%,458.66%,74.66,10/30/2024 8:30:00 AM,10/2/2015,Yes,Yes,1453,0.18%,-0.69%,1.57,1269.15,0.86,380592,5297,35.00,33.41,33.18,33.69,32.27,33.24,-0.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6261,"NVCT","Nuvectis Pharma Inc","-","Healthcare","Biotechnology","USA","NASD",94.92,,,,,8.38,5.53,,0.58,0.88,,,,-1.14,-0.25,29.60%,5.96%,,,0.00%,,34.01%,0.00,-19.37,4.91%,,18.99,8.93,47.02%,53.78%,0.35%,5.46%,-36.93%,15.90%,8.20,1.42,-97.93%,-140.00%,-176.27%,2.74,2.74,0.00,0.00,,,,0.00%,0.00%,-0.21%,0.00%,-1.72%,-1.02%,2.11%,3.85%,2.38%,0.00%,0.83%,-15.36%,-27.07%,-29.20%,-43.21%,-41.85%,0.20,0.57,6.27%,9.97%,-1.69%,-25.79%,-29.78%,-58.90%,7.30%,-59.92%,7.30%,-76.82%,57.47%,40.02,11/5/2024 8:30:00 AM,2/4/2022,No,Yes,13,2.32%,0.85%,1.00,173.12,0.55,33296,141,22.00,4.70,4.74,4.86,4.62,4.85,3.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6262,"NVD","GraniteShares 2x Short NVDA Daily ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,37.56,108.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07%,-0.20%,0.21%,0.41%,0.43%,0.49%,1.08%,1.94%,2.01%,3.99%,11.55%,22.24%,-27.75%,-31.33%,-93.48%,-92.71%,-3.35,2.22,7.55%,7.03%,12.43%,10.14%,-50.30%,-18.88%,34.73%,-93.62%,34.73%,-95.27%,34.73%,59.53,,8/22/2023,Yes,Yes,,4.68%,0.24%,,1543.98,1.40,756001,2861,,33.05,33.13,34.94,33.03,34.68,4.93%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",1.50%,7,80563248,33.05,0.05,-10694184.74,-11.72,15565215.14,23.95,136166476.55,,135723763.35,,-93.35,,,,-88.46,"U.S. single-asset NVDA inverse leverage"
6263,"NVDA","NVIDIA Corp","DJIA, NDX, S&P 500","Technology","Semiconductors","USA","NASD",3133998.45,51.57,29.60,1.47,27.67,48.69,81.43,55.42,2.69,1.61,0.08,0.06%,1.34%,2.54,0.84,127.84%,49.76%,48.40%,35.00%,46.68%,93.61%,110.31%,113269.00,63074.00,8.26%,5.76%,24508.00,23512.00,95.94%,3.99%,-1.03%,65.29%,-1.09%,1.12%,1.12,264.08,84.01%,127.21%,83.16%,4.10,3.64,0.15,0.16,75.86%,62.71%,55.69%,0.01%,0.07%,-0.17%,-0.28%,-0.23%,-0.42%,-0.68%,-1.10%,-1.15%,-2.06%,-5.69%,-10.80%,13.26%,-0.05%,170.77%,164.36%,1.64,4.97,3.80%,3.59%,-6.34%,-6.27%,13.33%,-14.37%,7.46%,-14.37%,176.66%,-14.37%,392647.98%,39.07,11/20/2024 4:30:00 PM,1/22/1999,Yes,Yes,29600,-2.42%,-0.06%,1.32,236620.45,1.24,102689713,710327,173.65,134.25,134.16,134.40,130.42,130.92,-2.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6264,"NVDD","Direxion Daily NVDA Bear 1X Shares","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,0.50,7.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07%,-0.07%,0.07%,0.23%,0.23%,0.38%,0.60%,1.05%,1.06%,1.82%,5.84%,11.46%,-13.97%,-11.71%,-70.78%,-69.77%,-1.69,0.22,3.70%,3.47%,6.42%,5.88%,-22.20%,-8.21%,16.70%,-71.26%,16.70%,-76.18%,16.70%,60.35,,9/13/2023,Yes,Yes,,2.37%,0.08%,,4522.09,2.23,3520555,2270,,6.55,6.55,6.74,6.55,6.71,2.44%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",0.95%,10,24886210,6.55,0.02,-3848284.78,-13.39,3774157.02,17.88,26185381.82,,24471636.76,5902.85,-70.56,,,,-64.23,"U.S. single-asset NVDA inverse"
6265,"NVDG","Leverage Shares 2X Long NVDA Daily ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.58%,-0.58%,-0.73%,-0.73%,-1.44%,-1.60%,-2.65%,-3.35%,-5.30%,,,,,,-5.19%,,0.42,,,-2.66%,-2.66%,-2.66%,-5.19%,-4.97%,-5.19%,-4.97%,-5.19%,-4.97%,,,12/13/2024,No,No,,-5.17%,-0.02%,,0.47,118.40,19290,209,,14.30,14.30,14.30,13.50,13.56,-5.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6266,"NVDL","GraniteShares 2x Long NVDA Daily ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,1.61,2.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,0.17%,-0.36%,-0.58%,-0.45%,-0.84%,-1.35%,-2.22%,-2.27%,-4.11%,-11.56%,-22.36%,19.74%,-20.19%,297.83%,326.90%,3.12,5.19,7.75%,7.17%,-13.21%,-14.50%,8.82%,-27.81%,9.27%,-30.48%,357.48%,-30.48%,2068.98%,38.06,,12/13/2022,Yes,Yes,,-4.82%,-0.12%,,17561.50,1.84,11291749,64768,,67.06,66.98,67.18,63.25,63.75,-4.94%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",1.15%,31,5351218703,67.09,-0.05,477939438.40,9.81,-548997928.31,-9.30,2694176209.29,101.40,2677371501.34,100.13,367.29,,,,,"U.S. single-asset NVDA leverage"
6267,"NVDQ","T-Rex 2X Inverse NVIDIA Daily Target ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,5.40,145.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23%,-0.23%,0.25%,0.56%,0.31%,0.58%,1.17%,1.97%,2.11%,3.97%,11.32%,21.56%,-28.82%,-32.94%,-94.28%,-93.42%,-2.64,0.24,7.78%,7.14%,12.04%,9.21%,-51.28%,-19.71%,34.11%,-94.46%,34.11%,-96.29%,34.11%,59.10,,10/19/2023,Yes,Yes,,4.86%,0.00%,,32675.66,2.69,30684012,7059,,3.53,3.53,3.73,3.53,3.70,4.86%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",1.05%,5,55031449,3.38,0.10,-24624572.37,-30.91,12146467.06,28.32,86404508.03,,86185329.95,,-94.10,,,,-93.40,"U.S. single-asset NVDA leverage inverse"
6268,"NVDS","Tradr 1.5X Short NVDA Daily ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,21.36,70.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13%,-0.20%,0.16%,0.31%,0.26%,0.50%,0.86%,1.41%,1.51%,2.97%,8.55%,16.74%,-20.76%,-20.08%,-82.35%,-79.23%,-2.66,1.46,5.54%,5.19%,9.29%,7.98%,-31.73%,-13.34%,25.05%,-82.77%,25.05%,-98.12%,25.05%,59.94,,7/14/2022,Yes,Yes,,3.46%,0.07%,,1620.74,0.84,475434,1937,,29.17,29.19,30.38,29.10,30.20,3.53%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",1.15%,5,58723487,29.14,0.04,3863193.00,7.04,13220006.12,29.05,72856488.29,,78095295.02,,-80.63,,,,-76.93,"U.S. single-asset NVDA leverage inverse"
6269,"NVDU","Direxion Daily NVDA Bull 2X Shares","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,1.10,1.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06%,0.22%,-0.34%,-0.52%,-0.40%,-0.78%,-1.30%,-2.18%,-2.26%,-3.89%,-11.88%,-22.52%,19.64%,-19.64%,278.78%,268.40%,3.56,7.37,7.85%,7.13%,-13.43%,-14.63%,9.39%,-27.96%,9.35%,-30.09%,294.74%,-30.09%,408.78%,38.01,,9/13/2023,Yes,Yes,,-4.74%,-0.12%,,1008.37,1.38,488089,5277,,95.09,94.98,95.20,89.81,90.48,-4.85%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",0.95%,12,575874885,95.19,-0.05,26882242.74,4.90,-18253499.11,-3.07,410567623.74,248.37,408501541.92,244.07,260.24,,,,190.86,"U.S. single-asset NVDA leverage"
6270,"NVDW","Tradr 1.75X Long NVDA Weekly ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10%,-0.10%,-0.10%,-0.10%,-0.10%,-0.10%,-0.73%,-1.11%,-3.76%,-3.76%,-9.62%,-18.50%,21.12%,,,32.27%,,1.54,5.06%,3.95%,-10.95%,-11.55%,-3.41%,-21.31%,7.35%,-21.31%,47.70%,-21.31%,47.70%,39.00,,9/3/2024,Yes,No,,-3.76%,-0.35%,,3.60,1.49,1870,32,,28.79,28.69,28.38,27.34,27.61,-4.10%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",1.30%,3,1006270,28.75,-0.04,168991.30,20.18,-67581.43,-6.29,-67581.43,-6.29,-67581.43,-6.29,,,,,219.61,"U.S. single-asset NVDA leverage"
6271,"NVDX","T-Rex 2X Long NVIDIA Daily Target ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03%,0.20%,-0.29%,-0.55%,-0.39%,-0.84%,-1.38%,-2.21%,-2.22%,-4.17%,-11.49%,-22.68%,19.46%,-20.30%,386.12%,366.40%,3.92,1.26,7.75%,7.14%,-13.36%,-14.78%,8.43%,-28.02%,8.75%,-30.78%,410.60%,-30.78%,619.76%,38.00,,10/19/2023,Yes,Yes,,-4.79%,-0.28%,,9048.43,2.47,7802271,9858,,16.23,16.19,16.24,15.29,15.41,-5.05%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",1.05%,9,726497100,17.01,-0.09,4956682.00,0.69,-39502818.00,-5.16,346834177.00,91.35,353790777.00,94.92,418.09,,,,407.82,"U.S. single-asset NVDA leverage"
6272,"NVDY","YieldMax NVDA Option Income Strategy ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,19.53,85.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03%,0.07%,-0.13%,-0.24%,-0.19%,-0.37%,-0.63%,-1.00%,-0.97%,-1.74%,-4.62%,-12.08%,-0.93%,-25.21%,4.46%,0.95%,1.46,0.72,3.14%,2.67%,-7.98%,-9.85%,-13.13%,-14.93%,-1.02%,-28.16%,11.12%,-28.16%,16.45%,34.09,,5/11/2023,Yes,Yes,,-2.00%,-0.17%,,1900.86,2.84,1885742,12720,,23.33,23.29,23.29,22.75,22.83,-2.16%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Technology","US","Active",1.01%,15,1392437900,23.30,-0.02,186965297.50,15.51,460111375.00,49.35,1400753312.50,,1392953020.00,,112.08,,,,95.04,"U.S. single-asset options NVDA covered-call"
6273,"NVEC","NVE Corp","RUT","Technology","Semiconductors","USA","NASD",381.70,23.43,,,13.94,5.82,16.65,20.94,13.42,4.69,4.00,5.12%,113.05%,3.33,,,,3.42%,,5.21%,-5.25%,-14.74%,27.38,16.12,,,4.83,4.77,98.76%,1.31%,-1.30%,68.32%,7.66%,1.90%,5.71,0.09,24.14%,24.55%,24.82%,36.32,28.36,0.00,0.00,81.68%,63.24%,58.88%,-0.17%,-0.17%,-0.17%,-0.04%,-0.32%,-0.42%,-0.26%,-0.92%,2.05%,-0.75%,0.66%,2.12%,2.07%,7.06%,-0.45%,-0.48%,1.11,1.98,2.28%,2.53%,0.74%,0.04%,-1.41%,-6.89%,6.47%,-13.51%,11.72%,-42.19%,11907.71%,51.43,,5/23/1995,No,Yes,54,0.42%,-0.38%,3.00,15.91,0.70,3905,368,79.00,78.02,77.72,78.29,78.29,78.05,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6274,"NVEE","NV5 Global Inc","RUT","Industrials","Engineering & Construction","USA","NASD",1301.31,35.65,15.81,3.56,1.42,1.59,17.76,22.61,12.63,1.13,,,0.00%,0.56,0.29,-1.66%,7.40%,4.32%,10.00%,15.86%,4.85%,26.12%,916.00,35.33,7.32%,-0.65%,65.16,56.97,87.43%,12.45%,-0.02%,76.10%,1.00%,3.15%,4.46,1.79,2.83%,4.46%,3.30%,2.05,2.05,0.30,0.33,45.23%,5.68%,3.86%,-0.00%,0.32%,0.37%,0.39%,0.47%,0.55%,0.70%,0.47%,0.65%,0.40%,-4.20%,-10.76%,-11.63%,-11.92%,-25.70%,-27.72%,1.20,0.63,3.45%,2.97%,-5.69%,-10.54%,-14.07%,-22.65%,1.05%,-30.17%,1.05%,-48.17%,1047.38%,32.76,11/7/2024 4:30:00 PM,9/30/2013,Yes,Yes,4106,0.90%,-0.10%,1.50,402.34,1.01,141494,1429,30.14,19.92,19.90,20.12,19.79,20.08,0.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6275,"NVFY","Nova Lifestyle Inc","-","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA","NASD",2.73,,,,0.27,,17.08,,-0.24,0.02,,,,-4.03,,,,,,-24.43%,5.64%,14.07%,9.96,-9.17,,,7.21,5.43,75.31%,24.72%,0.00%,0.31%,-6.66%,0.09%,0.12,0.01,-135.04%,-600.82%,-71281.13%,0.71,0.12,,,44.11%,-82.36%,-92.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-2.09%,-4.80%,-6.95%,-9.29%,-16.01%,-45.82%,-72.52%,-73.41%,-78.44%,-89.07%,1.15,0.08,16.32%,14.83%,-18.91%,-54.07%,-74.16%,-73.29%,7.06%,-93.54%,7.06%,-99.88%,7.06%,25.98,,7/26/2011,No,Yes,27,0.54%,-0.24%,,42.37,1.28,18897,46,,0.41,0.41,0.43,0.41,0.41,0.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,"NVG","Nuveen AMT-Free Municipal Credit Income Fund","-","Financial","Closed-End Fund - Debt","USA","NYSE",2705.35,29.47,,,12.17,0.94,,,13.41,,0.83,6.52%,417.76%,0.43,,,,,,,-0.60%,,222.35,,,,213.52,213.52,100.00%,,,21.50%,,0.08%,0.29,0.17,,,,,,,,,,,0.00%,0.00%,-0.07%,-0.20%,-0.31%,-0.31%,-0.27%,-0.51%,-0.70%,-0.55%,-3.80%,-2.84%,-4.88%,2.51%,6.65%,7.19%,0.67,0.16,1.33%,1.10%,-2.70%,-2.38%,1.18%,-5.80%,2.26%,-6.56%,11.53%,-30.53%,120.38%,36.55,,3/26/2002,No,Yes,,-0.70%,0.16%,,590.89,1.60,329537,393,,12.74,12.76,12.83,12.67,12.67,-0.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6277,"NVGS","Navigator Holdings Ltd","-","Energy","Oil & Gas Midstream","United Kingdom","NYSE",1050.89,13.50,8.35,1.50,1.86,0.89,8.23,4.54,17.10,1.84,0.23,1.51%,9.07%,1.12,0.38,16.28%,37.84%,,9.00%,12.52%,2.94%,0.19%,564.28,81.74,-9.49%,6.71%,69.45,32.33,46.55%,53.45%,0.00%,27.85%,-1.20%,0.66%,1.15,0.21,3.75%,6.91%,4.69%,0.75,0.70,0.47,0.65,31.45%,25.06%,14.49%,0.13%,0.13%,0.13%,0.07%,-0.13%,0.07%,-0.54%,-0.91%,0.10%,-1.43%,-2.07%,-6.76%,-4.83%,-5.01%,5.42%,4.26%,1.46,0.34,1.95%,2.21%,-3.37%,-4.14%,-5.35%,-10.18%,0.60%,-16.56%,5.82%,-52.45%,299.21%,39.90,11/6/2024 4:30:00 PM,1/9/2007,Yes,Yes,175,-1.17%,-0.65%,1.00,183.50,0.72,46215,385,21.50,15.45,15.35,15.40,15.15,15.17,-1.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6278,"NVIR","Horizon Kinetics Energy and Remediation ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.35,1.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.58%,-2.16%,10.64%,11.28%,18.54%,20.49%,0.58,0.30,0.25%,0.33%,-3.08%,0.39%,8.25%,-7.25%,6.91%,-7.25%,26.00%,-7.25%,40.50%,42.92,,2/22/2023,No,No,,0.00%,0.00%,,0.58,0.00,0,0,,31.25,31.25,31.25,31.25,31.25,0.00%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Green Investing",,"Active",0.85%,39,3909787,31.28,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.90,,,,14.15,"Global equity clean-energy carbon-low environmental"
6279,"NVMI","Nova Ltd","-","Technology","Semiconductor Equipment & Materials","Israel","NASD",5473.44,35.61,25.04,1.94,8.95,6.08,9.11,30.75,31.19,20.83,,,0.00%,5.33,1.82,34.88%,15.56%,16.97%,18.35%,18.34%,38.95%,51.01%,611.85,171.35,3.74%,4.17%,29.09,29.04,99.83%,0.02%,0.00%,89.83%,1.94%,3.94%,5.39,1.14,14.18%,21.31%,18.16%,2.44,2.00,0.04,0.27,57.39%,27.09%,28.01%,0.01%,0.02%,-0.09%,0.09%,-0.07%,-0.13%,0.42%,-0.36%,-0.37%,-0.39%,-4.45%,-0.32%,-2.59%,-20.67%,41.90%,38.04%,1.44,7.39,3.90%,3.64%,2.68%,-0.36%,-4.73%,-15.10%,12.87%,-23.28%,47.32%,-23.28%,55682.00%,51.12,11/7/2024 8:30:00 AM,4/11/2000,Yes,Yes,1202,-0.59%,1.30%,1.67,212.32,0.41,30114,979,243.20,188.33,190.78,192.99,188.79,189.66,0.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280,"NVNI","Nvni Group Ltd","-","Technology","Software - Application","Brazil","NASD",10.60,,,,,,,,,,,,,,,,,,,,,-63.05%,,,0.98%,-0.99%,28.40,8.07,28.42%,71.59%,0.00%,5.74%,,0.22%,1.95,0.02,,,,,,,,,,,-10.10%,-10.10%,-10.10%,-10.10%,-10.01%,2.05%,-27.87%,-21.63%,-7.90%,-29.63%,-47.56%,-59.40%,-62.24%,-75.64%,-79.81%,-74.66%,-0.28,0.12,28.81%,12.82%,-47.45%,-50.87%,-70.09%,-69.12%,-6.35%,-88.20%,-6.35%,-96.88%,-6.35%,25.47,,12/29/2021,No,Yes,,-7.90%,-18.38%,1.00,9.15,12.76,40808,113,5.01,0.50,0.41,0.55,0.33,0.38,-24.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6281,"NVNO","enVVeno Medical Corporation","-","Healthcare","Medical Devices","USA","NASD",50.33,,,,,1.06,1.04,,2.70,2.74,,,,-1.39,,,,46.51%,,-36.65%,,21.13%,0.00,-21.24,,,17.54,17.48,99.66%,0.29%,0.00%,29.71%,56.06%,2.74%,3.08,0.48,-54.12%,-58.76%,-44.10%,22.01,22.01,0.02,0.02,,,,0.71%,0.71%,0.71%,0.71%,0.00%,0.53%,0.00%,1.97%,0.00%,-4.68%,-5.63%,-16.42%,-46.43%,-41.72%,-24.20%,-44.55%,1.22,0.18,5.65%,6.14%,-9.11%,-12.61%,-39.25%,-24.00%,3.26%,-59.11%,3.26%,-97.98%,13.55%,33.31,07/30/2024,5/31/2018,Yes,Yes,31,0.00%,0.00%,1.00,155.45,2.04,110715,165,18.00,2.85,2.85,2.85,2.75,2.85,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,"NVO","Novo Nordisk ADR","-","Healthcare","Drug Manufacturers - General","Denmark","NYSE",364005.73,35.36,27.04,3.21,9.25,20.17,32.47,32.12,5.40,3.36,1.57,1.44%,36.03%,3.08,0.89,19.58%,24.28%,16.48%,11.00%,14.25%,22.49%,23.30%,39332.50,13778.99,0.19%,-2.85%,3338.43,3337.56,99.97%,0.03%,0.00%,9.99%,-0.37%,0.17%,1.08,5.68,26.99%,88.20%,53.52%,0.94,0.75,0.43,0.47,84.66%,43.87%,35.03%,0.00%,0.10%,-0.02%,0.01%,-0.10%,0.05%,-0.26%,-0.05%,0.16%,0.94%,-1.84%,3.53%,-17.40%,-22.32%,11.26%,5.40%,0.41,2.69,2.46%,1.89%,1.81%,-1.45%,-14.02%,-9.56%,9.67%,-26.40%,12.95%,-26.40%,140249.06%,50.34,11/6/2024 8:30:00 AM,4/30/1981,Yes,Yes,63370,-0.21%,2.16%,1.91,5247.85,0.87,1604188,14706,140.21,106.95,109.26,109.87,108.84,109.04,1.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283,"NVOX","Defiance Daily Target 2X Long NVO ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,-0.08%,-0.70%,-0.05%,-0.05%,-4.22%,,,,,-1.13%,,0.78,3.21%,,-1.31%,-1.31%,-1.31%,-5.39%,6.74%,-5.39%,6.74%,-5.39%,6.74%,,,12/3/2024,No,Yes,,-0.05%,4.09%,,7.11,1.01,2519,16,,19.18,19.96,20.14,19.93,19.95,4.04%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","Global Ex. US Equities","Healthcare","Denmark","Active",1.29%,4,1440810,19.21,0.04,520470.00,56.55,520470.00,56.55,520470.00,56.55,520470.00,56.55,,,,,-84.40,
