"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
5137,"LION","Lionsgate Studios Corp.","-","Financial","Shell Companies","USA",361.82,68.13,,,,1.23,822.31,,8.21,0.01,,,0.00%,0.15,,,,,,,,-35.48%,0.00,13.85,,,75.00,16.77,22.36%,,,,,,,,1.76%,1.84%,1.80%,0.02,0.02,0.00,0.00,,,,0.00%,0.45%,0.45%,0.45%,0.70%,0.70%,0.40%,-0.35%,0.70%,-7.19%,-19.57%,-6.41%,-5.36%,-4.28%,-1.27%,-5.00%,-0.00,0.80,17.55%,6.84%,-7.27%,-6.39%,-4.81%,-21.57%,12.01%,-21.57%,12.01%,-21.57%,12.01%,41.80,,3/1/2022,No,No,,-0.49%,0.20%,,655.13,0.15,40153,377,,10.10,10.12,10.45,9.92,10.07,-0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,"LIPO","Lipella Pharmaceuticals Inc","-","Healthcare","Biotechnology","USA",4.72,,,,9.83,2.08,2.24,,0.36,0.34,,,,-0.78,,64.94%,14.81%,-189.86%,,20.14%,23.58%,12.10%,0.48,-4.74,,,6.05,3.06,50.58%,51.01%,1.76%,6.07%,,1.05%,0.52,0.03,-122.37%,-148.74%,-183.46%,5.46,5.46,0.01,0.05,,-1021.92%,-993.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.34%,0.67%,0.68%,0.68%,2.19%,-0.80%,-24.49%,-33.76%,-59.43%,-25.97%,0.85,0.04,4.72%,4.49%,3.48%,3.58%,-37.37%,-15.16%,17.98%,-72.14%,17.98%,-90.22%,17.98%,54.72,,12/20/2022,No,Yes,7,0.95%,-0.27%,1.00,62.02,0.18,4686,26,2.00,0.75,0.75,0.76,0.75,0.76,0.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,"LIQT","LiqTech International Inc","-","Industrials","Pollution & Treatment Controls","Denmark",16.24,,,,0.89,1.12,2.10,,2.50,1.33,,,,-1.49,-0.30,26.16%,44.84%,4.65%,25.00%,23.41%,5.58%,2.65%,18.23,-8.57,-15.49%,2.06%,5.73,3.94,68.76%,32.12%,-1.32%,21.59%,3.63%,1.74%,8.33,0.07,-24.45%,-47.58%,-34.77%,2.93,2.10,0.70,0.76,14.57%,-43.32%,-47.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.50%,3.14%,3.90%,-12.93%,-27.96%,-13.09%,-18.04%,0.97,0.16,8.06%,5.38%,4.34%,-2.99%,-17.77%,-18.27%,9.61%,-33.45%,9.61%,-98.24%,9.61%,51.77,5/14/2024 8:30:00 AM,8/25/2011,No,Yes,119,5.08%,1.92%,1.00,8.24,0.23,802,21,9.07,2.61,2.66,2.66,2.61,2.80,7.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,"LIT","Global X Lithium & Battery Tech ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.57,1.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00%,-0.00%,-0.02%,-0.14%,-0.09%,-0.18%,-0.31%,-0.02%,0.05%,-2.10%,-1.54%,4.89%,7.35%,-6.31%,-28.84%,-12.00%,1.17,1.06,1.79%,1.79%,1.34%,-0.05%,-8.97%,-4.34%,8.05%,-35.12%,14.18%,-53.85%,206.20%,50.11,,7/23/2010,Yes,Yes,,-2.12%,0.02%,,431.89,1.03,187525,1782,,45.79,45.80,45.85,44.67,44.83,-2.10%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Battery and Energy Storage",,"Passive",0.75%,48,1603231543,45.66,-0.02,-34779100.00,-2.12,-114470300.00,-6.66,-235613500.00,-12.81,-833683000.00,-34.21,-24.52,-7.28,12.96,7.43,3.92,"Global equity technology lithium batteries"
5141,"LITB","LightInTheBox Holding Co Ltd ADR","-","Consumer Cyclical","Internet Retail","Singapore",81.53,,,,0.13,,1.14,,-0.08,0.64,,,,-0.09,,,,37.44%,45.00%,24.08%,-13.34%,91.08%,629.43,-9.59,,,111.63,106.28,95.21%,4.79%,0.00%,2.72%,-2.85%,0.04%,0.35,0.04,-6.59%,-220.79%,,0.64,0.56,,,57.18%,-1.87%,-1.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.87%,-2.60%,1.08%,-9.17%,-26.22%,-43.82%,-42.03%,-31.74%,0.92,0.07,7.96%,9.04%,-1.41%,-3.14%,-31.96%,-20.61%,14.09%,-57.04%,14.09%,-96.88%,25.50%,47.30,3/25/2024 8:30:00 AM,6/6/2013,No,Yes,667,2.73%,-6.48%,3.00,112.24,0.50,23550,17,3.00,0.76,0.71,0.72,0.71,0.73,-3.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,"LITE","Lumentum Holdings Inc","-","Technology","Communication Equipment","USA",3031.18,,25.39,,2.13,2.58,3.48,,17.41,12.88,,,,-5.26,0.03,-78.57%,80.73%,,15.00%,7.59%,-4.41%,-228.42%,1421.70,-354.20,11.41%,0.51%,66.40,64.97,97.85%,3.90%,-0.42%,105.85%,0.54%,14.95%,7.58,9.71,-8.28%,-26.09%,-9.51%,5.20,3.87,2.17,2.18,17.77%,-19.76%,-24.91%,0.10%,0.15%,0.16%,0.03%,0.14%,0.29%,0.09%,0.22%,-0.15%,0.52%,5.28%,3.53%,-9.58%,9.58%,-0.62%,-14.46%,0.96,1.77,3.66%,4.08%,4.17%,-1.59%,-5.00%,-13.90%,10.06%,-31.18%,26.85%,-59.99%,220.97%,53.55,5/6/2024 4:30:00 PM,7/23/2015,Yes,Yes,7500,-0.80%,1.32%,2.05,1281.99,0.50,273052,2058,54.61,44.61,45.20,45.44,44.54,44.84,0.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,"LITM","Snow Lake Resources Ltd","-","Basic Materials","Other Industrial Metals & Mining","Canada",18.08,,,,,0.98,3.79,,0.90,0.23,,,,,,,,-73.10%,,0.00%,,,,,,,18.19,10.91,59.98%,46.31%,0.00%,0.16%,-15.32%,0.22%,0.43,0.02,,,,2.32,2.32,0.00,0.00,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.71%,5.33%,5.33%,2.89%,-2.20%,-11.00%,30.88%,-67.28%,-23.93%,2.60,0.08,6.89%,8.81%,-0.93%,-3.65%,-20.43%,-21.93%,23.61%,-70.13%,116.02%,-95.17%,116.02%,48.39,,11/19/2021,Yes,Yes,1,5.33%,0.00%,1.00,54.82,0.36,8262,21,15.00,0.85,0.85,0.90,0.85,0.89,5.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,"LITP","Sprott Lithium Miners ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.35,3.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23%,-0.23%,-0.23%,-0.23%,-0.23%,-0.23%,-0.19%,0.11%,0.38%,-2.84%,1.34%,12.98%,17.48%,-5.35%,-43.53%,-15.72%,1.39,0.28,2.42%,2.32%,6.33%,6.17%,-11.50%,-2.39%,16.38%,-47.56%,24.35%,-48.30%,24.35%,59.16,,2/2/2023,No,Yes,,-2.84%,1.49%,,10.73,1.36,6177,40,,10.77,10.93,10.93,10.55,10.62,-1.39%,,,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Equities","Materials",,"Passive",0.65%,45,7375233,10.69,-0.01,783796.00,11.89,1907572.00,34.89,3070593.00,71.33,6057663.80,459.76,-40.11,,,,-37.70,"commodity equity lithium miners"
5145,"LIVE","Live Ventures Inc","-","Consumer Cyclical","Home Improvement Retail","USA",81.46,,,,0.19,0.85,18.14,23.48,30.45,1.42,,,,-2.37,,,,,0.00%,13.46%,30.18%,-312.59%,431.28,-7.47,,,3.16,1.06,33.54%,66.47%,0.00%,8.10%,3.36%,0.39%,0.57,0.00,-1.87%,-7.48%,-2.40%,1.74,0.51,2.25,2.73,31.03%,2.13%,-1.73%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.94%,0.94%,1.70%,-0.88%,3.12%,-5.84%,-16.43%,1.50%,0.84,0.84,3.67%,3.12%,0.85%,-1.61%,-2.55%,-9.38%,7.55%,-13.78%,14.02%,-97.57%,1163.73%,50.47,5/13/2024 8:30:00 AM,1/29/2002,No,Yes,1751,0.94%,-0.27%,1.00,7.15,0.00,15,3,138.00,25.61,25.54,25.54,25.54,25.78,0.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,"LIVN","LivaNova PLC","RUT","Healthcare","Medical Devices","United Kingdom",3398.45,,18.64,,2.87,2.78,5.52,111.64,22.56,11.37,,,0.00%,-0.59,0.79,9.72%,9.58%,,-4.60%,1.30%,11.96%,-668.11%,1185.01,-31.82,50.11%,4.54%,53.92,53.88,99.93%,0.50%,0.00%,106.53%,1.44%,4.88%,3.45,2.63,-1.34%,-2.60%,-1.70%,3.17,2.71,0.53,0.55,68.93%,10.98%,-2.69%,0.13%,0.33%,0.38%,0.32%,0.39%,0.34%,0.35%,0.34%,0.93%,1.26%,0.56%,18.01%,28.74%,34.33%,32.60%,21.30%,0.99,1.75,1.98%,2.95%,7.38%,12.82%,19.76%,-2.66%,26.29%,-2.66%,46.81%,-52.29%,3247.20%,65.40,5/1/2024 8:30:00 AM,2/11/1993,Yes,Yes,2900,0.97%,1.19%,1.80,761.45,0.17,55045,984,71.00,61.43,62.16,62.76,62.03,62.76,2.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,"LIXT","Lixte Biotechnology Holdings Inc","-","Healthcare","Biotechnology","USA",5.42,,,,,,1.59,,-0.17,1.52,,,,-2.38,,,,-4.05%,,0.00%,,47.43%,0.00,-4.69,,,2.25,1.80,80.00%,20.15%,0.00%,6.07%,-71.78%,1.31%,0.04,0.02,-118.45%,-130.17%,-150.04%,7.59,7.59,0.00,0.00,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.22%,1.11%,-4.95%,-13.00%,-12.84%,-31.14%,-9.74%,-14.54%,-63.73%,2.55%,-0.19,0.28,7.79%,7.34%,-19.85%,-17.13%,-5.18%,-45.23%,11.74%,-74.63%,52.53%,-97.82%,52.53%,34.33,,9/21/2007,No,Yes,4,-12.36%,4.17%,,572.07,0.20,48749,162,,2.64,2.75,2.75,2.26,2.41,-8.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,"LJAN","Innovator Premium Income 15 Buffer ETF - January","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.46,1.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.21%,-0.21%,-0.21%,-0.21%,-0.21%,-0.21%,-0.21%,0.02%,0.37%,-0.10%,,,0.53%,,0.04,0.08%,0.09%,0.10%,0.06%,0.06%,-0.40%,0.53%,-0.44%,0.77%,-0.44%,0.77%,53.01,,1/2/2024,No,No,,-0.21%,0.09%,,1.99,0.59,500,4,,24.66,24.68,24.68,24.68,24.63,-0.12%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.79%,10,17255700,24.65,-0.00,0.00,0.00,1848227.50,12.00,15926782.50,1198.48,15926782.50,1198.48,,,,,7.10,"U.S. options SP500 buffer upside-cap fixed-period"
5149,"LKCO","Luokung Technology Corp","-","Technology","Software - Application","China",9.33,,,,0.25,0.10,9.33,,5.49,0.06,,,,-2.63,,,,53.39%,,,-90.13%,44.69%,36.98,-43.90,,,16.42,15.07,91.78%,8.22%,0.00%,1.54%,-61.03%,0.47%,1.39,0.07,-19.37%,-37.51%,-41.09%,0.14,0.14,0.00,0.02,27.67%,-143.29%,-118.70%,0.00%,0.00%,0.00%,0.00%,-2.77%,-2.77%,-3.51%,-3.43%,-7.59%,-2.02%,-1.93%,8.25%,-37.55%,-26.95%,-58.82%,15.20%,0.80,0.05,11.03%,8.96%,7.20%,-4.92%,-21.60%,-32.10%,31.01%,-63.10%,38.61%,-99.98%,38.61%,52.15,,1/8/2019,No,Yes,,-5.28%,3.43%,1.00,50.57,1.28,27455,64,54.00,0.58,0.60,0.62,0.58,0.57,-2.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,"LKFN","Lakeland Financial Corp.","RUT","Financial","Banks - Regional","USA",1601.91,17.39,17.73,1.74,3.93,2.48,,14.99,25.37,,1.93,3.06%,50.48%,3.61,0.85,-3.70%,0.78%,3.12%,10.00%,11.77%,15.76%,-3.63%,407.24,92.89,6.12%,-0.22%,25.43,24.72,97.21%,3.05%,-7.74%,84.84%,-1.00%,8.71%,18.06,2.15,1.43%,14.88%,14.27%,0.12,,0.01,0.32,,27.03%,22.81%,0.00%,-0.16%,-0.24%,-0.24%,-0.35%,-0.58%,-0.68%,-0.51%,-0.61%,-0.70%,1.98%,5.86%,-2.24%,20.85%,43.98%,-3.59%,0.68,1.42,1.57%,2.27%,2.90%,0.97%,8.00%,-9.36%,9.08%,-14.20%,45.75%,-26.71%,2499.45%,56.64,4/25/2024 8:30:00 AM,4/4/1994,Yes,Yes,620,-0.70%,1.17%,2.75,119.27,0.40,19988,494,66.75,62.53,63.26,63.43,62.92,62.82,0.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.27,5.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,0.19%,0.19%,1.29%,3.72%,-0.04%,7.59%,0.23%,-4.08%,0.55,0.28,0.21%,0.30%,2.31%,0.59%,1.86%,-2.44%,4.18%,-5.26%,13.52%,-31.57%,13.52%,60.81,,9/24/2015,No,Yes,,0.19%,0.99%,,2.36,0.93,926,5,,42.36,42.78,42.86,42.78,42.86,1.18%,,,"Bonds - Corporate","Bonds","US Bonds",,"US","Passive",0.15%,855,31830042,42.44,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.32,-4.91,0.90,,2.75,"U.S. fixed-income bonds corporate-bonds investment-grade"
5152,"LKQ","LKQ Corp","S&P 500","Consumer Cyclical","Auto Parts","USA",11786.90,14.26,10.13,0.43,0.83,1.92,34.26,11.42,23.07,1.29,1.15,2.60%,32.04%,3.10,1.03,2.47%,11.09%,18.01%,33.50%,3.39%,10.57%,-41.35%,14220.00,831.00,-13.35%,-1.43%,267.20,265.14,99.23%,0.61%,-12.96%,100.40%,-2.24%,1.67%,2.51,4.44,5.98%,14.01%,7.25%,1.70,0.68,0.86,0.91,37.63%,9.62%,5.84%,-0.02%,-0.02%,0.00%,-0.02%,0.10%,0.03%,-0.11%,0.39%,0.90%,0.57%,0.53%,-8.79%,-9.56%,-1.36%,-22.36%,-7.55%,1.29,0.94,1.27%,2.35%,-1.12%,-9.51%,-9.36%,-17.69%,6.98%,-25.59%,6.98%,-26.89%,2561.57%,39.17,4/23/2024 8:30:00 AM,10/3/2003,Yes,Yes,49000,0.12%,-0.23%,1.73,1769.74,0.54,400761,5380,60.49,44.23,44.13,44.24,43.74,44.18,-0.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,"LL","LL Flooring Holdings Inc","-","Consumer Cyclical","Home Improvement Retail","USA",51.05,,,,0.06,0.37,8.55,,4.45,0.19,,,,-4.22,-0.57,26.18%,33.96%,-13.55%,30.00%,-3.20%,-21.69%,-172.00%,852.54,-121.88,,762.26%,28.85,26.28,91.09%,14.26%,0.00%,41.23%,-12.73%,3.82%,3.41,1.00,-21.93%,-64.86%,-35.83%,1.55,0.13,1.63,1.87,35.00%,-12.07%,-14.30%,0.00%,0.00%,0.28%,0.07%,0.00%,0.00%,0.00%,0.60%,-0.30%,-0.60%,8.82%,2.78%,-23.27%,-40.96%,-54.13%,-57.31%,1.79,0.09,6.51%,5.94%,6.39%,-3.30%,-40.84%,-22.20%,14.04%,-69.84%,14.04%,-98.61%,14.04%,52.27,5/8/2024 8:30:00 AM,11/9/2007,Yes,Yes,2100,0.30%,-0.60%,3.00,294.30,0.40,49694,130,2.00,1.67,1.66,1.69,1.65,1.66,-0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,"LLAP","Terran Orbital Corp","RUT","Industrials","Aerospace & Defense","USA",192.21,,,,1.42,,4.40,,-1.03,0.22,,,,-0.81,-0.17,28.65%,53.15%,,28.00%,58.20%,-3.42%,30.06%,134.95,-150.64,-73.33%,-39.97%,199.41,149.68,75.06%,25.63%,0.00%,51.08%,11.66%,9.15%,3.95,13.69,-86.15%,,,0.69,0.51,,,2.82%,-80.12%,-111.63%,0.01%,0.00%,0.01%,0.00%,-0.81%,-1.33%,-1.91%,-0.56%,3.30%,1.82%,-6.37%,-32.27%,8.11%,27.66%,-37.99%,-16.23%,2.11,0.09,7.09%,6.59%,-21.20%,-23.50%,-8.65%,-40.87%,7.32%,-48.10%,54.03%,-92.47%,54.03%,34.28,5/14/2024 8:30:00 AM,4/26/2021,Yes,Yes,660,2.36%,3.82%,1.50,3467.82,2.31,3393371,2526,3.10,0.90,0.93,0.98,0.91,0.95,6.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,"LLY","Lilly(Eli) & Co","S&P 500","Healthcare","Drug Manufacturers - General","USA",739031.02,116.45,41.10,2.05,20.57,57.68,285.75,,13.48,2.72,5.33,0.69%,77.91%,6.68,2.78,115.72%,38.76%,13.74%,56.73%,9.91%,25.98%,66.67%,35932.10,6138.30,4.64%,-1.88%,949.38,849.50,89.48%,10.62%,-0.86%,74.22%,0.66%,0.60%,1.79,5.11,10.48%,51.15%,16.42%,1.35,1.03,1.92,2.05,80.16%,31.58%,17.08%,-0.04%,-0.05%,-0.15%,-0.16%,-0.40%,-0.46%,-0.27%,-0.10%,0.56%,1.94%,0.34%,4.13%,2.68%,26.91%,78.96%,33.40%,0.35,18.66,1.77%,2.28%,3.34%,2.26%,21.28%,-2.25%,8.26%,-2.89%,85.23%,-2.89%,27471.41%,56.56,4/30/2024 8:30:00 AM,7/9/1970,Yes,Yes,43000,1.66%,0.12%,1.68,2847.30,0.89,1069302,25603,863.22,763.98,764.88,782.29,763.33,777.60,1.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,"LLYVA","Liberty Media Corp.","-","Communication Services","Entertainment","USA",3471.38,,,,,,11.65,,-0.68,3.25,,,,,,,,,,,,,,,,,91.69,2.45,2.67%,97.33%,76.34%,26.38%,,30.61%,4.57,0.75,,,,3.39,4.57,,,,,,0.00%,-0.01%,-0.01%,0.00%,-0.05%,0.11%,0.08%,0.42%,0.57%,1.31%,-0.84%,4.18%,8.70%,10.77%,,3.58%,,1.04,2.64%,2.77%,2.49%,-3.20%,7.37%,-12.44%,7.19%,-12.44%,28.43%,-12.44%,28.43%,49.22,5/8/2024 8:30:00 AM,8/4/2023,Yes,Yes,,1.37%,-0.82%,1.00,164.27,0.34,23423,400,56.00,37.66,37.35,37.90,37.35,37.86,0.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5157,"LLYVK","Liberty Media Corp.","-","Communication Services","Entertainment","USA",3632.76,,,,,,12.19,,-0.68,3.25,,,,,,,,,,,,,,,,,91.69,57.56,62.78%,37.23%,113.18%,63.36%,,1.75%,3.01,1.01,,,,3.39,4.57,,,,,,-0.00%,-0.02%,0.04%,0.01%,0.09%,-0.05%,-0.14%,0.16%,0.51%,-0.20%,-0.08%,5.65%,8.25%,13.07%,,5.96%,,1.06,2.55%,2.94%,3.40%,-2.05%,9.76%,-10.28%,9.27%,-10.28%,33.72%,-10.28%,33.72%,51.65,5/8/2024 8:30:00 AM,8/4/2023,No,Yes,,1.25%,-0.84%,,333.39,0.29,40762,1248,,39.46,39.13,39.73,39.28,39.62,0.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,"LMAT","Lemaitre Vascular Inc","RUT","Healthcare","Medical Instruments & Supplies","USA",1759.05,52.17,40.51,8.69,8.80,5.73,16.24,53.24,13.74,4.85,0.64,0.81%,41.71%,1.51,0.47,32.28%,9.66%,3.45%,6.00%,13.03%,13.60%,61.54%,199.89,33.95,13.55%,3.84%,22.33,20.16,90.28%,9.76%,-14.07%,91.25%,-1.43%,4.36%,6.26,0.88,10.15%,11.65%,10.45%,7.34,5.31,0.05,0.06,63.45%,20.45%,16.99%,0.31%,0.10%,0.34%,0.23%,0.27%,-0.30%,0.38%,0.06%,0.11%,-0.20%,4.99%,22.80%,30.00%,58.37%,22.51%,38.72%,0.88,2.07,2.47%,2.72%,14.16%,17.11%,34.24%,0.77%,26.21%,0.77%,77.86%,0.77%,5012.98%,77.87,5/2/2024 4:30:00 PM,10/19/2006,Yes,Yes,630,0.05%,0.85%,1.50,140.38,0.49,28925,808,78.57,78.04,78.70,79.19,77.71,78.74,0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,"LMB","Limbach Holdings Inc","RUT","Industrials","Building Products & Equipment","USA",565.15,23.48,19.63,1.96,1.10,4.54,11.70,14.07,11.14,4.32,,,0.00%,2.15,0.37,23.58%,18.39%,,12.00%,-0.90%,-1.68%,135.26%,514.32,25.35,88.24%,-2.68%,11.00,9.71,88.27%,13.18%,0.00%,59.90%,1.25%,4.95%,2.60,0.48,8.90%,22.55%,15.65%,1.60,1.60,0.29,0.34,23.64%,6.28%,4.93%,0.06%,0.30%,-0.40%,-0.49%,-0.60%,-0.48%,-0.39%,-0.52%,0.52%,-2.49%,4.49%,28.63%,12.91%,43.04%,147.31%,11.17%,0.99,2.09,5.84%,4.63%,12.29%,14.73%,31.01%,-4.55%,32.92%,-4.55%,155.82%,-4.55%,2032.91%,68.53,5/8/2024 4:30:00 PM,8/8/2014,Yes,Yes,1400,-0.08%,0.84%,1.00,185.16,0.32,25272,583,58.00,50.17,50.59,51.06,49.97,50.55,0.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,"LMBS","First Trust Low Duration Opportunities ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.09,4.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,0.01%,0.09%,0.00%,0.54%,1.30%,0.42%,2.31%,0.29%,-0.16%,0.08,0.12,0.16%,0.21%,0.91%,0.53%,1.04%,-0.35%,1.52%,-0.64%,3.57%,-10.24%,3.57%,67.89,,11/5/2014,Yes,Yes,,0.00%,0.25%,,453.64,0.51,97601,453,,48.12,48.24,48.26,48.20,48.24,0.25%,,,"Bonds - Mortgage","Bonds","US Bonds",,"US","Active",0.66%,1017,4021055596,48.07,0.00,19081500.00,0.48,69552000.00,1.76,139494854.60,3.59,-419562138.40,-9.45,4.45,1.01,1.36,,2.35,"U.S. fixed-income bonds treasuries investment-grade MBS"
5161,"LMFA","LM Funding America Inc","-","Financial","Credit Services","USA",5.76,,,,0.44,0.16,0.99,,14.52,2.35,,,,-7.18,-0.57,38.68%,,13.25%,,315.26%,262.12%,92.54%,12.99,-15.94,58.64%,15.87%,2.49,2.04,81.93%,18.22%,-3.71%,8.86%,-9.52%,6.29%,0.97,0.13,-35.08%,-37.35%,-43.96%,,,0.00,0.02,-12.41%,-152.96%,-122.76%,0.00%,0.00%,-0.94%,-0.45%,-1.99%,-1.99%,-0.94%,-0.73%,-0.09%,-3.63%,-6.73%,-5.20%,-25.59%,-1.13%,-62.93%,-37.47%,1.25,0.25,9.05%,9.53%,-8.46%,-18.64%,-21.95%,-38.65%,3.72%,-71.86%,41.65%,-99.92%,41.65%,37.26,5/16/2024 8:30:00 AM,12/8/2015,Yes,No,8,-1.57%,-0.84%,2.00,131.91,1.66,92713,208,6.00,2.37,2.35,2.53,2.29,2.31,-2.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,"LMND","Lemonade Inc","RUT","Financial","Insurance - Property & Casualty","USA",1288.04,,,,3.39,1.90,,,9.60,,,,,-3.13,-0.86,11.21%,17.69%,-29.47%,19.50%,87.96%,25.77%,29.08%,380.10,-218.40,16.69%,4.36%,70.16,51.10,72.83%,27.51%,0.01%,39.51%,6.78%,32.64%,8.37,16.68,-16.80%,-29.15%,-31.10%,4.38,,0.04,0.08,,-55.33%,-57.46%,-0.32%,-0.46%,-0.68%,-0.81%,0.35%,0.67%,0.22%,0.87%,0.44%,-3.84%,9.40%,13.83%,6.34%,27.49%,20.83%,13.27%,1.83,1.14,7.44%,6.08%,5.97%,8.62%,16.12%,-9.51%,19.10%,-26.36%,77.98%,-90.30%,77.98%,57.04,4/30/2024 4:30:00 PM,7/2/2020,Yes,Yes,1258,-5.39%,2.06%,3.55,1993.33,1.03,865351,5539,18.62,18.92,19.31,19.43,17.80,18.27,-3.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,"LMNR","Limoneira Co","RUT","Consumer Defensive","Farm Products","USA",384.51,,51.47,,2.12,2.22,725.48,,9.62,0.03,0.30,1.40%,60.34%,-0.59,0.19,159.69%,61.69%,-16.33%,15.00%,7.60%,4.83%,-125.39%,181.73,-10.35,33.33%,-1.90%,17.94,15.17,84.56%,15.74%,0.00%,58.61%,-5.49%,3.11%,11.18,0.47,-3.17%,-5.14%,-4.36%,0.92,0.92,0.29,0.31,4.89%,-7.92%,-5.69%,-0.02%,0.24%,0.24%,0.17%,0.17%,0.19%,0.19%,0.81%,0.08%,-0.51%,1.10%,12.79%,19.67%,49.91%,30.81%,3.55%,0.49,0.47,1.52%,2.50%,4.61%,8.76%,23.38%,-2.90%,20.21%,-2.90%,53.90%,-38.91%,292.61%,66.80,3/7/2024 4:30:00 PM,10/16/2003,Yes,Yes,257,-0.51%,0.70%,1.00,42.21,0.16,2910,126,23.60,21.32,21.47,21.47,21.23,21.36,0.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
