"No.","Ticker","Company","Index","Sector","Industry","Country","Exchange","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
8325,"SRTS","Sensus Healthcare Inc","-","Healthcare","Medical Devices","USA","NASD",90.31,13.55,8.71,1.17,2.16,1.63,4.09,43.21,3.38,1.35,,,0.00%,0.41,0.05,1.95%,51.32%,,11.61%,41.66%,3.99%,-63.66%,41.81,6.65,-27.42%,20.40%,16.50,13.46,81.58%,17.86%,0.05%,27.80%,18.03%,11.51%,4.35,1.55,11.47%,12.70%,11.82%,9.64,7.93,0.01,0.01,58.44%,19.35%,15.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-5.57%,-18.61%,-22.94%,-10.84%,27.55%,-20.38%,1.21,0.60,7.34%,7.50%,-19.07%,-23.93%,-13.96%,-40.78%,0.73%,-40.94%,89.35%,-63.87%,213.01%,36.85,2/5/2025 4:30:00 PM,7/26/2016,Yes,Yes,35,-0.36%,0.55%,1.00,356.11,0.76,270798,2125,13.00,5.50,5.53,5.65,5.41,5.51,0.18%,5.51,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
8326,"SRTY","ProShares UltraPro Short Russell2000 -3x Shares","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,1.77,10.04%,,,,,,,,,,,,,,,,,,,,,,,0.07,0.23,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.55%,0.23%,-2.06%,11.82%,-30.72%,-46.26%,-6.39%,-3.03,0.79,2.90%,3.93%,1.48%,0.45%,-19.06%,-14.82%,19.38%,-47.71%,23.35%,-99.99%,23.35%,50.25,,2/11/2010,Yes,Yes,,1.74%,-1.37%,,3217.06,1.50,4812810,4769,,17.53,17.29,17.69,17.15,17.59,0.34%,17.50,-0.51%,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities",,"US","Passive",0.95%,14,71342819,17.58,0.00,2495745.34,3.63,-11562470.94,-13.95,9869620.34,16.06,-14509257.94,-16.90,-43.39,-27.32,-46.39,-39.60,-44.91,"U.S. equity Russell-2000 leverage inverse"
8327,"SRV","NXG Cushing Midstream Energy Fund","-","Financial","Closed-End Fund - Equity","USA","NYSE",138.45,3.97,,,,,,,,,5.37,11.31%,349.01%,11.96,,,,,,,,,,,,,2.92,2.90,99.50%,,,24.93%,,1.18%,0.81,0.03,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.34%,-0.46%,-0.58%,-0.36%,-0.82%,-0.17%,2.35%,-1.29%,8.71%,12.14%,37.16%,6.63%,1.45,1.10,1.68%,2.56%,0.96%,3.90%,9.17%,-6.28%,19.12%,-6.28%,38.77%,-88.06%,696.09%,58.10,,8/27/2007,No,Yes,,0.91%,0.02%,,42.24,0.60,25420,221,,46.99,47.00,47.96,46.81,47.43,0.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8328,"SRVR","Pacer Data & Infrastructure Real Estate ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.60,1.94%,,,,,,,,,,,,,,,,,,,,,,,0.68,0.05,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-2.26%,-2.34%,-2.29%,-2.43%,-2.54%,-2.73%,2.62%,5.88%,0.91%,5.19%,10.97%,3.27%,0.89,0.47,1.26%,1.42%,2.75%,2.42%,3.97%,-4.03%,8.78%,-6.38%,19.45%,-28.83%,39.33%,60.55,,5/16/2018,Yes,Yes,,-0.77%,1.23%,,67.29,0.39,26140,438,,30.82,31.20,31.26,30.96,30.96,0.45%,30.26,-2.26%,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Equities","Real Estate",,"Passive",0.55%,18,421808080,31.02,-0.00,-4481995.00,-1.05,-27550520.00,-6.13,-7403675.00,-1.72,-120079690.00,-22.16,13.19,-4.13,-0.39,,5.61,"Developed equity real-estate infrastructure"
8329,"SRZN","Surrozen Inc","-","Healthcare","Biotechnology","USA","NASD",38.06,,,,3.81,6.72,1.23,,1.74,9.54,,,,-16.99,-2.54,29.96%,28.31%,,18.19%,-33.33%,,91.35%,10.00,-44.44,82.15%,,3.25,2.25,69.23%,30.83%,-0.20%,52.69%,19.10%,6.18%,3.08,0.14,-87.16%,-173.59%,-784.15%,7.40,7.40,0.00,0.27,84.29%,-266.31%,-444.38%,0.00%,0.52%,-3.02%,-3.02%,-4.56%,-2.09%,-0.76%,1.56%,-2.42%,0.00%,12.49%,-1.18%,18.40%,78.78%,12.60%,-18.40%,0.74,1.30,9.83%,10.17%,4.90%,2.02%,14.97%,-35.55%,27.28%,-35.55%,95.17%,-94.42%,160.22%,53.57,11/6/2024 8:30:00 AM,1/11/2021,No,Yes,42,11.10%,-1.50%,1.00,45.10,0.90,40634,582,38.50,10.70,10.54,12.35,10.54,11.71,9.44%,11.71,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
8330,"SSB","SouthState Corporation","RUT","Financial","Banks - Regional","USA","NYSE",10344.91,14.68,11.07,1.08,4.24,1.32,,,77.18,,2.17,2.13%,30.42%,6.96,0.90,-5.26%,39.89%,5.40%,13.63%,28.19%,7.98%,34.19%,2441.05,534.78,13.44%,3.60%,101.19,99.91,98.74%,1.27%,-1.98%,68.90%,0.75%,3.56%,4.76,3.56,1.17%,9.36%,8.51%,0.06,,0.07,0.15,,29.37%,21.91%,0.00%,0.00%,0.00%,0.00%,-0.07%,-0.02%,-0.10%,-0.40%,-0.59%,-0.52%,-4.11%,2.71%,-5.67%,16.47%,29.47%,2.76%,0.66,2.81,2.15%,2.44%,-1.88%,-0.80%,9.27%,-8.89%,11.51%,-10.53%,44.64%,-10.53%,927.81%,46.83,1/23/2025 4:30:00 PM,1/28/1997,Yes,Yes,5070,-0.89%,0.48%,1.56,746.50,0.86,640497,7978,124.33,102.66,103.15,104.93,102.04,102.23,-0.42%,102.23,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
8331,"SSBI","Summit State Bank","-","Financial","Banks - Regional","USA","NASD",47.92,,,,0.76,0.48,,16.24,14.85,,0.16,2.23%,29.71%,-0.54,,,,,,17.92%,6.36%,-446.49%,62.91,-3.66,,,6.68,4.85,72.60%,27.33%,,19.07%,5.40%,0.85%,2.07,0.04,-0.33%,-3.85%,-3.72%,0.09,,0.06,0.06,,0.79%,-5.81%,0.18%,-1.24%,-1.24%,-0.14%,-0.28%,-0.28%,-0.28%,0.28%,-1.03%,-0.55%,-1.41%,-3.40%,9.57%,-23.24%,-35.34%,-6.18%,0.62,0.27,4.03%,3.42%,-2.32%,-3.34%,-13.69%,-8.57%,4.78%,-38.29%,26.36%,-64.11%,139.53%,45.07,,7/14/2006,No,Yes,115,-0.32%,1.41%,,20.00,0.61,12251,80,8.00,7.10,7.20,7.41,7.06,7.18,1.09%,7.19,0.18%,,,,,,,,,,,,,,,,,,,,,,,,,
8332,"SSBK","Southern States Bancshares Inc","RUT","Financial","Banks - Regional","USA","NASD",321.75,8.88,7.73,,1.82,1.15,,9.53,28.30,,0.36,1.11%,9.81%,3.67,0.97,8.17%,6.05%,35.34%,,28.02%,22.07%,12.60%,177.08,34.87,11.00%,-0.33%,9.89,7.52,76.04%,23.90%,-0.21%,46.93%,12.21%,0.60%,2.29,0.05,1.32%,14.09%,8.48%,0.47,,0.47,0.47,,26.60%,19.69%,0.00%,0.00%,0.00%,0.00%,-0.21%,-0.40%,-0.76%,-0.79%,-0.52%,-0.61%,-1.27%,-5.38%,-10.80%,11.78%,39.88%,-2.28%,0.33,1.16,3.40%,3.56%,-1.97%,-3.87%,5.55%,-13.84%,5.48%,-16.88%,47.08%,-16.88%,72.22%,44.56,1/21/2025 8:30:00 AM,8/12/2021,No,Yes,185,-1.96%,0.51%,1.00,19.73,0.38,7532,242,41.00,33.03,33.20,34.00,32.55,32.55,-1.45%,32.55,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
8333,"SSD","Simpson Manufacturing Co., Inc","-","Basic Materials","Lumber & Wood Production","USA","NYSE",7348.36,22.95,19.67,,3.29,3.96,30.70,77.33,44.04,5.68,1.12,0.64%,14.61%,7.59,1.65,5.92%,10.09%,20.57%,,15.12%,3.13%,1.99%,2232.14,322.24,3.42%,4.33%,42.16,41.95,99.50%,0.51%,-4.37%,96.16%,-0.37%,2.03%,3.61,0.85,11.84%,18.48%,14.34%,3.21,1.59,0.24,0.26,45.97%,19.51%,14.44%,2.54%,2.54%,2.54%,0.00%,-0.20%,0.07%,0.30%,-0.07%,0.18%,1.06%,5.36%,4.80%,-5.34%,-0.17%,-6.31%,5.10%,1.39,4.66,3.22%,2.25%,3.94%,2.21%,-1.41%,-8.87%,11.91%,-20.19%,11.91%,-20.19%,7335.95%,59.76,2/10/2025 4:30:00 PM,5/26/1994,Yes,Yes,5497,3.20%,0.75%,2.00,235.94,1.60,376704,7488,192.33,167.61,168.87,174.70,168.87,174.28,3.98%,174.28,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
8334,"SSFI","Day Hagan/Ned Davis Research Smart Sector Fixed Income ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.76,3.59%,,,,,,,,,,,,,,,,,,,,,,,0.79,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,-0.18%,0.15%,1.65%,-0.76%,-3.31%,0.55%,1.26%,0.32,0.09,0.13%,0.20%,0.59%,0.24%,-1.26%,-2.76%,2.77%,-5.10%,2.77%,-16.30%,7.51%,55.63,,9/29/2021,No,No,,0.00%,0.34%,,5.62,0.16,901,11,,21.02,21.09,21.09,21.09,21.09,0.34%,,,"Bonds - Broad Market","Bonds","Global Bonds",,,"Active",0.81%,2,39938000,21.02,0.00,0.00,0.00,1043250.00,2.68,1029000.00,2.64,-577000.00,-1.42,2.83,-1.85,,,-2.48,"U.S. fixed-income ETFs sector-rotation"
8335,"SSG","ProShares UltraShort Semiconductors -2x Shares","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,2.06,8.92%,,,,,,,,,,,,,,,,,,,,,,,0.20,0.01,,,,,,,,,,,0.00%,0.30%,0.30%,0.35%,-0.09%,-0.17%,-0.34%,-0.77%,-0.99%,-1.87%,-9.67%,-9.53%,-10.68%,-39.50%,-73.55%,-13.98%,-2.43,1.73,3.53%,5.95%,-9.40%,-11.70%,-34.01%,-25.19%,5.39%,-75.51%,5.39%,-100.00%,5.39%,41.80,,2/1/2007,Yes,Yes,,-1.45%,-0.86%,,67.62,0.42,28709,151,,23.62,23.42,23.66,23.01,23.08,-2.30%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Passive",0.95%,12,6094872,23.07,0.00,-466087.00,-7.10,-1127790.73,-15.61,310774.00,5.37,7176851.60,,-72.52,-62.96,-65.47,-55.33,-43.46,"U.S. equity semiconductors leverage inverse"
8336,"SSKN","STRATA Skin Sciences Inc","-","Healthcare","Medical Devices","USA","NASD",11.47,,,,0.35,1.23,1.37,,2.24,2.01,,,,-2.60,-0.40,-481.26%,0.95%,-8.56%,,3.95%,-0.62%,-74.20%,32.67,-9.38,56.83%,3.04%,4.17,2.57,61.63%,38.42%,0.00%,28.91%,0.35%,0.02%,0.08,0.00,-21.47%,-73.49%,-36.80%,1.13,0.94,1.73,1.76,55.53%,-18.87%,-28.72%,0.00%,0.00%,0.00%,0.00%,0.73%,0.73%,0.73%,-5.05%,-5.05%,3.38%,-0.37%,-7.43%,-10.71%,-7.32%,-49.23%,-5.50%,1.33,0.17,7.83%,4.97%,-3.02%,-6.03%,-12.95%,-15.38%,5.57%,-54.17%,9.42%,-99.96%,9.42%,43.42,11/13/2024 4:30:00 PM,10/28/2005,No,Yes,99,0.00%,-6.78%,1.00,6.76,0.11,763,19,16.00,2.95,2.75,2.75,2.75,2.75,-6.78%,2.77,0.73%,,,,,,,,,,,,,,,,,,,,,,,,,
8337,"SSL","Sasol Ltd ADR","-","Basic Materials","Specialty Chemicals","South Africa","NYSE",2816.06,,1.97,,0.19,0.37,1.05,7.27,12.08,4.25,0.11,2.49%,,-3.71,0.75,59.92%,39.73%,,40.86%,2.09%,-2.05%,-796.22%,14701.03,-2362.44,33.46%,2.50%,642.14,629.98,98.11%,0.00%,,2.13%,-7.84%,1.09%,5.89,6.84,-11.00%,-25.88%,-15.74%,2.32,1.58,0.92,0.95,31.27%,21.60%,-16.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.00%,-0.89%,-0.78%,6.43%,-12.70%,-16.60%,-37.92%,-41.87%,-1.97%,2.35,0.20,2.04%,2.86%,-4.65%,-6.70%,-29.92%,-19.46%,6.43%,-52.09%,6.43%,-93.42%,273.71%,44.14,2/24/2025 8:30:00 AM,4/26/1982,Yes,Yes,28141,-0.22%,-0.67%,1.78,1161.28,0.68,786740,2731,9.74,4.51,4.48,4.53,4.46,4.47,-0.89%,4.47,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
8338,"SSNC","SS&C Technologies Holdings Inc","-","Technology","Software - Application","USA","NASD",21959.76,29.52,13.67,3.35,3.73,3.22,38.47,16.55,27.55,2.30,0.99,1.12%,32.67%,3.00,1.41,8.12%,10.88%,12.57%,8.82%,4.92%,8.37%,27.09%,5882.00,760.50,19.10%,3.11%,247.69,214.81,86.73%,13.27%,-3.37%,88.67%,3.68%,1.53%,2.51,3.28,4.09%,11.81%,5.55%,1.12,1.21,1.10,1.10,48.68%,23.46%,12.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,-0.16%,-0.09%,-0.24%,2.25%,13.07%,19.33%,24.17%,47.40%,17.00%,1.38,1.60,1.84%,1.65%,7.20%,12.51%,23.51%,-0.16%,20.46%,-0.16%,48.68%,-0.16%,1236.24%,80.39,2/6/2025 4:30:00 PM,3/31/2010,Yes,Yes,26600,0.09%,0.00%,1.33,1304.98,0.78,1020886,14011,95.44,88.58,88.58,89.25,87.81,88.66,0.09%,88.66,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
8339,"SSO","ProShares Ultra S&P500 2x Shares","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.79,0.79%,,,,,,,,,,,,,,,,,,,,,,,0.79,1.68,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.10%,-0.04%,-0.24%,2.86%,5.14%,2.68%,21.76%,42.53%,7.23%,2.06,2.01,1.39%,1.72%,1.61%,2.88%,12.67%,-0.92%,11.54%,-0.92%,44.29%,-0.92%,5504.52%,57.70,,6/21/2006,Yes,Yes,,-0.07%,0.01%,,2133.19,0.85,1804506,5528,,99.26,99.27,99.60,98.98,99.20,-0.06%,99.10,-0.10%,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities",,"US","Passive",0.89%,521,5828687375,99.21,-0.00,232253945.00,4.15,22604045.00,0.39,5059065.00,0.09,-207898300.00,-3.44,43.47,14.17,20.07,21.13,16.07,"U.S. equity SP500 leverage"
8340,"SSP","E.W. Scripps Co","RUT","Communication Services","Broadcasting","USA","NASD",171.00,,,,0.07,0.21,4.94,0.85,9.30,0.40,,,,-3.11,1.01,443.51%,-156.79%,,,15.32%,14.08%,292.30%,2397.16,-262.28,45.79%,2.94%,74.43,71.91,96.61%,16.74%,0.00%,63.49%,-2.97%,3.01%,3.93,2.17,-3.77%,-15.64%,-6.44%,1.34,1.34,2.34,2.37,38.87%,13.10%,-10.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.51%,0.25%,-0.25%,-0.25%,14.45%,-13.91%,-1.49%,-3.41%,-68.27%,-10.41%,1.54,0.15,7.38%,6.74%,-0.48%,-6.52%,-21.01%,-28.50%,14.45%,-69.47%,17.86%,-92.84%,206.62%,48.57,2/27/2025 4:30:00 PM,6/30/1988,Yes,Yes,5200,1.54%,1.56%,2.60,551.59,0.54,300124,1769,5.20,1.92,1.95,2.02,1.93,1.98,3.13%,1.98,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
8341,"SSPX","Janus Henderson U.S. Sustainable Equity ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.10,0.34%,,,,,,,,,,,,,,,,,,,,,,,0.18,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.65%,4.58%,4.55%,5.37%,17.62%,6.70%,1.15,0.21,0.25%,0.19%,1.46%,2.76%,4.22%,-1.07%,7.71%,-7.98%,15.18%,-7.98%,67.21%,60.75,,9/9/2021,No,No,,0.00%,-0.11%,,0.50,0.09,43,2,,28.46,28.43,28.43,28.43,28.43,-0.11%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Corporate Governance","US","Active",0.55%,44,8538116,28.46,-0.00,0.00,0.00,-701443.75,-7.59,0.00,0.00,-688091.46,-7.46,15.57,6.43,,,4.25,"U.S. equity ESG"
8342,"SSPY","Stratified LargeCap Index ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.27,0.34%,,,,,,,,,,,,,,,,,,,,,,,0.41,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.28%,-0.28%,0.97%,2.42%,0.20%,5.91%,13.61%,3.84%,1.01,0.53,0.27%,0.44%,0.32%,1.18%,3.66%,-2.14%,4.79%,-2.40%,12.97%,-2.40%,152.63%,56.64,,1/4/2019,No,Yes,,0.00%,-0.11%,,5.43,0.01,57,4,,81.12,81.04,81.04,81.04,81.04,-0.11%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Passive",0.45%,507,95644741,80.85,0.00,0.00,0.00,15771000.00,19.74,5852500.00,6.52,-6254627.79,-6.14,13.61,6.11,10.45,,13.09,"U.S. equity SP500 large-cap"
8343,"SSRM","SSR Mining Inc","RUT","Basic Materials","Gold","USA","NASD",1849.66,,8.44,,1.68,0.60,5.06,,15.34,1.81,0.02,0.26%,,-2.41,0.20,-70.82%,187.56%,,10.85%,28.89%,-33.22%,-29.97%,1098.33,-484.68,-72.73%,21.16%,202.11,199.53,98.72%,1.40%,-0.24%,67.69%,-2.33%,3.47%,2.67,6.92,-8.90%,-14.43%,-14.15%,3.91,1.97,0.10,0.11,-4.79%,-17.66%,-44.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.33%,-0.43%,-1.50%,-0.05%,1.44%,23.51%,71.80%,87.30%,103.11%,31.32%,0.58,0.36,3.63%,4.02%,8.89%,20.01%,53.70%,-4.79%,61.06%,-4.79%,134.06%,-81.02%,1362.40%,67.97,11/6/2024 4:30:00 PM,8/1/1996,Yes,Yes,5400,-3.28%,1.18%,2.88,2589.51,0.99,2573181,11080,8.45,9.34,9.45,9.45,9.07,9.14,-2.14%,9.18,0.44%,,,,,,,,,,,,,,,,,,,,,,,,,
8344,"SSSS","SuRo Capital Corp","-","Financial","Asset Management","USA","NASD",146.33,,,,24.79,0.92,,,6.73,,,,0.00%,-1.98,-0.21,,,,,,-39.40%,,5.90,,-53.33%,-20.47%,23.60,21.97,93.10%,6.90%,6.76%,21.55%,,0.26%,0.22,0.06,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,-2.22%,-0.79%,9.15%,5.62%,24.00%,59.79%,78.67%,5.44%,1.41,0.43,10.69%,7.28%,6.06%,4.83%,34.36%,-9.28%,24.00%,-9.28%,82.00%,-67.70%,113.79%,56.68,11/7/2024 4:30:00 PM,4/28/2011,Yes,Yes,11,-2.36%,0.00%,,259.92,0.46,118265,796,7.05,6.35,6.35,6.45,6.10,6.20,-2.36%,6.10,-1.59%,,,,,,,,,,,,,,,,,,,,,,,,,
8345,"SST","System1 Inc","RUT","Industrials","Specialty Business Services","USA","NYSE",62.04,,,,0.17,0.53,0.85,,1.28,0.80,,,,-1.16,-0.23,61.48%,-15.96%,,,-14.32%,1.15%,75.91%,364.45,-82.87,13.79%,2.54%,70.46,8.58,12.18%,87.86%,0.18%,11.35%,0.01%,25.52%,4.43,2.19,-11.14%,-53.49%,-23.59%,1.36,1.36,2.89,3.10,-12.62%,-26.12%,-22.74%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.16%,3.64%,8.78%,1.28%,-42.31%,-37.50%,-62.08%,-24.86%,1.35,0.08,10.30%,14.82%,-2.22%,-15.18%,-41.73%,-38.64%,20.15%,-75.27%,20.15%,-98.18%,20.15%,46.45,11/7/2024 4:30:00 PM,8/7/2020,Yes,Yes,300,-2.68%,1.54%,1.00,494.23,0.17,81727,218,5.00,0.68,0.69,0.69,0.64,0.68,-1.19%,0.68,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
8346,"SSTI","SoundThinking Inc","RUT","Technology","Software - Application","USA","NASD",170.70,,,,1.63,2.32,11.19,9.63,5.84,1.21,,,,-0.12,0.00,-80.52%,44.60%,3.23%,13.99%,23.28%,9.48%,24.43%,104.67,-1.46,-61.05%,1.00%,12.56,9.28,73.89%,26.24%,-1.31%,56.54%,0.92%,1.76%,3.05,0.16,-1.06%,-2.06%,-1.95%,0.75,0.75,0.02,0.09,58.89%,-3.41%,-1.39%,0.00%,0.00%,0.30%,0.15%,0.30%,0.22%,0.22%,0.74%,-0.15%,-0.51%,1.19%,7.19%,12.25%,-6.35%,-22.74%,3.83%,1.45,0.56,3.34%,4.10%,0.58%,3.38%,3.45%,-7.76%,17.81%,-31.48%,45.36%,-79.50%,45.36%,54.13,2/25/2025 4:30:00 PM,6/7/2017,Yes,Yes,312,0.97%,0.30%,1.57,53.66,0.34,17993,476,20.50,13.39,13.43,13.77,13.43,13.56,1.27%,13.56,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
8347,"SSTK","Shutterstock Inc","RUT","Communication Services","Internet Content & Information","USA","NYSE",999.61,28.25,11.05,,1.11,1.91,7.61,121.90,15.00,3.77,1.21,4.20%,35.50%,1.02,0.39,-63.59%,64.02%,14.53%,-9.21%,7.79%,7.43%,-36.95%,902.17,36.35,-47.51%,1.84%,34.85,23.68,67.95%,32.02%,0.00%,76.38%,-15.85%,10.69%,4.45,2.53,3.07%,6.89%,5.44%,0.42,0.42,0.28,0.58,57.38%,7.26%,4.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.87%,0.07%,-9.09%,-8.72%,-9.03%,-19.68%,-35.56%,-5.44%,1.07,1.39,3.22%,3.97%,-4.01%,-6.43%,-17.36%,-26.03%,5.13%,-47.25%,5.13%,-77.64%,44.90%,42.15,2/25/2025 8:30:00 AM,10/11/2012,Yes,Yes,1274,-3.14%,0.58%,2.00,569.09,0.37,211182,3150,43.28,29.46,29.63,29.96,28.67,28.70,-2.58%,28.95,0.87%,,,,,,,,,,,,,,,,,,,,,,,,,
8348,"SSUS","Day Hagan/Ned Davis Research Smart Sector ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.29,0.66%,,,,,,,,,,,,,,,,,,,,,,,0.11,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.09%,0.11%,0.10%,0.07%,-0.05%,-0.10%,-0.11%,1.20%,2.81%,0.94%,11.26%,19.73%,3.90%,0.79,0.39,0.62%,0.70%,0.82%,1.46%,6.65%,-1.00%,5.68%,-1.00%,20.58%,-1.00%,127.89%,58.81,,1/17/2020,Yes,Yes,,-0.05%,0.09%,,35.88,0.65,23191,71,,43.69,43.73,43.92,43.66,43.71,0.05%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Sector Rotation / Combinations","US","Active",0.80%,8,623960250,43.71,-0.00,-5446500.00,-0.87,-9482750.00,-1.50,-8563500.00,-1.35,-105118000.00,-14.42,19.73,7.54,12.14,,12.08,"U.S. ETFs sector-rotation"
8349,"SSXU","Day Hagan/Ned Davis Research Smart Sector International ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.76,2.59%,,,,,,,,,,,,,,,,,,,,,,,0.04,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.04%,-0.04%,2.49%,5.96%,1.92%,3.35%,9.43%,5.88%,0.77,0.23,0.37%,0.46%,2.59%,2.91%,1.36%,-2.07%,8.46%,-5.01%,9.15%,-5.01%,32.25%,67.15,,7/1/2022,No,Yes,,0.00%,0.11%,,3.65,0.04,154,7,,29.34,29.37,29.37,29.37,29.37,0.11%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities","Sector Rotation / Combinations",,"Active",1.25%,13,34489775,29.35,0.00,0.00,0.00,-1364500.00,-3.81,-1364500.00,-3.81,-1510250.00,-4.20,9.43,,,,7.63,"International equity ETFs"
8350,"SSY","Sunlink Health Systems Inc","-","Healthcare","Pharmaceutical Retailers","USA","AMEX",6.77,,,,0.22,0.48,0.84,,2.00,1.14,,,,-0.65,,,,-13.18%,,-6.19%,-6.76%,56.34%,31.23,-4.58,,,7.04,5.42,76.99%,23.06%,0.00%,13.37%,-0.24%,1.93%,0.30,0.10,-16.30%,-22.06%,-32.37%,4.06,3.62,0.01,0.03,-2.47%,-11.96%,-14.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.27%,3.12%,3.15%,1.16%,4.57%,9.27%,18.72%,21.77%,6.89%,9.32%,1.51,0.09,11.75%,8.78%,8.89%,9.80%,20.19%,-49.63%,53.99%,-49.63%,81.41%,-92.46%,167.97%,56.23,,11/1/1982,No,Yes,,7.97%,4.82%,,346.84,0.47,163769,106,,0.85,0.89,0.97,0.84,0.96,13.18%,0.95,-1.25%,,,,,,,,,,,,,,,,,,,,,,,,,
