"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
5504,"META","Meta Platforms Inc","NDX, S&P 500","Communication Services","Internet Content & Information","USA",1363547.66,27.52,22.35,2.02,9.10,8.71,23.44,27.47,61.89,23.00,1.86,0.35%,0.00%,19.59,5.17,42.96%,13.44%,14.46%,13.60%,19.99%,22.10%,73.03%,149783.00,51434.00,9.39%,2.12%,2211.00,2181.33,98.66%,13.78%,-0.89%,67.87%,-1.63%,1.28%,1.97,27.86,23.54%,35.37%,26.67%,2.83,2.83,0.23,0.24,81.49%,40.49%,34.34%,0.06%,-0.01%,0.00%,-0.02%,0.25%,0.32%,0.28%,0.10%,0.36%,2.15%,5.76%,16.67%,11.93%,13.88%,78.50%,52.27%,1.19,18.01,2.40%,3.45%,10.49%,8.19%,22.10%,-0.70%,21.76%,-0.70%,96.44%,-0.70%,2971.17%,65.18,7/31/2024 4:30:00 PM,5/18/2012,Yes,Yes,67317,1.35%,0.96%,1.48,14131.37,0.93,6282582,101124,568.78,526.76,531.80,539.72,526.70,538.99,2.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5505,"METC","Ramaco Resources Inc","RUT","Basic Materials","Coking Coal","USA",646.11,11.35,5.35,2.68,0.90,1.74,22.77,6.73,6.98,0.53,0.60,4.93%,58.70%,1.07,0.34,-35.07%,102.67%,6.46%,4.23%,32.90%,12.98%,-39.22%,717.69,57.07,715.38%,3.39%,44.00,26.91,61.16%,49.31%,0.03%,39.77%,-6.00%,13.35%,6.48,3.59,8.65%,16.23%,12.70%,1.33,0.90,0.23,0.27,15.30%,8.64%,7.95%,0.08%,0.00%,0.07%,0.25%,0.09%,0.33%,0.91%,0.50%,1.25%,1.16%,-6.46%,-20.56%,-6.38%,-33.86%,50.99%,-29.16%,1.09,0.77,7.65%,5.08%,-6.86%,-8.27%,-22.91%,-21.43%,8.66%,-46.39%,59.08%,-46.39%,750.27%,42.00,8/7/2024 4:30:00 PM,2/3/2017,Yes,Yes,811,1.00%,0.58%,1.00,554.32,0.41,109571,1215,20.00,11.98,12.05,12.22,11.92,12.17,1.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5506,"METD","Direxion Daily META Bear 1X Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.05,0.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.05%,-0.31%,-0.32%,-0.27%,-0.36%,-0.42%,-1.89%,-5.38%,-14.95%,,,,-9.40%,,0.81,2.20%,3.16%,-10.02%,-8.50%,-8.50%,-18.07%,-0.82%,-18.07%,-0.82%,-18.07%,-0.82%,34.95,,6/5/2024,No,Yes,,-1.40%,-0.90%,,28.48,2.73,37247,100,,22.32,22.12,22.29,21.80,21.81,-2.29%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Communication Services","US","Active",0.95%,8,3908943,22.34,-0.02,-58490.47,-1.47,1570331.92,67.15,1570331.92,67.15,1570331.92,67.15,,,,,-31.87,"U.S. single-asset META inverse"
5507,"METU","Direxion Daily META Bull 2X Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.02,0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08%,-0.06%,-0.13%,-0.17%,0.44%,0.64%,0.35%,-0.12%,0.54%,3.35%,11.44%,32.77%,,,,12.75%,,1.82,4.34%,6.72%,20.52%,13.35%,13.35%,-4.69%,45.38%,-4.69%,45.38%,-4.69%,45.38%,64.24,,6/5/2024,No,Yes,,2.72%,1.79%,,196.01,1.90,178475,422,,28.99,29.51,30.41,29.03,30.31,4.56%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Communication Services","US","Active",0.95%,9,24661127,29.01,0.04,3946625.60,19.05,19893908.56,417.31,19893908.56,417.31,19893908.56,417.31,,,,,48.76,"U.S. single-asset META leverage"
5508,"METV","Roundhill Ball Metaverse ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.02,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.04%,0.09%,0.04%,0.04%,0.32%,0.44%,2.21%,6.04%,-4.39%,1.72%,3.62%,29.95%,10.64%,1.39,0.30,1.72%,2.25%,1.53%,-1.31%,6.56%,-7.45%,14.52%,-7.45%,40.49%,-25.57%,87.56%,52.94,,6/30/2021,Yes,Yes,,1.39%,0.88%,,224.93,0.50,53364,308,,12.45,12.56,12.72,12.55,12.73,2.29%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Metaverse and Web3",,"Passive",0.59%,40,346959745,12.49,0.02,-24666885.00,-6.64,-61468382.50,-15.05,-151693935.00,-30.42,-198274205.00,-36.36,24.83,-5.31,,,-5.95,"Global equity internet metaverse"
5509,"MEXX","Direxion Daily MSCI Mexico Bull 3X Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.53,3.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.30%,0.60%,0.23%,-0.28%,0.07%,0.03%,5.57%,12.75%,-14.97%,-47.98%,-47.76%,-40.62%,-50.80%,3.12,1.12,4.37%,6.15%,5.87%,-2.85%,-36.84%,-28.94%,42.42%,-53.90%,42.42%,-78.44%,439.42%,51.76,,5/3/2017,Yes,Yes,,3.24%,2.33%,,146.11,0.46,32217,140,,16.34,16.72,17.32,16.93,17.26,5.64%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","Global Ex. US Equities",,"Mexico","Passive",0.95%,8,25645306,16.38,0.05,2359000.45,10.13,19876905.24,344.58,18308694.16,249.55,21065615.81,459.98,-42.73,-1.47,-2.02,,-14.70,"International equity Mexico leverage"
5510,"MFA","MFA Financial Inc","RUT","Real Estate","REIT - Mortgage","USA",1207.10,20.22,7.27,,1.55,0.64,2.23,8.41,18.45,5.30,1.40,11.84%,306.61%,0.58,0.40,-0.56%,2.88%,-30.02%,,53.54%,-1.24%,195.06%,777.89,65.52,15.70%,-29.37%,101.92,101.34,99.43%,0.73%,0.00%,65.66%,4.72%,1.44%,2.06,1.46,0.95%,5.14%,0.61%,,,4.74,4.74,95.38%,76.03%,8.42%,0.00%,0.04%,-0.08%,-0.17%,-0.17%,-0.20%,0.04%,0.08%,0.60%,0.64%,3.10%,1.42%,7.70%,10.62%,13.05%,4.92%,2.19,0.29,2.76%,2.58%,5.48%,7.55%,8.27%,0.21%,15.82%,-0.63%,40.61%,-70.70%,823.83%,62.13,8/8/2024 8:30:00 AM,4/13/1998,Yes,Yes,377,0.30%,0.94%,1.83,708.46,1.03,349099,1094,12.80,11.68,11.79,11.85,11.68,11.82,1.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,"MFC","Manulife Financial Corp.","-","Financial","Insurance - Life","Canada",46868.29,15.02,8.91,5.29,1.25,1.51,,2.73,17.32,,1.17,4.49%,55.79%,1.74,0.69,5.31%,8.22%,1.48%,2.84%,18.70%,2.02%,2.46%,37414.09,3150.92,3.08%,,1806.00,1793.93,99.33%,0.10%,0.00%,59.37%,-1.64%,0.65%,5.48,11.69,0.51%,9.60%,6.85%,88.82,,0.29,0.29,,16.92%,8.42%,0.04%,0.00%,-0.02%,-0.02%,-0.02%,-0.04%,-0.13%,0.17%,0.52%,0.77%,5.45%,-1.36%,-0.19%,15.33%,38.98%,18.10%,1.07,0.59,1.89%,2.23%,2.34%,0.57%,11.61%,-5.13%,12.02%,-5.13%,52.90%,-43.89%,410.34%,54.90,8/7/2024 4:30:00 PM,9/24/1999,Yes,Yes,38000,0.17%,0.72%,1.81,2131.80,0.38,384854,1512,29.00,25.87,26.06,26.17,25.73,26.10,0.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5512,"MFD","Macquarie-First Tr. Global Inf. Utilities Div. & Income Fund","-","Financial","Closed-End Fund - Equity","USA",69.14,57.78,,,9.68,0.92,,,8.76,,0.80,9.89%,549.22%,0.14,,,,,,,-0.30%,,7.14,,,,8.55,6.62,77.50%,22.50%,0.00%,54.13%,,0.12%,0.36,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.48%,0.37%,1.11%,1.11%,3.04%,3.31%,3.04%,9.90%,5.05%,2.78%,0.92,0.14,1.79%,1.71%,2.81%,5.11%,7.00%,0.86%,10.05%,0.86%,22.01%,-73.91%,57.07%,67.12,,3/26/2004,No,Yes,,3.44%,-2.25%,,22.87,1.12,12253,41,,8.00,7.82,8.09,7.93,8.09,1.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5513,"MFDX","PIMCO RAFI Dynamic Multi-Factor International Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.91,2.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.03%,0.29%,0.36%,3.28%,-0.76%,-1.03%,6.92%,11.82%,5.62%,0.81,0.35,0.67%,0.82%,1.72%,1.25%,4.36%,-1.25%,6.85%,-1.25%,20.40%,-1.25%,82.15%,57.64,,9/6/2017,No,Yes,,0.16%,0.88%,,21.42,0.05,469,8,,30.49,30.76,30.81,30.80,30.81,1.05%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.39%,1199,260112634,30.25,0.02,5802000.00,2.28,5802000.00,2.28,41032720.00,18.73,95466720.00,57.98,12.86,3.52,7.91,,5.59,"International equity multi-factor value momentum quality"
5514,"MFEM","PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.75,3.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.07%,0.07%,0.07%,0.07%,0.13%,0.32%,0.68%,2.68%,-2.03%,-2.78%,5.62%,9.52%,4.64%,0.80,0.23,0.55%,0.78%,1.35%,-0.49%,3.79%,-4.07%,7.35%,-4.13%,18.72%,-24.18%,56.57%,53.41,,9/6/2017,No,Yes,,0.68%,0.39%,,11.33,0.40,2165,19,,19.86,19.94,20.08,20.01,20.08,1.06%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.50%,799,102364903,19.99,0.00,0.00,0.00,4130000.00,4.20,4130000.00,4.20,4130000.00,4.20,11.94,-6.50,2.52,,0.85,"Emerging equity multi-factor value momentum quality"
5515,"MFG","Mizuho Financial Group, Inc. ADR","-","Financial","Banks - Regional","Japan",53613.56,11.13,9.83,0.82,0.94,0.84,,,5.06,,0.15,3.62%,27.55%,0.38,0.10,15.99%,7.61%,40.08%,13.50%,13.29%,11.65%,4.12%,56980.49,4815.29,52.56%,13.86%,12674.60,12673.60,99.99%,0.01%,0.00%,0.71%,22.00%,0.03%,3.84,3.22,0.26%,7.42%,2.63%,1.82,,1.86,6.65,,11.65%,8.45%,-0.12%,-0.12%,-0.24%,-0.12%,-0.24%,0.00%,0.12%,0.48%,0.59%,2.67%,13.10%,-4.08%,2.17%,16.53%,33.44%,22.97%,0.46,0.16,1.59%,2.46%,1.72%,2.06%,10.96%,-8.64%,22.61%,-8.64%,36.89%,-72.44%,116.37%,54.59,7/31/2024 4:30:00 PM,11/8/2006,Yes,Yes,52307,3.17%,1.99%,2.07,838.70,1.39,558448,1238,4.95,4.02,4.10,4.24,4.10,4.23,5.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,"MFH","Mercurity Fintech Holding Inc","-","Financial","Capital Markets","USA",97.62,,,,216.92,5.47,5.29,,0.29,0.30,,,,-0.20,,,,-1.94%,,-18.21%,1266.92%,-133.33%,0.45,-9.36,,,60.82,28.73,47.24%,52.76%,0.00%,23.60%,-32.93%,0.36%,4.33,0.10,-37.97%,-53.99%,-51.65%,1.93,1.93,0.02,0.54,-219.40%,-884.35%,-2098.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.31%,0.31%,-0.85%,-3.31%,5.59%,-19.75%,9.41%,-49.21%,-1.53%,-38.27%,1.96,0.20,9.26%,12.57%,-12.61%,-7.70%,-9.04%,-28.35%,16.30%,-54.14%,108.44%,-99.44%,200.91%,45.51,,4/8/2015,No,Yes,9,-0.31%,-1.23%,,23.98,0.01,162,7,,1.63,1.61,1.61,1.61,1.61,-1.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,"MFI","mF International Ltd","-","Technology","Software - Application","Hong Kong",10.83,,,,,,,,,,,,,,,,,,,-0.42%,,,,,,,13.25,4.20,31.70%,68.27%,0.00%,0.58%,,5.29%,0.24,0.22,,,,,,,,,,,-0.37%,-0.37%,0.00%,0.00%,-0.30%,-0.30%,-0.66%,4.14%,3.98%,4.79%,43.42%,-12.10%,-34.07%,,,-93.35%,,0.10,11.67%,11.27%,14.13%,-6.99%,-45.58%,-65.21%,61.48%,-94.36%,61.48%,-94.36%,61.48%,48.96,,4/22/2024,No,Yes,32,3.81%,3.62%,,907.98,0.42,180699,268,,0.76,0.79,0.83,0.78,0.82,7.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,"MFIC","MidCap Financial Investment Corporation","-","Financial","Asset Management","USA",1288.49,7.86,8.27,0.82,4.65,0.89,25.98,8.06,15.42,0.53,1.50,10.90%,86.90%,1.75,0.42,411.80%,-2.75%,12.30%,9.60%,1.60%,0.70%,-15.20%,277.10,114.10,3.71%,2.66%,93.78,93.04,99.21%,0.50%,0.21%,30.10%,3.32%,0.41%,0.95,0.38,4.60%,11.40%,4.70%,,,1.40,1.40,46.90%,41.50%,41.20%,-0.08%,0.03%,0.06%,0.11%,0.18%,0.22%,0.07%,0.14%,0.89%,1.93%,2.99%,-10.76%,-11.22%,0.71%,1.81%,1.96%,1.56,0.35,1.78%,2.77%,-0.92%,-6.36%,-3.38%,-14.77%,12.07%,-14.77%,12.07%,-80.16%,176.99%,46.14,8/7/2024 4:30:00 PM,4/6/2004,Yes,Yes,,1.77%,1.28%,2.30,400.04,1.15,220369,1430,15.57,13.33,13.50,13.74,13.41,13.74,3.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5519,"MFIN","Medallion Financial Corp.","RUT","Financial","Credit Services","USA",182.57,4.36,4.80,0.29,0.67,0.50,1.16,1.58,15.67,6.82,0.38,4.82%,20.10%,1.81,0.37,29.30%,10.81%,33.80%,15.00%,20.00%,14.60%,-51.20%,271.20,42.70,-15.49%,,23.17,18.03,77.83%,21.63%,0.00%,27.80%,-6.26%,7.13%,10.23,1.29,1.60%,12.40%,21.70%,,,0.65,0.65,,49.60%,15.70%,0.00%,0.00%,0.00%,0.00%,0.25%,0.51%,0.00%,0.06%,-0.19%,-0.25%,-0.76%,-4.72%,-3.08%,-18.09%,-6.19%,-20.00%,2.16,0.31,2.61%,4.01%,-1.65%,-1.10%,-7.45%,-8.37%,21.60%,-22.29%,25.58%,-74.65%,510.85%,48.12,7/30/2024 4:30:00 PM,5/23/1996,Yes,Yes,169,-1.62%,1.26%,2.70,125.63,0.54,32368,198,11.00,7.91,8.01,7.94,7.84,7.88,-0.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,"MFLX","First Trust Flexible Municipal High Income ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.61,3.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.08%,0.26%,0.84%,1.83%,1.83%,6.21%,1.17%,0.35,0.07,0.21%,0.22%,0.28%,0.94%,2.64%,-1.15%,2.92%,-3.36%,13.76%,-25.31%,22.25%,55.12,,9/29/2016,No,Yes,,0.08%,-0.61%,,1.75,3.13,2623,8,,17.35,17.25,17.21,17.20,17.26,-0.52%,,,"Bonds - Municipal","Bonds","US Bonds",,"US","Active",0.88%,72,15669034,17.41,-0.01,0.00,0.00,-858500.00,-5.19,824678.85,5.56,2440678.85,18.45,9.51,-3.48,1.19,,1.76,"U.S. fixed-income municipal-bonds"
5521,"MFM","MFS Municipal Income Trust","-","Financial","Closed-End Fund - Debt","USA",228.59,32.65,,,13.36,0.94,,,5.91,,0.23,4.20%,763.46%,0.17,,,,,,,5.30%,22.80%,17.11,,,,41.19,41.19,100.00%,,,36.78%,,0.04%,0.19,0.02,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.09%,0.18%,0.18%,0.00%,1.28%,3.16%,5.51%,6.12%,7.98%,7.35%,0.55,0.05,0.95%,0.98%,2.07%,3.24%,6.71%,-0.89%,6.53%,-0.89%,27.00%,-48.35%,102.63%,63.72,,11/18/1986,No,Yes,,0.00%,-0.18%,,87.80,1.51,63334,72,,5.56,5.55,5.56,5.53,5.55,-0.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,"MFUL","Mindful Conservative ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.05,4.83%,,,,,,,,,,,,,,,,,,,,,,,0.63,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.55%,-0.37%,1.69%,3.69%,0.60%,3.58%,0.18,0.07,0.18%,0.25%,0.18%,0.68%,2.05%,-0.50%,2.31%,-1.14%,5.60%,-18.59%,5.81%,56.68,,11/4/2021,No,Yes,,0.00%,0.05%,,11.02,0.90,4725,1,,21.67,21.68,21.68,21.68,21.68,0.05%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Tactical / Active","Global Diversified",,,"Active",1.10%,17,49276500,21.66,0.00,-2712250.00,-5.22,-6482500.00,-11.63,-12263540.00,-19.93,-36314167.50,-42.43,5.14,,,,-3.27,"U.S. equity ETFs fixed-income bonds"
5523,"MFUS","PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.73,1.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.23%,0.23%,3.12%,-0.76%,3.38%,9.60%,22.25%,15.46%,0.93,0.56,0.64%,0.85%,1.75%,1.87%,8.91%,-1.58%,6.37%,-1.58%,33.24%,-1.58%,138.67%,57.89,,9/6/2017,No,Yes,,0.23%,1.08%,,5.16,0.11,260,6,,47.73,48.24,48.24,48.24,48.35,1.31%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities",,"US","Passive",0.29%,812,152909847,47.49,0.02,4573000.00,3.08,4545000.00,3.06,4666000.00,3.15,674000.00,0.44,21.45,8.31,12.62,,11.74,"U.S. equity multi-factor value momentum quality"
5524,"MFUT","Cambria Chesapeake Pure Trend ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.00%,0.16%,0.40%,0.51%,0.92%,-8.54%,,,,-11.91%,,0.18,0.47%,0.86%,-3.29%,-6.80%,-7.18%,-12.26%,2.08%,-13.68%,2.08%,-13.68%,2.08%,27.24,,5/29/2024,No,Yes,,0.51%,-0.20%,,38.26,0.17,3051,24,,17.61,17.58,17.64,17.60,17.67,0.31%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Tactical / Active","Global Diversified",,,"Active",0.75%,96,28905855,17.52,0.01,3675115.00,14.57,26973595.00,1395.96,26973595.00,1395.96,26973595.00,1395.96,,,,,-46.00,"Global equity fixed-income futures commodity"
5525,"MG","Mistras Group Inc","RUT","Industrials","Security & Protection Services","USA",338.12,,12.40,,0.46,1.75,19.68,,6.24,0.55,,,,-0.19,0.28,271.43%,12.82%,,5.40%,-0.32%,7.81%,1750.00%,735.64,-5.45,55.56%,2.14%,30.60,18.24,59.61%,41.12%,-0.09%,44.51%,-2.83%,0.52%,1.12,0.10,-1.00%,-2.77%,-1.38%,1.69,1.56,1.04,1.17,27.90%,5.35%,-0.74%,0.12%,-0.05%,0.04%,0.15%,0.45%,0.39%,0.76%,-0.33%,0.13%,0.53%,11.60%,20.60%,31.18%,28.86%,92.83%,49.10%,1.70,0.43,4.75%,4.53%,10.69%,22.65%,32.74%,-9.05%,46.50%,-9.05%,120.04%,-59.55%,294.01%,73.86,7/31/2024 4:30:00 PM,10/8/2009,Yes,Yes,4800,0.13%,1.58%,1.00,85.12,1.63,66239,431,15.25,10.73,10.90,11.00,10.82,10.91,1.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5526,"MGA","Magna International Inc.","-","Consumer Cyclical","Auto Parts","Canada",11756.11,11.89,6.52,1.25,0.27,1.01,11.77,14.70,40.46,3.48,2.34,5.71%,43.72%,3.44,1.43,-1.27%,15.72%,-8.63%,9.50%,1.59%,-0.22%,-7.99%,43070.00,987.00,-4.99%,-0.66%,286.55,268.35,93.65%,6.61%,0.00%,78.33%,-1.82%,2.85%,4.00,7.66,3.09%,8.62%,5.52%,1.12,0.77,0.54,0.64,9.54%,4.68%,2.29%,0.04%,-0.01%,-0.01%,-0.01%,0.07%,-0.09%,-0.18%,-0.01%,0.79%,1.02%,4.43%,-10.70%,-14.96%,-24.41%,-27.92%,-30.75%,1.60,1.20,2.40%,2.82%,-1.85%,-3.82%,-18.77%,-11.90%,7.64%,-32.17%,7.64%,-60.76%,10777.90%,47.26,8/2/2024 8:30:00 AM,8/23/1984,Yes,Yes,179000,1.55%,2.08%,2.32,1914.94,4.67,4283019,3320,49.61,39.47,40.29,41.05,40.29,40.92,3.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5527,"MGC","Vanguard Mega Cap 300 Index ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.44,1.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03%,0.01%,-0.01%,0.01%,0.08%,0.09%,0.10%,0.15%,0.41%,0.58%,4.52%,-0.88%,5.06%,11.24%,27.34%,17.83%,1.01,3.22,1.13%,1.45%,2.64%,1.40%,10.31%,-2.57%,9.10%,-2.57%,36.67%,-2.57%,748.04%,58.35,,12/24/2007,Yes,Yes,,0.57%,1.10%,,77.94,0.99,36985,566,,196.17,198.32,199.48,198.11,199.46,1.68%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Passive",0.07%,199,5827021612,196.30,0.02,-9480000.00,-0.16,93500250.00,1.63,310398750.00,5.63,567787119.25,10.80,25.56,9.13,16.27,13.50,10.53,"U.S. equity large-cap mega-cap"
5528,"MGEE","MGE Energy, Inc.","RUT","Utilities","Utilities - Regulated Electric","USA",3099.54,26.83,21.26,4.97,4.68,2.65,181.68,206.50,32.28,0.47,1.75,2.04%,51.34%,3.19,1.17,13.54%,9.21%,6.01%,5.40%,4.67%,-1.54%,-17.06%,662.23,115.55,-30.53%,,36.16,36.08,99.78%,0.28%,0.51%,60.52%,-7.72%,4.59%,10.79,1.66,4.37%,10.13%,6.13%,1.32,0.90,0.61,0.67,26.36%,22.90%,17.45%,-0.16%,-0.24%,-0.07%,-0.14%,-0.05%,0.16%,0.01%,-0.16%,1.23%,0.25%,1.36%,0.88%,6.55%,32.31%,16.91%,18.48%,0.70,1.97,2.15%,2.50%,0.16%,6.60%,13.83%,-4.81%,18.54%,-4.81%,38.31%,-4.81%,1893.91%,58.65,8/7/2024 8:30:00 AM,3/17/1980,Yes,Yes,719,0.20%,0.47%,5.00,153.61,0.26,18757,855,66.00,85.10,85.50,85.98,84.64,85.67,0.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5529,"MGF","MFS Government Markets Income Trust","-","Financial","Closed-End Fund - Debt","USA",103.50,,,,23.87,0.98,,,3.24,,0.24,7.53%,,0.00,,,,,,,6.90%,-6.40%,4.34,,,,32.60,32.60,100.00%,,,53.87%,,0.14%,0.41,0.04,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.04%,0.00%,-0.16%,2.58%,2.25%,1.44%,0.16%,-0.16%,0.30,0.03,0.85%,0.84%,0.96%,2.23%,1.77%,-2.01%,5.31%,-2.61%,9.11%,-60.00%,9.11%,57.04,,5/20/1987,No,Yes,,0.00%,-0.16%,,110.17,1.05,55493,22,,3.18,3.17,3.18,3.17,3.17,-0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5530,"MGIC","Magic Software Enterprises Ltd.","-","Technology","Information Technology Services","Israel",515.06,14.48,10.23,2.26,0.98,1.89,4.09,6.95,5.55,2.56,0.53,5.06%,83.12%,0.72,0.24,-2.02%,5.67%,14.16%,6.40%,14.06%,-8.23%,-12.88%,523.33,35.72,0.04%,3.20%,49.10,25.87,52.69%,47.31%,0.00%,21.73%,-0.05%,0.15%,0.75,0.04,6.76%,13.54%,10.69%,1.69,1.69,0.23,0.38,28.82%,10.93%,6.83%,0.00%,0.00%,0.00%,0.10%,0.10%,0.00%,0.10%,0.10%,0.43%,1.06%,1.55%,-5.92%,-18.49%,-2.78%,-13.91%,8.26%,1.08,0.32,2.18%,2.28%,-2.48%,-0.69%,-1.15%,-11.25%,10.30%,-19.24%,28.71%,-58.85%,2208.16%,48.81,8/14/2024 8:30:00 AM,8/28/1991,Yes,Yes,3628,1.35%,1.27%,1.50,50.74,1.22,29697,269,14.00,10.22,10.35,10.49,10.34,10.49,2.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,
